"ZIP","Date","offCat","planeX","planeY","GPS"
"",2014-04-01,"VIOLATION",965525,164038,"(40.616911263, -74.067448215)"
"",2014-04-01,"FELONY",987783,216428,"(40.760728848, -73.987248234)"
"",2014-04-01,"MISDEMEANOR",999875,212917,"(40.751078948, -73.943607414)"
"",2014-04-01,"MISDEMEANOR",1002427,211084,"(40.746042947, -73.934401646)"
"",2014-04-01,"FELONY",NA,NA,""
"",2014-04-01,"MISDEMEANOR",NA,NA,""
"",2014-04-01,"MISDEMEANOR",1011660,209304,"(40.741133497, -73.901087529)"
"",2014-04-01,"MISDEMEANOR",1005034,211575,"(40.747384876, -73.924991612)"
"",2014-04-01,"FELONY",950781,163004,"(40.61402972, -74.120550394)"
"",2014-04-01,"MISDEMEANOR",1024816,238746,"(40.821893318, -73.853434042)"
"",2014-04-01,"FELONY",932591,138039,"(40.545418482, -74.185876336)"
"",2014-04-01,"MISDEMEANOR",1051935,197262,"(40.707864721, -73.755869577)"
"",2014-04-01,"FELONY",1022835,249512,"(40.851451714, -73.860529571)"
"",2014-04-01,"VIOLATION",992408,214016,"(40.754105465, -73.97055611)"
"",2014-04-01,"MISDEMEANOR",997678,211305,"(40.746658022, -73.951540083)"
"",2014-04-01,"MISDEMEANOR",NA,NA,""
"",2014-04-01,"MISDEMEANOR",1005348,206223,"(40.732694225, -73.923875165)"
"",2014-04-01,"FELONY",1003451,188484,"(40.684009196, -73.930770545)"
"",2014-04-01,"FELONY",988740,219078,"(40.768001981, -73.983791944)"
"",2014-04-01,"VIOLATION",1009303,183811,"(40.671168243, -73.909688025)"
"",2014-04-01,"MISDEMEANOR",1001619,196653,"(40.706434989, -73.937354917)"
"",2014-04-01,"MISDEMEANOR",986072,212412,"(40.749706466, -73.993425589)"
"",2014-04-01,"MISDEMEANOR",987265,187231,"(40.680590306, -73.989131155)"
"",2014-04-01,"FELONY",1010601,172244,"(40.639415603, -73.905054071)"
"",2014-04-01,"MISDEMEANOR",NA,NA,""
"",2014-04-01,"MISDEMEANOR",994511,176649,"(40.651539632, -73.96302251)"
"",2014-04-01,"MISDEMEANOR",994511,176649,"(40.651539632, -73.96302251)"
"",2014-04-01,"VIOLATION",1005154,194759,"(40.70122876, -73.92461076)"
"",2014-04-01,"MISDEMEANOR",1000863,176911,"(40.652249127, -73.940130322)"
"",2014-04-01,"MISDEMEANOR",943519,169444,"(40.631675744, -74.146745546)"
"",2014-04-01,"MISDEMEANOR",947315,157242,"(40.59820045, -74.133002734)"
"",2014-04-01,"MISDEMEANOR",947452,157500,"(40.598909178, -74.132510809)"
"",2014-04-01,"MISDEMEANOR",NA,NA,""
"",2014-04-01,"MISDEMEANOR",989340,201609,"(40.720053611, -73.981639079)"
"",2014-04-01,"MISDEMEANOR",1006710,211321,"(40.746683612, -73.918943749)"
"",2014-04-01,"MISDEMEANOR",1006453,211360,"(40.746791306, -73.919871128)"
"",2014-04-01,"MISDEMEANOR",1006196,211399,"(40.746898993, -73.920798509)"
"",2014-04-01,"MISDEMEANOR",1005847,210830,"(40.74533809, -73.922059873)"
"",2014-04-01,"MISDEMEANOR",1006875,210675,"(40.744910084, -73.91835044)"
"",2014-04-01,"FELONY",975620,165072,"(40.619764963, -74.031087717)"
"",2014-04-01,"VIOLATION",1000200,213984,"(40.754007012, -73.942431888)"
"",2014-04-01,"FELONY",1001214,150458,"(40.579640461, -73.938931822)"
"",2014-04-01,"MISDEMEANOR",1007224,211243,"(40.746468202, -73.917089)"
"",2014-04-01,"MISDEMEANOR",1006710,211321,"(40.746683612, -73.918943749)"
"",2014-04-01,"MISDEMEANOR",1006710,211321,"(40.746683612, -73.918943749)"
"",2014-04-01,"MISDEMEANOR",1007096,211262,"(40.746520683, -73.917550884)"
"",2014-04-01,"MISDEMEANOR",1007096,211262,"(40.746520683, -73.917550884)"
"",2014-04-01,"MISDEMEANOR",1007096,211262,"(40.746520683, -73.917550884)"
"",2014-04-01,"FELONY",933973,140139,"(40.551190514, -74.180919364)"
"",2014-04-01,"MISDEMEANOR",1045036,215370,"(40.75761667, -73.78058976)"
"",2014-04-01,"MISDEMEANOR",NA,NA,""
"",2014-04-01,"MISDEMEANOR",1034836,242491,"(40.832120557, -73.817203035)"
"",2014-04-01,"MISDEMEANOR",1004500,180655,"(40.662518015, -73.927011804)"
"",2014-04-01,"MISDEMEANOR",1013227,248419,"(40.848488512, -73.895263966)"
"",2014-04-01,"MISDEMEANOR",998534,197465,"(40.708669255, -73.948480173)"
"",2014-04-01,"VIOLATION",999088,234036,"(40.80904637, -73.946401231)"
"",2014-04-01,"MISDEMEANOR",984431,164395,"(40.617910941, -73.999349476)"
"",2014-04-01,"MISDEMEANOR",995559,165357,"(40.620544217, -73.959264616)"
"",2014-04-01,"FELONY",1008409,258177,"(40.875285768, -73.912643463)"
"",2014-04-01,"MISDEMEANOR",1001505,190373,"(40.689198075, -73.93778218)"
"",2014-04-01,"MISDEMEANOR",1000147,155928,"(40.594656498, -73.942760104)"
"",2014-04-01,"FELONY",1009712,233550,"(40.807688206, -73.908025367)"
"",2014-04-01,"FELONY",951319,171306,"(40.636818967, -74.118653127)"
"",2014-04-01,"FELONY",1039117,153083,"(40.586691996, -73.802461764)"
"",2014-04-01,"MISDEMEANOR",1016268,227533,"(40.791151867, -73.884371919)"
"",2014-04-01,"MISDEMEANOR",999473,201153,"(40.718790369, -73.945084935)"
"",2014-04-01,"MISDEMEANOR",NA,NA,""
"",2014-04-01,"FELONY",990922,192967,"(40.69633231, -73.975940516)"
"",2014-04-01,"FELONY",988356,208015,"(40.737637031, -73.985184989)"
"",2014-04-01,"FELONY",1001559,237614,"(40.818862484, -73.937465861)"
"",2014-04-01,"FELONY",996802,175934,"(40.649574161, -73.954767459)"
"",2014-04-01,"FELONY",999215,189479,"(40.686748418, -73.946041603)"
"",2014-04-01,"FELONY",985001,199846,"(40.71521603, -73.997292382)"
"",2014-04-01,"MISDEMEANOR",984351,203752,"(40.725937092, -73.999637053)"
"",2014-04-01,"MISDEMEANOR",1038438,197960,"(40.709873513, -73.804545878)"
"",2014-04-01,"MISDEMEANOR",958809,167049,"(40.625159087, -74.091650337)"
"",2014-04-01,"VIOLATION",1051967,182505,"(40.667360047, -73.755902477)"
"",2014-04-01,"MISDEMEANOR",988270,206808,"(40.734324154, -73.985496039)"
"",2014-04-01,"MISDEMEANOR",1053191,186628,"(40.678667267, -73.751448188)"
"",2014-04-01,"MISDEMEANOR",1010324,199932,"(40.715413693, -73.905945034)"
"",2014-04-01,"MISDEMEANOR",1011579,198958,"(40.712736509, -73.901421846)"
"",2014-04-01,"VIOLATION",1034663,237051,"(40.817190321, -73.817869061)"
"",2014-04-01,"VIOLATION",993040,215159,"(40.757242104, -73.968273486)"
"",2014-04-01,"MISDEMEANOR",NA,NA,""
"",2014-04-01,"MISDEMEANOR",998455,224929,"(40.784051167, -73.948707117)"
"",2014-04-01,"MISDEMEANOR",1029980,244580,"(40.837880728, -73.834736472)"
"",2014-04-01,"MISDEMEANOR",1059150,187571,"(40.681207161, -73.729953831)"
"",2014-04-01,"FELONY",989152,181917,"(40.666003723, -73.982331623)"
"",2014-04-01,"MISDEMEANOR",991222,202091,"(40.721375302, -73.974849193)"
"",2014-04-01,"MISDEMEANOR",1018385,259600,"(40.879158516, -73.876563429)"
"",2014-04-01,"MISDEMEANOR",995689,162607,"(40.612995869, -73.958800994)"
"",2014-04-01,"MISDEMEANOR",NA,NA,""
"",2014-04-01,"MISDEMEANOR",NA,NA,""
"",2014-04-01,"FELONY",1030659,216182,"(40.75993255, -73.832478884)"
"",2014-04-01,"MISDEMEANOR",1011936,185392,"(40.675499889, -73.900189853)"
"",2014-04-01,"MISDEMEANOR",NA,NA,""
"",2014-04-01,"FELONY",1011153,192491,"(40.694987427, -73.902984323)"
"",2014-04-01,"VIOLATION",998611,187749,"(40.682000963, -73.948223153)"
"",2014-04-01,"MISDEMEANOR",987242,203954,"(40.726491028, -73.989206652)"
"",2014-04-01,"MISDEMEANOR",1016586,179940,"(40.66051961, -73.883452174)"
"",2014-04-01,"FELONY",1000512,171670,"(40.637864364, -73.941407914)"
"",2014-04-01,"MISDEMEANOR",999104,198464,"(40.711410334, -73.946422024)"
"",2014-04-01,"FELONY",1008339,167273,"(40.625777706, -73.9132222)"
"",2014-04-01,"FELONY",981521,202245,"(40.721800321, -74.009846676)"
"",2014-04-01,"VIOLATION",1018029,240747,"(40.827414051, -73.877945775)"
"",2014-04-01,"FELONY",998590,177084,"(40.652727946, -73.948321553)"
"",2014-04-01,"FELONY",996283,183521,"(40.670399527, -73.956624257)"
"",2014-04-01,"MISDEMEANOR",1011103,253804,"(40.863275438, -73.902919595)"
"",2014-04-01,"MISDEMEANOR",982689,185908,"(40.676959345, -74.005629172)"
"",2014-04-01,"FELONY",1044404,188095,"(40.682757909, -73.783114759)"
"",2014-04-01,"MISDEMEANOR",987560,187813,"(40.682187659, -73.988067275)"
"",2014-04-01,"MISDEMEANOR",989922,164205,"(40.617387617, -73.979570957)"
"",2014-04-01,"MISDEMEANOR",NA,NA,""
"",2014-04-01,"FELONY",1005779,175961,"(40.649630998, -73.922416729)"
"",2014-04-01,"MISDEMEANOR",989386,173098,"(40.641797357, -73.981494858)"
"",2014-04-01,"MISDEMEANOR",983903,200257,"(40.716344152, -74.001253193)"
"",2014-04-01,"FELONY",985537,159935,"(40.605669065, -73.995366493)"
"",2014-04-01,"FELONY",989873,221132,"(40.773639029, -73.979699942)"
"",2014-04-01,"MISDEMEANOR",995548,163576,"(40.615655755, -73.95930722)"
"",2014-04-01,"FELONY",1002416,192559,"(40.695196317, -73.934491339)"
"",2014-04-01,"MISDEMEANOR",1033479,254043,"(40.863834998, -73.822021885)"
"",2014-04-01,"MISDEMEANOR",987165,171551,"(40.637552182, -73.98949847)"
"",2014-04-01,"FELONY",1045264,211334,"(40.746537334, -73.779803401)"
"",2014-04-01,"MISDEMEANOR",1032649,195935,"(40.704348935, -73.825441238)"
"",2014-04-01,"MISDEMEANOR",988869,201800,"(40.720578119, -73.983338099)"
"",2014-04-01,"MISDEMEANOR",1028241,241026,"(40.828134868, -73.841044388)"
"",2014-04-01,"MISDEMEANOR",988130,202562,"(40.72266998, -73.98600365)"
"",2014-04-01,"MISDEMEANOR",989017,195139,"(40.702295175, -73.982808894)"
"",2014-04-01,"MISDEMEANOR",988470,201468,"(40.719667058, -73.984777725)"
"",2014-04-01,"MISDEMEANOR",961614,173735,"(40.643518344, -74.081568014)"
"",2014-04-01,"MISDEMEANOR",989614,214967,"(40.756717855, -73.980639964)"
"",2014-04-01,"MISDEMEANOR",1027173,183718,"(40.670844376, -73.845269262)"
"",2014-04-01,"MISDEMEANOR",1032886,247680,"(40.846373781, -73.824211939)"
"",2014-04-01,"FELONY",994932,177065,"(40.652680963, -73.961504638)"
"",2014-04-01,"MISDEMEANOR",1003103,193724,"(40.698392534, -73.932010625)"
"",2014-04-01,"MISDEMEANOR",1003103,193724,"(40.698392534, -73.932010625)"
"",2014-04-01,"MISDEMEANOR",1016409,178125,"(40.655538482, -73.884098793)"
"",2014-04-01,"FELONY",1019615,178291,"(40.655981892, -73.872543353)"
"",2014-04-01,"FELONY",987528,207496,"(40.73621285, -73.988173071)"
"",2014-04-01,"MISDEMEANOR",1030866,199712,"(40.71472546, -73.831845802)"
"",2014-04-01,"MISDEMEANOR",989619,204491,"(40.727963839, -73.980630277)"
"",2014-04-01,"FELONY",996010,153359,"(40.587611562, -73.95766093)"
"",2014-04-01,"MISDEMEANOR",1018883,203823,"(40.726064177, -73.875050278)"
"",2014-04-01,"MISDEMEANOR",989236,222231,"(40.776655878, -73.981998978)"
"",2014-04-01,"FELONY",1007571,194084,"(40.699370004, -73.915896144)"
"",2014-04-01,"MISDEMEANOR",999600,198252,"(40.710827597, -73.944633401)"
"",2014-04-01,"FELONY",NA,NA,""
"",2014-04-01,"MISDEMEANOR",999316,194548,"(40.700661479, -73.945666086)"
"",2014-04-01,"MISDEMEANOR",1015823,250168,"(40.853280096, -73.885872486)"
"",2014-04-01,"FELONY",988802,222923,"(40.77855547, -73.983565511)"
"",2014-04-01,"MISDEMEANOR",989184,150859,"(40.580755983, -73.982238971)"
"",2014-04-01,"VIOLATION",994845,183399,"(40.670066502, -73.961808224)"
"",2014-04-01,"VIOLATION",997580,207756,"(40.736917049, -73.951900796)"
"",2014-04-01,"MISDEMEANOR",1003717,182563,"(40.667756807, -73.929828559)"
"",2014-04-01,"MISDEMEANOR",1052294,156172,"(40.595079296, -73.754989245)"
"",2014-04-01,"MISDEMEANOR",1000885,178292,"(40.656039629, -73.940047631)"
"",2014-04-01,"FELONY",1000700,227655,"(40.791529414, -73.940593737)"
"",2014-04-01,"MISDEMEANOR",1004850,194568,"(40.700705223, -73.925707725)"
"",2014-04-01,"MISDEMEANOR",1027056,260514,"(40.881629364, -73.84520182)"
"",2014-04-01,"FELONY",1024066,215549,"(40.758227277, -73.856281338)"
"",2014-04-01,"VIOLATION",1053878,160482,"(40.606897023, -73.749241198)"
"",2014-04-01,"MISDEMEANOR",1016596,250802,"(40.855017438, -73.883075218)"
"",2014-04-01,"FELONY",1059150,187571,"(40.681207161, -73.729953831)"
"",2014-04-01,"FELONY",998515,227786,"(40.79189277, -73.94848439)"
"",2014-04-01,"VIOLATION",988279,159988,"(40.605813717, -73.985491541)"
"",2014-04-01,"MISDEMEANOR",928545,130427,"(40.524500528, -74.2003716)"
"",2014-04-01,"MISDEMEANOR",928532,130454,"(40.524574556, -74.200418583)"
"",2014-04-01,"MISDEMEANOR",928472,130577,"(40.52491179, -74.200635415)"
"",2014-04-01,"MISDEMEANOR",928472,130577,"(40.52491179, -74.200635415)"
"",2014-04-01,"MISDEMEANOR",1030123,150387,"(40.579343129, -73.834861407)"
"",2014-04-01,"MISDEMEANOR",1028989,201316,"(40.71913774, -73.838605937)"
"",2014-04-01,"MISDEMEANOR",1017412,239764,"(40.824718336, -73.880180074)"
"",2014-04-01,"MISDEMEANOR",1029490,200964,"(40.718169038, -73.836800954)"
"",2014-04-01,"MISDEMEANOR",1028989,201316,"(40.71913774, -73.838605937)"
"",2014-04-01,"MISDEMEANOR",1030557,200028,"(40.715594426, -73.832958266)"
"",2014-04-01,"MISDEMEANOR",991704,192337,"(40.694602482, -73.973121123)"
"",2014-04-01,"FELONY",1003442,215483,"(40.758114942, -73.930726013)"
"",2014-04-01,"MISDEMEANOR",1036607,182996,"(40.668811886, -73.811266546)"
"",2014-04-01,"MISDEMEANOR",1030880,243577,"(40.835123081, -73.831490917)"
"",2014-04-01,"MISDEMEANOR",991663,217612,"(40.763976222, -73.973241135)"
"",2014-04-01,"VIOLATION",984147,175275,"(40.647774242, -74.000372617)"
"",2014-04-01,"FELONY",NA,NA,""
"",2014-04-01,"MISDEMEANOR",997426,169208,"(40.631111824, -73.952531869)"
"",2014-04-01,"VIOLATION",986792,217425,"(40.763465697, -73.990825111)"
"",2014-04-01,"FELONY",980312,177982,"(40.655203494, -74.014194117)"
"",2014-04-01,"FELONY",944159,162173,"(40.611721309, -74.1443966)"
"",2014-04-01,"FELONY",955884,148545,"(40.574360498, -74.102109671)"
"",2014-04-01,"MISDEMEANOR",1010148,259914,"(40.880048362, -73.906348596)"
"",2014-04-01,"MISDEMEANOR",1023337,262851,"(40.888060945, -73.858637203)"
"",2014-04-01,"FELONY",1062837,211543,"(40.746972278, -73.716380821)"
"",2014-04-01,"FELONY",1015268,250323,"(40.853707492, -73.887877962)"
"",2014-04-01,"MISDEMEANOR",1002417,209014,"(40.740361335, -73.934443326)"
"",2014-04-01,"FELONY",988519,202508,"(40.722521583, -73.984600298)"
"",2014-04-01,"FELONY",990324,202686,"(40.723009095, -73.97808829)"
"",2014-04-01,"FELONY",1004234,165201,"(40.62010071, -73.928016353)"
"",2014-04-01,"MISDEMEANOR",1002283,157914,"(40.600103578, -73.935063576)"
"",2014-04-01,"FELONY",1010074,270045,"(40.907854945, -73.906577126)"
"",2014-04-01,"MISDEMEANOR",999911,161376,"(40.609610572, -73.943597253)"
"",2014-04-01,"FELONY",1001272,180870,"(40.663114936, -73.938646346)"
"",2014-04-01,"MISDEMEANOR",1033528,214466,"(40.755207051, -73.82213526)"
"",2014-04-01,"MISDEMEANOR",986091,192314,"(40.6945423, -73.99336251)"
"",2014-04-01,"MISDEMEANOR",1017033,208423,"(40.738697088, -73.881702406)"
"",2014-04-01,"MISDEMEANOR",1002922,191953,"(40.693531935, -73.932668286)"
"",2014-04-01,"MISDEMEANOR",1004057,191837,"(40.693211074, -73.928575702)"
"",2014-04-01,"MISDEMEANOR",NA,NA,""
