"ZIP","Date","offCat","planeX","planeY","GPS"
"11377",2014-04-01,"MISDEMEANOR",1013599,208412,"(40.738678957, -73.894094196)"
"11102",2014-04-01,"MISDEMEANOR",1002875,221017,"(40.773305552, -73.932757322)"
"11433",2014-04-01,"MISDEMEANOR",1046690,193213,"(40.696789768, -73.774825132)"
"10314",2014-04-01,"FELONY",947009,158211,"(40.600858876, -74.134109967)"
"11378",2014-04-01,"MISDEMEANOR",1006349,207184,"(40.735329489, -73.92026018)"
"10035",2014-04-01,"MISDEMEANOR",1002198,230175,"(40.798443216, -73.935177111)"
"11370",2014-04-01,"FELONY",1016268,227533,"(40.791151867, -73.884371919)"
"10468",2014-04-01,"MISDEMEANOR",1010852,259044,"(40.877658389, -73.903806235)"
"10036",2014-04-01,"FELONY",986301,214682,"(40.755936991, -73.992598403)"
"11377",2014-04-01,"MISDEMEANOR",1012317,214035,"(40.754116836, -73.898696885)"
"00083",2014-04-01,"FELONY",989805,226380,"(40.788043444, -73.979941114)"
"10009",2014-04-01,"VIOLATION",989000,206097,"(40.732372271, -73.982862475)"
"11211",2014-04-01,"MISDEMEANOR",998911,202255,"(40.721816043, -73.947109933)"
"10461",2014-04-01,"MISDEMEANOR",1028857,246461,"(40.84304926, -73.838782395)"
"10040",2014-04-01,"MISDEMEANOR",1003271,249954,"(40.852728692, -73.931245597)"
"11692",2014-04-01,"FELONY",1043650,154675,"(40.591032489, -73.786127507)"
"10040",2014-04-01,"MISDEMEANOR",1003133,249705,"(40.852045557, -73.931745131)"
"11101",2014-04-01,"MISDEMEANOR",1001520,211920,"(40.748339375, -73.937672812)"
"10036",2014-04-01,"VIOLATION",987608,215185,"(40.757317199, -73.98788056)"
"11432",2014-04-01,"FELONY",1044187,200105,"(40.715723934, -73.783790276)"
"11101",2014-04-01,"MISDEMEANOR",1002604,210271,"(40.7438111, -73.933765081)"
"11104",2014-04-01,"MISDEMEANOR",1006490,210733,"(40.745070255, -73.919739668)"
"11104",2014-04-01,"MISDEMEANOR",1007518,210577,"(40.744639431, -73.916030268)"
"11104",2014-04-01,"MISDEMEANOR",1009179,212095,"(40.748801432, -73.910030313)"
"11104",2014-04-01,"MISDEMEANOR",1009155,211851,"(40.748131781, -73.910117835)"
"11101",2014-04-01,"MISDEMEANOR",998441,209771,"(40.742446385, -73.948789668)"
"11372",2014-04-01,"MISDEMEANOR",1012959,211324,"(40.746673768, -73.896391236)"
"11377",2014-04-01,"MISDEMEANOR",1013703,207308,"(40.735648407, -73.893723741)"
"11373",2014-04-01,"MISDEMEANOR",1014628,207528,"(40.736249123, -73.890384997)"
"11377",2014-04-01,"MISDEMEANOR",1013705,207840,"(40.737108608, -73.893714195)"
"11377",2014-04-01,"MISDEMEANOR",1013094,208166,"(40.73800541, -73.895917566)"
"11104",2014-04-01,"MISDEMEANOR",1007232,209568,"(40.741870725, -73.917065852)"
"11104",2014-04-01,"MISDEMEANOR",1007132,208896,"(40.740026512, -73.917429009)"
"11101",2014-04-01,"MISDEMEANOR",1001554,209396,"(40.74141156, -73.937556596)"
"11222",2014-04-01,"MISDEMEANOR",1000890,208300,"(40.738404587, -73.939955481)"
"10472",2014-04-01,"FELONY",1017650,242130,"(40.831211429, -73.879308351)"
"10462",2014-04-01,"MISDEMEANOR",1028312,254955,"(40.86636546, -73.840696307)"
"00083",2014-04-01,"FELONY",991296,225555,"(40.785777977, -73.974557647)"
"11233",2014-04-01,"FELONY",1002251,183677,"(40.67081759, -73.935110087)"
"10027",2014-04-01,"FELONY",999970,235628,"(40.813414441, -73.9432114)"
"10467",2014-04-01,"MISDEMEANOR",1019388,259017,"(40.877554428, -73.872939471)"
"11373",2014-04-01,"FELONY",1016239,208611,"(40.739216009, -73.884566696)"
"00083",2014-04-01,"VIOLATION",992749,230530,"(40.799431733, -73.969304426)"
"11416",2014-04-01,"MISDEMEANOR",1029352,187727,"(40.681837327, -73.837387422)"
"11233",2014-04-01,"FELONY",1003358,182945,"(40.668806093, -73.931121567)"
"11221",2014-04-01,"MISDEMEANOR",1002601,192725,"(40.695651567, -73.933823742)"
"11233",2014-04-01,"FELONY",1008177,185590,"(40.676054311, -73.913740819)"
"11368",2014-04-01,"VIOLATION",1020676,212952,"(40.751113794, -73.868531956)"
"10040",2014-04-01,"MISDEMEANOR",1004317,255023,"(40.866639255, -73.927449412)"
"11104",2014-04-01,"MISDEMEANOR",1005694,208082,"(40.737795888, -73.922620796)"
"11104",2014-04-01,"MISDEMEANOR",1005694,208082,"(40.737795888, -73.922620796)"
"11428",2014-04-01,"MISDEMEANOR",1059571,203833,"(40.725838752, -73.728254064)"
"11375",2014-04-01,"MISDEMEANOR",1025893,203245,"(40.724447487, -73.849762769)"
"11375",2014-04-01,"MISDEMEANOR",1025893,203245,"(40.724447487, -73.849762769)"
"11375",2014-04-01,"MISDEMEANOR",1025893,203245,"(40.724447487, -73.849762769)"
"10305",2014-04-01,"VIOLATION",965525,164038,"(40.616911263, -74.067448215)"
"10036",2014-04-01,"FELONY",987783,216428,"(40.760728848, -73.987248234)"
"11101",2014-04-01,"MISDEMEANOR",999875,212917,"(40.751078948, -73.943607414)"
"11101",2014-04-01,"MISDEMEANOR",1002427,211084,"(40.746042947, -73.934401646)"
"11377",2014-04-01,"MISDEMEANOR",1011660,209304,"(40.741133497, -73.901087529)"
"11104",2014-04-01,"MISDEMEANOR",1005034,211575,"(40.747384876, -73.924991612)"
"10314",2014-04-01,"FELONY",950781,163004,"(40.61402972, -74.120550394)"
"10473",2014-04-01,"MISDEMEANOR",1024816,238746,"(40.821893318, -73.853434042)"
"10312",2014-04-01,"FELONY",932591,138039,"(40.545418482, -74.185876336)"
"11423",2014-04-01,"MISDEMEANOR",1051935,197262,"(40.707864721, -73.755869577)"
"10461",2014-04-01,"FELONY",1022835,249512,"(40.851451714, -73.860529571)"
"10022",2014-04-01,"VIOLATION",992408,214016,"(40.754105465, -73.97055611)"
"11101",2014-04-01,"MISDEMEANOR",997678,211305,"(40.746658022, -73.951540083)"
"11378",2014-04-01,"MISDEMEANOR",1005348,206223,"(40.732694225, -73.923875165)"
"11233",2014-04-01,"FELONY",1003451,188484,"(40.684009196, -73.930770545)"
"10019",2014-04-01,"FELONY",988740,219078,"(40.768001981, -73.983791944)"
"11233",2014-04-01,"VIOLATION",1009303,183811,"(40.671168243, -73.909688025)"
"11211",2014-04-01,"MISDEMEANOR",1001619,196653,"(40.706434989, -73.937354917)"
"10011",2014-04-01,"MISDEMEANOR",986072,212412,"(40.749706466, -73.993425589)"
"11231",2014-04-01,"MISDEMEANOR",987265,187231,"(40.680590306, -73.989131155)"
"11234",2014-04-01,"FELONY",1010601,172244,"(40.639415603, -73.905054071)"
"11215",2014-04-01,"MISDEMEANOR",994511,176649,"(40.651539632, -73.96302251)"
"11215",2014-04-01,"MISDEMEANOR",994511,176649,"(40.651539632, -73.96302251)"
"11211",2014-04-01,"VIOLATION",1005154,194759,"(40.70122876, -73.92461076)"
"11203",2014-04-01,"MISDEMEANOR",1000863,176911,"(40.652249127, -73.940130322)"
"10314",2014-04-01,"MISDEMEANOR",943519,169444,"(40.631675744, -74.146745546)"
"10314",2014-04-01,"MISDEMEANOR",947315,157242,"(40.59820045, -74.133002734)"
"10314",2014-04-01,"MISDEMEANOR",947452,157500,"(40.598909178, -74.132510809)"
"10009",2014-04-01,"MISDEMEANOR",989340,201609,"(40.720053611, -73.981639079)"
"11104",2014-04-01,"MISDEMEANOR",1006710,211321,"(40.746683612, -73.918943749)"
"11104",2014-04-01,"MISDEMEANOR",1006453,211360,"(40.746791306, -73.919871128)"
"11104",2014-04-01,"MISDEMEANOR",1006196,211399,"(40.746898993, -73.920798509)"
"11104",2014-04-01,"MISDEMEANOR",1005847,210830,"(40.74533809, -73.922059873)"
"11104",2014-04-01,"MISDEMEANOR",1006875,210675,"(40.744910084, -73.91835044)"
"11209",2014-04-01,"FELONY",975620,165072,"(40.619764963, -74.031087717)"
"11101",2014-04-01,"VIOLATION",1000200,213984,"(40.754007012, -73.942431888)"
"11235",2014-04-01,"FELONY",1001214,150458,"(40.579640461, -73.938931822)"
"11104",2014-04-01,"MISDEMEANOR",1007224,211243,"(40.746468202, -73.917089)"
"11104",2014-04-01,"MISDEMEANOR",1006710,211321,"(40.746683612, -73.918943749)"
"11104",2014-04-01,"MISDEMEANOR",1006710,211321,"(40.746683612, -73.918943749)"
"11104",2014-04-01,"MISDEMEANOR",1007096,211262,"(40.746520683, -73.917550884)"
"11104",2014-04-01,"MISDEMEANOR",1007096,211262,"(40.746520683, -73.917550884)"
"11104",2014-04-01,"MISDEMEANOR",1007096,211262,"(40.746520683, -73.917550884)"
"10312",2014-04-01,"FELONY",933973,140139,"(40.551190514, -74.180919364)"
"11361",2014-04-01,"MISDEMEANOR",1045036,215370,"(40.75761667, -73.78058976)"
"10465",2014-04-01,"MISDEMEANOR",1034836,242491,"(40.832120557, -73.817203035)"
"11203",2014-04-01,"MISDEMEANOR",1004500,180655,"(40.662518015, -73.927011804)"
"10460",2014-04-01,"MISDEMEANOR",1013227,248419,"(40.848488512, -73.895263966)"
"11211",2014-04-01,"MISDEMEANOR",998534,197465,"(40.708669255, -73.948480173)"
"10035",2014-04-01,"VIOLATION",999088,234036,"(40.80904637, -73.946401231)"
"11228",2014-04-01,"MISDEMEANOR",984431,164395,"(40.617910941, -73.999349476)"
"11230",2014-04-01,"MISDEMEANOR",995559,165357,"(40.620544217, -73.959264616)"
"10034",2014-04-01,"FELONY",1008409,258177,"(40.875285768, -73.912643463)"
"11216",2014-04-01,"MISDEMEANOR",1001505,190373,"(40.689198075, -73.93778218)"
"11235",2014-04-01,"MISDEMEANOR",1000147,155928,"(40.594656498, -73.942760104)"
"10454",2014-04-01,"FELONY",1009712,233550,"(40.807688206, -73.908025367)"
"10310",2014-04-01,"FELONY",951319,171306,"(40.636818967, -74.118653127)"
"11693",2014-04-01,"FELONY",1039117,153083,"(40.586691996, -73.802461764)"
"11370",2014-04-01,"MISDEMEANOR",1016268,227533,"(40.791151867, -73.884371919)"
"11211",2014-04-01,"MISDEMEANOR",999473,201153,"(40.718790369, -73.945084935)"
"11205",2014-04-01,"FELONY",990922,192967,"(40.69633231, -73.975940516)"
"10003",2014-04-01,"FELONY",988356,208015,"(40.737637031, -73.985184989)"
"10037",2014-04-01,"FELONY",1001559,237614,"(40.818862484, -73.937465861)"
"11226",2014-04-01,"FELONY",996802,175934,"(40.649574161, -73.954767459)"
"11216",2014-04-01,"FELONY",999215,189479,"(40.686748418, -73.946041603)"
"10013",2014-04-01,"FELONY",985001,199846,"(40.71521603, -73.997292382)"
"10013",2014-04-01,"MISDEMEANOR",984351,203752,"(40.725937092, -73.999637053)"
"11435",2014-04-01,"MISDEMEANOR",1038438,197960,"(40.709873513, -73.804545878)"
"10310",2014-04-01,"MISDEMEANOR",958809,167049,"(40.625159087, -74.091650337)"
"11413",2014-04-01,"VIOLATION",1051967,182505,"(40.667360047, -73.755902477)"
"10009",2014-04-01,"MISDEMEANOR",988270,206808,"(40.734324154, -73.985496039)"
"11413",2014-04-01,"MISDEMEANOR",1053191,186628,"(40.678667267, -73.751448188)"
"11378",2014-04-01,"MISDEMEANOR",1010324,199932,"(40.715413693, -73.905945034)"
"99999",2014-04-01,"MISDEMEANOR",1011579,198958,"(40.712736509, -73.901421846)"
"10465",2014-04-01,"VIOLATION",1034663,237051,"(40.817190321, -73.817869061)"
"10022",2014-04-01,"VIOLATION",993040,215159,"(40.757242104, -73.968273486)"
"10128",2014-04-01,"MISDEMEANOR",998455,224929,"(40.784051167, -73.948707117)"
"10461",2014-04-01,"MISDEMEANOR",1029980,244580,"(40.837880728, -73.834736472)"
"11422",2014-04-01,"MISDEMEANOR",1059150,187571,"(40.681207161, -73.729953831)"
"11232",2014-04-01,"FELONY",989152,181917,"(40.666003723, -73.982331623)"
"10009",2014-04-01,"MISDEMEANOR",991222,202091,"(40.721375302, -73.974849193)"
"10467",2014-04-01,"MISDEMEANOR",1018385,259600,"(40.879158516, -73.876563429)"
"11229",2014-04-01,"MISDEMEANOR",995689,162607,"(40.612995869, -73.958800994)"
"11355",2014-04-01,"FELONY",1030659,216182,"(40.75993255, -73.832478884)"
"11207",2014-04-01,"MISDEMEANOR",1011936,185392,"(40.675499889, -73.900189853)"
"11385",2014-04-01,"FELONY",1011153,192491,"(40.694987427, -73.902984323)"
"11216",2014-04-01,"VIOLATION",998611,187749,"(40.682000963, -73.948223153)"
"10002",2014-04-01,"MISDEMEANOR",987242,203954,"(40.726491028, -73.989206652)"
"11207",2014-04-01,"MISDEMEANOR",1016586,179940,"(40.66051961, -73.883452174)"
"11234",2014-04-01,"FELONY",1000512,171670,"(40.637864364, -73.941407914)"
"11206",2014-04-01,"MISDEMEANOR",999104,198464,"(40.711410334, -73.946422024)"
"11234",2014-04-01,"FELONY",1008339,167273,"(40.625777706, -73.9132222)"
"10013",2014-04-01,"FELONY",981521,202245,"(40.721800321, -74.009846676)"
"10473",2014-04-01,"VIOLATION",1018029,240747,"(40.827414051, -73.877945775)"
"11226",2014-04-01,"FELONY",998590,177084,"(40.652727946, -73.948321553)"
"11216",2014-04-01,"FELONY",996283,183521,"(40.670399527, -73.956624257)"
"10468",2014-04-01,"MISDEMEANOR",1011103,253804,"(40.863275438, -73.902919595)"
"11231",2014-04-01,"MISDEMEANOR",982689,185908,"(40.676959345, -74.005629172)"
"11434",2014-04-01,"FELONY",1044404,188095,"(40.682757909, -73.783114759)"
"11217",2014-04-01,"MISDEMEANOR",987560,187813,"(40.682187659, -73.988067275)"
"11204",2014-04-01,"MISDEMEANOR",989922,164205,"(40.617387617, -73.979570957)"
"11203",2014-04-01,"FELONY",1005779,175961,"(40.649630998, -73.922416729)"
"11219",2014-04-01,"MISDEMEANOR",989386,173098,"(40.641797357, -73.981494858)"
"10007",2014-04-01,"MISDEMEANOR",983903,200257,"(40.716344152, -74.001253193)"
"11214",2014-04-01,"FELONY",985537,159935,"(40.605669065, -73.995366493)"
"10023",2014-04-01,"FELONY",989873,221132,"(40.773639029, -73.979699942)"
"11229",2014-04-01,"MISDEMEANOR",995548,163576,"(40.615655755, -73.95930722)"
"11221",2014-04-01,"FELONY",1002416,192559,"(40.695196317, -73.934491339)"
"10464",2014-04-01,"MISDEMEANOR",1033479,254043,"(40.863834998, -73.822021885)"
"11219",2014-04-01,"MISDEMEANOR",987165,171551,"(40.637552182, -73.98949847)"
"11365",2014-04-01,"FELONY",1045264,211334,"(40.746537334, -73.779803401)"
"11418",2014-04-01,"MISDEMEANOR",1032649,195935,"(40.704348935, -73.825441238)"
"10009",2014-04-01,"MISDEMEANOR",988869,201800,"(40.720578119, -73.983338099)"
"10473",2014-04-01,"MISDEMEANOR",1028241,241026,"(40.828134868, -73.841044388)"
"10009",2014-04-01,"MISDEMEANOR",988130,202562,"(40.72266998, -73.98600365)"
"11201",2014-04-01,"MISDEMEANOR",989017,195139,"(40.702295175, -73.982808894)"
"10009",2014-04-01,"MISDEMEANOR",988470,201468,"(40.719667058, -73.984777725)"
"10301",2014-04-01,"MISDEMEANOR",961614,173735,"(40.643518344, -74.081568014)"
"10036",2014-04-01,"MISDEMEANOR",989614,214967,"(40.756717855, -73.980639964)"
"11414",2014-04-01,"MISDEMEANOR",1027173,183718,"(40.670844376, -73.845269262)"
"10465",2014-04-01,"MISDEMEANOR",1032886,247680,"(40.846373781, -73.824211939)"
"11226",2014-04-01,"FELONY",994932,177065,"(40.652680963, -73.961504638)"
"11221",2014-04-01,"MISDEMEANOR",1003103,193724,"(40.698392534, -73.932010625)"
"11221",2014-04-01,"MISDEMEANOR",1003103,193724,"(40.698392534, -73.932010625)"
"11236",2014-04-01,"MISDEMEANOR",1016409,178125,"(40.655538482, -73.884098793)"
"11239",2014-04-01,"FELONY",1019615,178291,"(40.655981892, -73.872543353)"
"10002",2014-04-01,"FELONY",987528,207496,"(40.73621285, -73.988173071)"
"11415",2014-04-01,"MISDEMEANOR",1030866,199712,"(40.71472546, -73.831845802)"
"10009",2014-04-01,"MISDEMEANOR",989619,204491,"(40.727963839, -73.980630277)"
"11235",2014-04-01,"FELONY",996010,153359,"(40.587611562, -73.95766093)"
"11379",2014-04-01,"MISDEMEANOR",1018883,203823,"(40.726064177, -73.875050278)"
"10023",2014-04-01,"MISDEMEANOR",989236,222231,"(40.776655878, -73.981998978)"
"11221",2014-04-01,"FELONY",1007571,194084,"(40.699370004, -73.915896144)"
"11211",2014-04-01,"MISDEMEANOR",999600,198252,"(40.710827597, -73.944633401)"
"11206",2014-04-01,"MISDEMEANOR",999316,194548,"(40.700661479, -73.945666086)"
"10460",2014-04-01,"MISDEMEANOR",1015823,250168,"(40.853280096, -73.885872486)"
"10023",2014-04-01,"FELONY",988802,222923,"(40.77855547, -73.983565511)"
"11224",2014-04-01,"MISDEMEANOR",989184,150859,"(40.580755983, -73.982238971)"
"11238",2014-04-01,"VIOLATION",994845,183399,"(40.670066502, -73.961808224)"
"11222",2014-04-01,"VIOLATION",997580,207756,"(40.736917049, -73.951900796)"
"11233",2014-04-01,"MISDEMEANOR",1003717,182563,"(40.667756807, -73.929828559)"
"11691",2014-04-01,"MISDEMEANOR",1052294,156172,"(40.595079296, -73.754989245)"
"11203",2014-04-01,"MISDEMEANOR",1000885,178292,"(40.656039629, -73.940047631)"
"10029",2014-04-01,"FELONY",1000700,227655,"(40.791529414, -73.940593737)"
"11221",2014-04-01,"MISDEMEANOR",1004850,194568,"(40.700705223, -73.925707725)"
"10469",2014-04-01,"MISDEMEANOR",1027056,260514,"(40.881629364, -73.84520182)"
"11368",2014-04-01,"FELONY",1024066,215549,"(40.758227277, -73.856281338)"
"11691",2014-04-01,"VIOLATION",1053878,160482,"(40.606897023, -73.749241198)"
"10460",2014-04-01,"MISDEMEANOR",1016596,250802,"(40.855017438, -73.883075218)"
"11422",2014-04-01,"FELONY",1059150,187571,"(40.681207161, -73.729953831)"
"10029",2014-04-01,"FELONY",998515,227786,"(40.79189277, -73.94848439)"
"11223",2014-04-01,"VIOLATION",988279,159988,"(40.605813717, -73.985491541)"
"10309",2014-04-01,"MISDEMEANOR",928545,130427,"(40.524500528, -74.2003716)"
"10309",2014-04-01,"MISDEMEANOR",928532,130454,"(40.524574556, -74.200418583)"
"10309",2014-04-01,"MISDEMEANOR",928472,130577,"(40.52491179, -74.200635415)"
"10309",2014-04-01,"MISDEMEANOR",928472,130577,"(40.52491179, -74.200635415)"
"11694",2014-04-01,"MISDEMEANOR",1030123,150387,"(40.579343129, -73.834861407)"
"11375",2014-04-01,"MISDEMEANOR",1028989,201316,"(40.71913774, -73.838605937)"
"10473",2014-04-01,"MISDEMEANOR",1017412,239764,"(40.824718336, -73.880180074)"
"11375",2014-04-01,"MISDEMEANOR",1029490,200964,"(40.718169038, -73.836800954)"
"11375",2014-04-01,"MISDEMEANOR",1028989,201316,"(40.71913774, -73.838605937)"
"11375",2014-04-01,"MISDEMEANOR",1030557,200028,"(40.715594426, -73.832958266)"
"11205",2014-04-01,"MISDEMEANOR",991704,192337,"(40.694602482, -73.973121123)"
"11101",2014-04-01,"FELONY",1003442,215483,"(40.758114942, -73.930726013)"
"11420",2014-04-01,"MISDEMEANOR",1036607,182996,"(40.668811886, -73.811266546)"
"10461",2014-04-01,"MISDEMEANOR",1030880,243577,"(40.835123081, -73.831490917)"
"10022",2014-04-01,"MISDEMEANOR",991663,217612,"(40.763976222, -73.973241135)"
"11220",2014-04-01,"VIOLATION",984147,175275,"(40.647774242, -74.000372617)"
"11210",2014-04-01,"MISDEMEANOR",997426,169208,"(40.631111824, -73.952531869)"
"10036",2014-04-01,"VIOLATION",986792,217425,"(40.763465697, -73.990825111)"
"11232",2014-04-01,"FELONY",980312,177982,"(40.655203494, -74.014194117)"
"10314",2014-04-01,"FELONY",944159,162173,"(40.611721309, -74.1443966)"
"10306",2014-04-01,"FELONY",955884,148545,"(40.574360498, -74.102109671)"
"10468",2014-04-01,"MISDEMEANOR",1010148,259914,"(40.880048362, -73.906348596)"
"10467",2014-04-01,"MISDEMEANOR",1023337,262851,"(40.888060945, -73.858637203)"
"11426",2014-04-01,"FELONY",1062837,211543,"(40.746972278, -73.716380821)"
"10460",2014-04-01,"FELONY",1015268,250323,"(40.853707492, -73.887877962)"
"11101",2014-04-01,"MISDEMEANOR",1002417,209014,"(40.740361335, -73.934443326)"
"10009",2014-04-01,"FELONY",988519,202508,"(40.722521583, -73.984600298)"
"10009",2014-04-01,"FELONY",990324,202686,"(40.723009095, -73.97808829)"
"11234",2014-04-01,"FELONY",1004234,165201,"(40.62010071, -73.928016353)"
"11229",2014-04-01,"MISDEMEANOR",1002283,157914,"(40.600103578, -73.935063576)"
"10471",2014-04-01,"FELONY",1010074,270045,"(40.907854945, -73.906577126)"
"11229",2014-04-01,"MISDEMEANOR",999911,161376,"(40.609610572, -73.943597253)"
"11203",2014-04-01,"FELONY",1001272,180870,"(40.663114936, -73.938646346)"
"11355",2014-04-01,"MISDEMEANOR",1033528,214466,"(40.755207051, -73.82213526)"
"11201",2014-04-01,"MISDEMEANOR",986091,192314,"(40.6945423, -73.99336251)"
"11373",2014-04-01,"MISDEMEANOR",1017033,208423,"(40.738697088, -73.881702406)"
"11221",2014-04-01,"MISDEMEANOR",1002922,191953,"(40.693531935, -73.932668286)"
"11221",2014-04-01,"MISDEMEANOR",1004057,191837,"(40.693211074, -73.928575702)"
"10312",2014-04-01,"FELONY",941270,144429,"(40.563004091, -74.15468899)"
"10304",2014-04-01,"VIOLATION",961252,166311,"(40.623140111, -74.082847142)"
"11414",2014-04-01,"FELONY",1022415,184052,"(40.67178292, -73.86241935)"
"10314",2014-04-01,"FELONY",948413,163033,"(40.614100057, -74.129079619)"
"11226",2014-04-01,"FELONY",998590,177084,"(40.652727946, -73.948321553)"
"11208",2014-04-01,"FELONY",1018889,182737,"(40.668188039, -73.875137068)"
"10306",2014-04-01,"FELONY",958600,148258,"(40.573581014, -74.092331886)"
"11223",2014-04-01,"VIOLATION",994365,160055,"(40.605992763, -73.963573536)"
"11692",2014-04-01,"MISDEMEANOR",1044048,156643,"(40.596431562, -73.784677067)"
