"ZIP","0_25000","25000_50000","50000_75000","75000_100000","100000_200000","200000_","nbrReturns","medianInc","jl_benef"
11208,"23596","12190","3515","1213","607","35","41156","21802",4794
11209,"11476","7368","5436","3334","4030","1230","32874","41833",3182
11210,"12068","7734","3670","1821","1985","737","28015","31271",2744
11211,"18037","10183","4773","2319","2660","1037","39009","28602",3848
11212,"20160","11104","3306","1128","544","28","36270","22489",4390
11213,"14499","7884","2871","1108","672","106","27140","23398",3051
11214,"17905","8792","4588","2416","2226","367","36294","25688",4059
11215,"10292","7917","5559","3327","5418","3063","35576","48671",3263
11216,"12646","7600","3117","1190","794","121","25468","25289",3042
11217,"5445","4326","2963","1692","2483","1417","18326","46486",1996
11218,"14697","7233","4072","2183","2471","573","31229","28170",2816
11219,"19516","5872","2276","1146","1149","386","30345","19435",2133
11220,"32057","8509","3003","1398","1175","200","46342","18070",3457
11221,"18571","9579","3260","1211","628","61","33310","22421",4093
11222,"8416","6301","3526","1624","1506","287","21660","34578",2743
11223,"14737","7066","3564","1902","1929","734","29932","25810",3027
11224,"9845","5035","2342","1097","906","131","19356","24576",2232
11225,"13319","8866","3780","1414","986","195","28560","27710",3151
11226,"24949","14702","5097","1913","1122","215","47998","24048",5425
11228,"7342","3807","2436","1520","2060","539","17704","34916",1737
11229,"14275","7654","4585","2937","3447","800","33698","33407",3434
11230,"15195","7536","4006","2291","2392","1006","32426","28377",2809
11231,"5296","3664","2473","1583","2415","1285","16716","45892",1960
11232,"6514","3442","1166","455","356","64","11997","23020",1092
11233,"14311","8088","3245","1238","663","83","27628","24132",3433
11234,"14316","9818","6241","4035","4770","908","40088","39585",4114
11235,"16306","8448","4785","2803","3174","870","36386","30584",3297
11236,"19278","13555","6347","3131","2344","200","44855","30810",4877
11237,"12554","5764","1591","525","295","25","20754","20665",2220
11238,"9823","7607","4619","2388","2695","940","28072","38846",3017
11239,"2607","2153","1153","387","158","0","6458","32222",689
11354,"14890","5142","2588","2358","1416","256","26650","22372",1685
11355,"28493","7529","3242","1745","1516","223","42748","18754",2529
11356,"5196","2658","1373","827","794","111","10959","27671",1075
11357,"6049","3785","2864","2260","3113","754","18825","47213",1658
11358,"7261","3661","2267","1729","2133","438","17489","35127",1398
11360,"2804","1839","1560","1219","1916","551","9889","54824",791
11361,"4843","2834","1960","1408","1817","456","13318","41020",1108
11362,"2688","1660","1269","1026","1519","394","8556","48946",637
11363,"1039","557","470","378","593","333","3370","54734",228
11364,"5850","3475","2706","1890","2415","467","16803","43360",1367
11365,"7890","4367","2793","1859","2231","352","19492","35625",1974
11366,"2559","1340","862","572","993","235","6561","38451",505
11367,"7381","4703","2576","1498","1659","373","18190","34111",1549
11368,"25937","12209","3482","1204","617","45","43494","20961",3495
11369,"8435","5066","1715","841","553","44","16654","24680",1491
11370,"6211","3599","1485","790","768","107","12960","26869",1115
11372,"17036","8787","4097","1950","1767","289","33926","24893",3111
11373,"27509","11247","4335","1952","1435","131","46609","21179",3614
11374,"8306","5281","3553","2093","2141","412","21786","37247",2135
11375,"10172","7208","6012","4060","5775","1938","35165","50840",3403
11377,"22421","10540","4923","2373","2071","231","42559","23728",3763
11378,"6584","3994","2474","1468","1466","163","16149","34326",1882
11379,"5885","3812","2819","1869","2327","354","17066","42366",1914
11385,"21038","12201","6022","3007","2528","249","45045","28041",5620
11411,"3680","2907","1716","1010","903","58","10274","37530",1003
11412,"7486","5107","2679","1321","915","46","17554","31320",1815
11413,"7729","5776","3103","1750","1482","104","19944","34708",1870
11414,"4089","2891","2266","1509","1777","296","12828","45105",1508
11415,"3116","2349","1718","953","987","171","9294","41294",924
11416,"6131","3864","1182","475","351","0","12003","24474",1333
11417,"6355","3748","1763","942","877","59","13744","28449",1576
11418,"8133","4452","1902","924","853","118","16382","25326",1679
11419,"11304","5760","2259","877","607","45","20852","23058",2078
11420,"9808","6242","2722","1298","1004","67","21141","28052",2133
11421,"9211","5355","2197","1161","886","53","18863","26032",2148
11422,"5853","4312","2472","1362","1221","87","15307","35442",1576
11423,"6303","4178","1896","919","830","204","14330","30158",1440
11426,"2916","1815","1241","970","1325","142","8409","42741",717
11427,"4128","2915","1791","1016","1120","224","11194","37599",1046
11428,"3856","2660","1393","749","690","56","9404","32951",957
11429,"5163","3642","1794","876","722","38","12235","31555",1159
11430,"68","54","45","45","0","0","212","42593",20
11432,"12782","6419","2974","1578","1521","434","25708","25280",2179
11433,"7225","4047","1617","714","427","33","14063","24332",1529
11434,"12777","9182","4633","2128","1310","71","30101","31189",2971
11435,"11856","6434","3317","1486","1147","121","24361","26259",2463
11436,"3900","2542","1128","581","355","0","8506","28472",892
11507,"984","568","463","393","792","401","3601","63391",248
11516,"1023","556","404","308","590","319","3200","51300",237
11552,"3948","2517","1788","1219","2079","543","12094","45848",1170
11553,"5696","4001","1794","882","801","79","13253","30811",1405
11559,"1268","524","385","257","471","664","3569","49618",199
11563,"3279","2087","1679","1278","2211","507","11041","52293",1050
11566,"4638","2589","2115","1707","4362","2013","17424","67553",1523
11580,"6490","4467","3144","2291","3096","443","19931","44454",1859
11581,"3038","1902","1466","1162","2036","605","10209","52797",919
11590,"9027","5368","2948","1956","3083","834","23216","37020",2309
11691,"10895","6760","2349","1025","835","182","22046","25473",2163
11692,"3857","2310","906","375","292","28","7768","25292",891
11693,"2216","1410","874","537","469","37","5543","34858",717
11694,"2719","1761","1320","969","1454","444","8667","47927",873
11697,"532","318","368","298","477","139","2132","64674",161
11702,"2156","1237","1029","859","1660","589","7530","59038",692
11710,"4736","2770","2375","1890","3928","1228","16927","60084",1621
11716,"1644","1269","847","645","958","200","5563","47419",617
11717,"14479","10031","3186","1407","1050","47","30200","26548",3932
11729,"4635","3284","2194","1555","2116","222","14006","43027",1525
11731,"3945","2425","1887","1581","3437","976","14251","60016",1331
11735,"5137","3298","2524","1796","3095","573","16423","48310",1685
11746,"10929","6275","3707","2702","5265","2897","31775","44757",3148
11747,"2666","1564","1270","966","2171","1486","10123","66378",784
11749,"624","398","262","183","251","32","1750","40766",204
11756,"6686","4370","3384","2641","4312","486","21879","49336",2214
11779,"5769","4058","2863","2310","3296","350","18646","46895",2241
11791,"3076","1488","1306","1088","2666","2133","11757","75184",806
11796,"502","293","232","208","450","71","1756","58944",175
11803,"3566","1955","1681","1372","3531","1657","13762","70226",1217
12046,"111","87","67","31","50","0","346","42816",36
12204,"1381","1152","546","268","280","148","3775","36003",306
12701,"2254","1188","456","281","258","41","4478","24834",514
14009,"1019","755","394","211","202","0","2581","33974",474
14221,"8348","4774","3885","3173","4586","1674","26440","50631",1833
