"ZIP","offCat"
"11355","MISDEMEANOR"
"10454","MISDEMEANOR"
"11433","MISDEMEANOR"
"10314","MISDEMEANOR"
"11232","MISDEMEANOR"
"11434","FELONY"
"10456","MISDEMEANOR"
"10454","MISDEMEANOR"
"10012","MISDEMEANOR"
"11361","MISDEMEANOR"
"10011","MISDEMEANOR"
"10473","MISDEMEANOR"
"11385","FELONY"
"11369","MISDEMEANOR"
"10456","FELONY"
"10452","MISDEMEANOR"
"10452","MISDEMEANOR"
"11378","MISDEMEANOR"
"10009","FELONY"
"10457","MISDEMEANOR"
"11228","FELONY"
"11216","FELONY"
"11355","MISDEMEANOR"
"11101","MISDEMEANOR"
"11230","MISDEMEANOR"
"10036","FELONY"
"11207","MISDEMEANOR"
"10012","MISDEMEANOR"
"11422","FELONY"
"10305","MISDEMEANOR"
"11201","MISDEMEANOR"
"10036","MISDEMEANOR"
"11233","MISDEMEANOR"
"11692","FELONY"
"11226","FELONY"
"10014","MISDEMEANOR"
"10473","FELONY"
"11207","FELONY"
"11433","FELONY"
"10029","MISDEMEANOR"
"10003","FELONY"
"11204","FELONY"
"11373","MISDEMEANOR"
"11373","FELONY"
"11373","MISDEMEANOR"
"10463","MISDEMEANOR"
"10456","FELONY"
"10473","MISDEMEANOR"
"11435","MISDEMEANOR"
"10016","FELONY"
"10473","MISDEMEANOR"
"10010","MISDEMEANOR"
"11418","MISDEMEANOR"
"10014","VIOLATION"
"11203","MISDEMEANOR"
"10035","MISDEMEANOR"
"11225","MISDEMEANOR"
"10473","MISDEMEANOR"
"11692","FELONY"
"11233","FELONY"
"11229","MISDEMEANOR"
"11225","FELONY"
"10314","MISDEMEANOR"
"10455","MISDEMEANOR"
"11216","MISDEMEANOR"
"11423","FELONY"
"10469","MISDEMEANOR"
"11219","MISDEMEANOR"
"11225","MISDEMEANOR"
"11207","FELONY"
"11238","MISDEMEANOR"
"11211","FELONY"
"10458","MISDEMEANOR"
"10458","VIOLATION"
"11207","MISDEMEANOR"
"11377","MISDEMEANOR"
"11220","FELONY"
"10457","FELONY"
"11368","MISDEMEANOR"
"10002","FELONY"
"11226","MISDEMEANOR"
"11231","MISDEMEANOR"
"10456","FELONY"
"10455","MISDEMEANOR"
"10453","MISDEMEANOR"
"11217","FELONY"
"11361","MISDEMEANOR"
"10458","MISDEMEANOR"
"11691","FELONY"
"11691","FELONY"
"10460","FELONY"
"10037","VIOLATION"
"11226","MISDEMEANOR"
"11423","MISDEMEANOR"
"11220","MISDEMEANOR"
"11368","MISDEMEANOR"
"11229","MISDEMEANOR"
"10455","MISDEMEANOR"
"10456","MISDEMEANOR"
"11418","FELONY"
"10304","VIOLATION"
"10036","FELONY"
"10039","MISDEMEANOR"
"10456","MISDEMEANOR"
"10451","MISDEMEANOR"
"10128","MISDEMEANOR"
"10065","FELONY"
"10458","MISDEMEANOR"
"10458","FELONY"
"10037","FELONY"
"10019","VIOLATION"
"11235","MISDEMEANOR"
"11230","FELONY"
"10075","MISDEMEANOR"
"10453","VIOLATION"
"10035","FELONY"
"10011","FELONY"
"10029","MISDEMEANOR"
"10469","MISDEMEANOR"
"10469","MISDEMEANOR"
"10458","FELONY"
"10471","MISDEMEANOR"
"10455","FELONY"
"10001","FELONY"
"10002","MISDEMEANOR"
"11234","MISDEMEANOR"
"11226","MISDEMEANOR"
"11224","FELONY"
"11434","MISDEMEANOR"
"11207","FELONY"
"11370","FELONY"
"10029","FELONY"
"10314","FELONY"
"11234","FELONY"
"10459","MISDEMEANOR"
"10461","FELONY"
"11224","VIOLATION"
"10023","FELONY"
"11223","MISDEMEANOR"
"10029","FELONY"
"10038","FELONY"
"00083","MISDEMEANOR"
"11375","VIOLATION"
"11105","MISDEMEANOR"
"10469","FELONY"
"11371","MISDEMEANOR"
"11201","MISDEMEANOR"
"11436","FELONY"
"11207","MISDEMEANOR"
"11421","FELONY"
"11214","MISDEMEANOR"
"11378","MISDEMEANOR"
"10451","MISDEMEANOR"
"11367","MISDEMEANOR"
"11201","MISDEMEANOR"
"11104","MISDEMEANOR"
"11207","FELONY"
"11204","FELONY"
"10456","MISDEMEANOR"
"11233","FELONY"
"10032","MISDEMEANOR"
"10473","FELONY"
"11207","VIOLATION"
"11201","FELONY"
"10025","FELONY"
"10009","FELONY"
"11203","FELONY"
"10452","FELONY"
"11691","FELONY"
"11208","FELONY"
"11233","MISDEMEANOR"
"10010","MISDEMEANOR"
"10305","MISDEMEANOR"
"10032","MISDEMEANOR"
"11233","FELONY"
"11207","FELONY"
"11232","MISDEMEANOR"
"10472","MISDEMEANOR"
"00083","FELONY"
"10002","VIOLATION"
"11220","FELONY"
"11224","FELONY"
"11370","VIOLATION"
"11210","FELONY"
"10306","FELONY"
"10035","MISDEMEANOR"
"10308","MISDEMEANOR"
"10026","MISDEMEANOR"
"11210","FELONY"
"11419","FELONY"
"10028","FELONY"
"11373","MISDEMEANOR"
"11373","MISDEMEANOR"
"11373","MISDEMEANOR"
"10456","FELONY"
"11224","FELONY"
"11435","MISDEMEANOR"
"10011","FELONY"
"11211","FELONY"
"10029","MISDEMEANOR"
"10455","FELONY"
"10023","MISDEMEANOR"
"10014","MISDEMEANOR"
"11233","MISDEMEANOR"
"10455","MISDEMEANOR"
"11220","MISDEMEANOR"
"10002","MISDEMEANOR"
"10468","MISDEMEANOR"
"11411","MISDEMEANOR"
"10036","MISDEMEANOR"
"11221","MISDEMEANOR"
"11221","MISDEMEANOR"
"11221","MISDEMEANOR"
"10032","MISDEMEANOR"
"00083","FELONY"
"10002","MISDEMEANOR"
"10314","MISDEMEANOR"
"10465","FELONY"
"11203","FELONY"
"11204","VIOLATION"
"11234","MISDEMEANOR"
"11211","FELONY"
"11233","VIOLATION"
"11374","MISDEMEANOR"
"00083","MISDEMEANOR"
"10459","FELONY"
"10460","VIOLATION"
"10457","MISDEMEANOR"
"10473","MISDEMEANOR"
"11233","MISDEMEANOR"
"11235","FELONY"
"11204","FELONY"
"11234","FELONY"
"10034","VIOLATION"
"10455","MISDEMEANOR"
"10037","FELONY"
"11106","MISDEMEANOR"
"11214","MISDEMEANOR"
"11215","MISDEMEANOR"
"10460","MISDEMEANOR"
"10075","VIOLATION"
"10037","FELONY"
"10065","FELONY"
"10027","MISDEMEANOR"
"11233","MISDEMEANOR"
"11249","FELONY"
"10306","MISDEMEANOR"
"11420","FELONY"
"10457","VIOLATION"
"10454","MISDEMEANOR"
"10039","VIOLATION"
"11233","MISDEMEANOR"
"10463","VIOLATION"
"11232","MISDEMEANOR"
"10016","MISDEMEANOR"
"11379","FELONY"
"10036","VIOLATION"
"10466","FELONY"
"10034","MISDEMEANOR"
"11691","VIOLATION"
"10003","FELONY"
"10040","VIOLATION"
"11423","MISDEMEANOR"
"11234","MISDEMEANOR"
"10065","FELONY"
"10016","MISDEMEANOR"
"10472","MISDEMEANOR"
"11377","FELONY"
"11221","FELONY"
"10039","VIOLATION"
"11230","MISDEMEANOR"
"10462","FELONY"
"11207","MISDEMEANOR"
"11361","VIOLATION"
"11428","FELONY"
"11217","VIOLATION"
"11233","MISDEMEANOR"
"10075","MISDEMEANOR"
"11238","MISDEMEANOR"
"10037","MISDEMEANOR"
"11370","MISDEMEANOR"
"10040","MISDEMEANOR"
"10474","MISDEMEANOR"
"11232","MISDEMEANOR"
"10009","MISDEMEANOR"
"11221","FELONY"
"11369","VIOLATION"
"10003","FELONY"
"11105","FELONY"
"11427","MISDEMEANOR"
"11413","MISDEMEANOR"
"11221","VIOLATION"
"11204","MISDEMEANOR"
"10036","FELONY"
"10306","MISDEMEANOR"
"10306","MISDEMEANOR"
"10312","MISDEMEANOR"
"10305","MISDEMEANOR"
"10306","MISDEMEANOR"
"11224","FELONY"
"10454","MISDEMEANOR"
"10014","FELONY"
"10016","FELONY"
"10035","VIOLATION"
"11434","FELONY"
"11220","MISDEMEANOR"
"10461","VIOLATION"
"11385","FELONY"
"11101","FELONY"
"11234","MISDEMEANOR"
"10002","MISDEMEANOR"
"11368","MISDEMEANOR"
"10469","FELONY"
"11208","MISDEMEANOR"
"10016","FELONY"
"11204","FELONY"
"11203","FELONY"
"11234","VIOLATION"
"11211","FELONY"
"10023","VIOLATION"
"10456","VIOLATION"
"11224","FELONY"
"11228","MISDEMEANOR"
"10452","FELONY"
"11238","MISDEMEANOR"
"10453","FELONY"
"10027","MISDEMEANOR"
"10027","MISDEMEANOR"
"11222","FELONY"
"10031","MISDEMEANOR"
"11385","FELONY"
"11356","FELONY"
"10461","MISDEMEANOR"
"10011","FELONY"
"11433","FELONY"
"11204","FELONY"
"11385","FELONY"
"11219","FELONY"
"10001","VIOLATION"
"10036","FELONY"
"11201","MISDEMEANOR"
"11101","FELONY"
"11430","FELONY"
"10305","FELONY"
"10022","VIOLATION"
"10456","MISDEMEANOR"
"11249","MISDEMEANOR"
"11233","FELONY"
"10002","FELONY"
"11238","MISDEMEANOR"
"10001","MISDEMEANOR"
"11238","MISDEMEANOR"
"11238","MISDEMEANOR"
"10043","FELONY"
"11375","FELONY"
"11205","FELONY"
"10305","MISDEMEANOR"
"10454","VIOLATION"
"11435","MISDEMEANOR"
"10454","MISDEMEANOR"
"10002","VIOLATION"
"10036","FELONY"
"11205","MISDEMEANOR"
"10456","VIOLATION"
"10314","FELONY"
"10461","MISDEMEANOR"
"10027","VIOLATION"
"11209","FELONY"
"10467","MISDEMEANOR"
"11233","MISDEMEANOR"
"11207","MISDEMEANOR"
"11412","FELONY"
"10002","MISDEMEANOR"
"11102","MISDEMEANOR"
"11433","FELONY"
"10459","MISDEMEANOR"
"10032","VIOLATION"
"11427","MISDEMEANOR"
"11214","MISDEMEANOR"
"11411","FELONY"
"11208","VIOLATION"
"11372","VIOLATION"
"11234","MISDEMEANOR"
"00083","MISDEMEANOR"
"00083","MISDEMEANOR"
"10473","VIOLATION"
"11228","FELONY"
"10013","MISDEMEANOR"
"10009","FELONY"
"10469","FELONY"
"10002","MISDEMEANOR"
"10010","MISDEMEANOR"
"10029","MISDEMEANOR"
"10029","MISDEMEANOR"
"10455","VIOLATION"
"10314","FELONY"
"11239","MISDEMEANOR"
"10036","MISDEMEANOR"
"10456","MISDEMEANOR"
"10040","MISDEMEANOR"
"11215","MISDEMEANOR"
"10454","FELONY"
"10454","MISDEMEANOR"
"10454","MISDEMEANOR"
"10459","FELONY"
"10451","FELONY"
"10457","FELONY"
"11207","MISDEMEANOR"
"10455","MISDEMEANOR"
"11374","MISDEMEANOR"
"10472","MISDEMEANOR"
"10470","MISDEMEANOR"
"10472","MISDEMEANOR"
"10452","MISDEMEANOR"
"11433","MISDEMEANOR"
"10314","FELONY"
"10022","MISDEMEANOR"
"10454","MISDEMEANOR"
"11209","MISDEMEANOR"
"11691","FELONY"
"11691","MISDEMEANOR"
"10002","MISDEMEANOR"
"10452","MISDEMEANOR"
"10473","MISDEMEANOR"
"10128","FELONY"
"11355","MISDEMEANOR"
"11104","FELONY"
"11420","FELONY"
"11420","FELONY"
"11420","FELONY"
"11420","FELONY"
"10305","VIOLATION"
"00083","MISDEMEANOR"
"11375","MISDEMEANOR"
"11419","MISDEMEANOR"
"10032","MISDEMEANOR"
"10473","FELONY"
"10452","MISDEMEANOR"
"10452","VIOLATION"
"10455","MISDEMEANOR"
"11420","FELONY"
"11207","FELONY"
"11411","VIOLATION"
"11433","MISDEMEANOR"
"11356","MISDEMEANOR"
"11223","MISDEMEANOR"
"11228","MISDEMEANOR"
"11222","MISDEMEANOR"
"10036","FELONY"
"10452","MISDEMEANOR"
"11226","MISDEMEANOR"
"10009","MISDEMEANOR"
"11206","MISDEMEANOR"
"11214","FELONY"
"11235","FELONY"
"11231","MISDEMEANOR"
"11419","FELONY"
"11222","FELONY"
"11207","VIOLATION"
"10473","MISDEMEANOR"
"10461","MISDEMEANOR"
"10460","MISDEMEANOR"
"10462","VIOLATION"
"11234","MISDEMEANOR"
"11361","FELONY"
"10459","MISDEMEANOR"
"11223","FELONY"
"10472","MISDEMEANOR"
"10473","VIOLATION"
"11221","MISDEMEANOR"
"11370","FELONY"
"10035","FELONY"
"11373","MISDEMEANOR"
"11233","VIOLATION"
"11204","FELONY"
"10473","MISDEMEANOR"
"11385","VIOLATION"
"11377","MISDEMEANOR"
"10306","MISDEMEANOR"
"10036","MISDEMEANOR"
"11372","MISDEMEANOR"
"10465","VIOLATION"
"11221","MISDEMEANOR"
"10011","FELONY"
"11214","MISDEMEANOR"
"11379","FELONY"
"10013","FELONY"
"10011","MISDEMEANOR"
"11229","FELONY"
"11207","MISDEMEANOR"
"10029","FELONY"
"10463","MISDEMEANOR"
"11236","MISDEMEANOR"
"11211","MISDEMEANOR"
"00083","MISDEMEANOR"
"10027","VIOLATION"
"11234","VIOLATION"
"10075","MISDEMEANOR"
"10031","FELONY"
"11208","MISDEMEANOR"
"11419","MISDEMEANOR"
"10312","MISDEMEANOR"
"10029","VIOLATION"
"11226","MISDEMEANOR"
"10029","VIOLATION"
"11219","FELONY"
"10474","VIOLATION"
"10458","MISDEMEANOR"
"10002","MISDEMEANOR"
"11201","MISDEMEANOR"
"11201","MISDEMEANOR"
"11419","MISDEMEANOR"
"11374","VIOLATION"
"10009","FELONY"
"10032","MISDEMEANOR"
"10305","MISDEMEANOR"
"10463","FELONY"
"10009","MISDEMEANOR"
"11234","FELONY"
"11220","MISDEMEANOR"
"10036","FELONY"
"11373","VIOLATION"
"11225","VIOLATION"
"10452","MISDEMEANOR"
"11370","MISDEMEANOR"
"11691","FELONY"
"10011","FELONY"
"10463","MISDEMEANOR"
"11379","FELONY"
"10468","MISDEMEANOR"
"11232","MISDEMEANOR"
"10314","FELONY"
"10468","MISDEMEANOR"
"11233","FELONY"
"11209","MISDEMEANOR"
"11374","VIOLATION"
"11223","FELONY"
"10035","VIOLATION"
"11233","VIOLATION"
"10462","MISDEMEANOR"
"10473","MISDEMEANOR"
"11221","MISDEMEANOR"
"11370","FELONY"
"10305","MISDEMEANOR"
"10304","FELONY"
"10461","MISDEMEANOR"
"10460","MISDEMEANOR"
"11211","MISDEMEANOR"
"11212","VIOLATION"
"10460","MISDEMEANOR"
"10304","MISDEMEANOR"
"11232","VIOLATION"
"10036","VIOLATION"
"11238","FELONY"
"10461","MISDEMEANOR"
"11224","FELONY"
"10310","FELONY"
"10305","MISDEMEANOR"
"10005","MISDEMEANOR"
"00083","MISDEMEANOR"
"10009","VIOLATION"
"11430","MISDEMEANOR"
"11226","FELONY"
"10036","FELONY"
"11233","MISDEMEANOR"
"11204","FELONY"
"10040","FELONY"
"11231","FELONY"
"10463","VIOLATION"
"10022","MISDEMEANOR"
"10465","FELONY"
"10475","FELONY"
"11694","MISDEMEANOR"
"10128","MISDEMEANOR"
"11417","MISDEMEANOR"
"11355","MISDEMEANOR"
"10468","MISDEMEANOR"
"10007","MISDEMEANOR"
"00083","MISDEMEANOR"
"10473","MISDEMEANOR"
"10031","MISDEMEANOR"
"11220","MISDEMEANOR"
"10030","MISDEMEANOR"
"10314","MISDEMEANOR"
"10463","MISDEMEANOR"
"10463","MISDEMEANOR"
"11377","MISDEMEANOR"
"11218","VIOLATION"
"10471","MISDEMEANOR"
"10471","FELONY"
"11236","MISDEMEANOR"
"10468","MISDEMEANOR"
"10036","MISDEMEANOR"
"10456","MISDEMEANOR"
"10027","MISDEMEANOR"
"11426","FELONY"
"11374","VIOLATION"
"11377","FELONY"
"10010","MISDEMEANOR"
"10455","MISDEMEANOR"
"11434","MISDEMEANOR"
"10022","MISDEMEANOR"
"10032","MISDEMEANOR"
"10004","FELONY"
"11435","MISDEMEANOR"
"11377","MISDEMEANOR"
"10027","MISDEMEANOR"
"11216","MISDEMEANOR"
"10458","MISDEMEANOR"
"10039","VIOLATION"
"10467","FELONY"
"10472","MISDEMEANOR"
"10461","MISDEMEANOR"
"10461","MISDEMEANOR"
"11231","MISDEMEANOR"
"11233","MISDEMEANOR"
"11231","FELONY"
"11211","FELONY"
"10460","FELONY"
"11372","FELONY"
"11203","MISDEMEANOR"
"11373","MISDEMEANOR"
"10013","MISDEMEANOR"
"11215","MISDEMEANOR"
"10009","MISDEMEANOR"
"11209","FELONY"
"11105","MISDEMEANOR"
"11368","MISDEMEANOR"
"10002","MISDEMEANOR"
"10002","MISDEMEANOR"
"10029","MISDEMEANOR"
"11223","MISDEMEANOR"
"10455","FELONY"
"10459","VIOLATION"
"11215","MISDEMEANOR"
"10458","FELONY"
"11434","FELONY"
"10305","MISDEMEANOR"
"11234","MISDEMEANOR"
"11233","FELONY"
"11233","FELONY"
"11207","MISDEMEANOR"
"11420","VIOLATION"
"10011","VIOLATION"
"11692","MISDEMEANOR"
"11236","MISDEMEANOR"
"11207","VIOLATION"
"11207","MISDEMEANOR"
"11368","FELONY"
"10036","MISDEMEANOR"
"11385","VIOLATION"
"10314","FELONY"
"11433","MISDEMEANOR"
"10303","MISDEMEANOR"
"11234","FELONY"
"10455","MISDEMEANOR"
"10036","MISDEMEANOR"
"11385","MISDEMEANOR"
"10002","FELONY"
"10036","MISDEMEANOR"
"11411","MISDEMEANOR"
"11434","MISDEMEANOR"
"11223","MISDEMEANOR"
"10309","MISDEMEANOR"
"11226","MISDEMEANOR"
"10451","VIOLATION"
"10305","FELONY"
"10458","FELONY"
"10001","MISDEMEANOR"
"10454","MISDEMEANOR"
"11233","MISDEMEANOR"
"10121","FELONY"
"10460","MISDEMEANOR"
"10025","FELONY"
"11203","VIOLATION"
"11434","MISDEMEANOR"
"10460","MISDEMEANOR"
"11208","FELONY"
"11236","MISDEMEANOR"
"11204","FELONY"
"11233","FELONY"
"11232","MISDEMEANOR"
"10454","MISDEMEANOR"
"11238","FELONY"
"11433","MISDEMEANOR"
"10314","MISDEMEANOR"
"10011","MISDEMEANOR"
"11433","MISDEMEANOR"
"11434","FELONY"
"10454","MISDEMEANOR"
"10456","MISDEMEANOR"
"10032","MISDEMEANOR"
"10454","MISDEMEANOR"
"10454","MISDEMEANOR"
"11214","MISDEMEANOR"
"10472","MISDEMEANOR"
"11204","MISDEMEANOR"
"11374","MISDEMEANOR"
"10018","FELONY"
"10019","MISDEMEANOR"
"10463","MISDEMEANOR"
"11207","MISDEMEANOR"
"10009","MISDEMEANOR"
"10003","MISDEMEANOR"
"10035","MISDEMEANOR"
"10453","MISDEMEANOR"
"11233","MISDEMEANOR"
"11373","MISDEMEANOR"
"10037","MISDEMEANOR"
"10456","VIOLATION"
"11428","MISDEMEANOR"
"11233","VIOLATION"
"11428","VIOLATION"
"10305","MISDEMEANOR"
"11249","MISDEMEANOR"
"10036","FELONY"
"11220","MISDEMEANOR"
"00083","MISDEMEANOR"
"11208","FELONY"
"10466","FELONY"
"10466","MISDEMEANOR"
"10023","MISDEMEANOR"
"11231","FELONY"
"10454","MISDEMEANOR"
"10454","MISDEMEANOR"
"10039","FELONY"
"10469","MISDEMEANOR"
"11216","FELONY"
"10463","MISDEMEANOR"
"11234","MISDEMEANOR"
"00083","FELONY"
"11223","FELONY"
"10461","FELONY"
"11372","VIOLATION"
"11223","FELONY"
"11217","FELONY"
"10456","MISDEMEANOR"
"10026","MISDEMEANOR"
"11231","FELONY"
"11208","MISDEMEANOR"
"11373","MISDEMEANOR"
"10467","FELONY"
"10459","VIOLATION"
"11229","FELONY"
"10456","VIOLATION"
"10039","MISDEMEANOR"
"10457","MISDEMEANOR"
"11201","VIOLATION"
"10023","MISDEMEANOR"
"10302","FELONY"
"10025","MISDEMEANOR"
"10472","MISDEMEANOR"
"11209","MISDEMEANOR"
"11207","FELONY"
"10474","MISDEMEANOR"
"10469","MISDEMEANOR"
"11233","MISDEMEANOR"
"11691","MISDEMEANOR"
"10458","MISDEMEANOR"
"10472","MISDEMEANOR"
"11223","FELONY"
"11224","MISDEMEANOR"
"10461","FELONY"
"11419","FELONY"
"10035","FELONY"
"10027","MISDEMEANOR"
"10467","MISDEMEANOR"
"11385","MISDEMEANOR"
"10460","FELONY"
"10456","MISDEMEANOR"
"10032","MISDEMEANOR"
"11378","MISDEMEANOR"
"10458","MISDEMEANOR"
"11234","MISDEMEANOR"
"11210","FELONY"
"11207","MISDEMEANOR"
"10474","MISDEMEANOR"
"11214","MISDEMEANOR"
"10032","MISDEMEANOR"
"10022","FELONY"
"11228","VIOLATION"
"11367","MISDEMEANOR"
"10461","VIOLATION"
"00083","VIOLATION"
"10456","MISDEMEANOR"
"10040","VIOLATION"
"10459","FELONY"
"10456","MISDEMEANOR"
"10460","FELONY"
"10011","FELONY"
"11221","MISDEMEANOR"
"10455","MISDEMEANOR"
"11414","VIOLATION"
"10461","VIOLATION"
"11357","MISDEMEANOR"
"10455","FELONY"
"11210","FELONY"
"10002","FELONY"
"11229","MISDEMEANOR"
"11229","MISDEMEANOR"
"11221","MISDEMEANOR"
"11216","MISDEMEANOR"
"11221","MISDEMEANOR"
"11355","MISDEMEANOR"
"10455","VIOLATION"
"10467","FELONY"
"11226","FELONY"
"11104","MISDEMEANOR"
"10009","VIOLATION"
"10009","MISDEMEANOR"
"11229","VIOLATION"
"11233","MISDEMEANOR"
"10475","MISDEMEANOR"
"11203","VIOLATION"
"11236","FELONY"
"10463","MISDEMEANOR"
"10463","MISDEMEANOR"
"10035","VIOLATION"
"11229","MISDEMEANOR"
"11373","VIOLATION"
"10035","MISDEMEANOR"
"11249","MISDEMEANOR"
"11221","MISDEMEANOR"
"11379","MISDEMEANOR"
"11238","MISDEMEANOR"
"10307","MISDEMEANOR"
"10065","MISDEMEANOR"
"11203","FELONY"
"11434","MISDEMEANOR"
"10036","VIOLATION"
"10029","MISDEMEANOR"
"00083","MISDEMEANOR"
"11385","MISDEMEANOR"
"10029","MISDEMEANOR"
"10039","MISDEMEANOR"
"11217","MISDEMEANOR"
"11217","MISDEMEANOR"
"00083","MISDEMEANOR"
"10473","MISDEMEANOR"
"11207","MISDEMEANOR"
"11216","VIOLATION"
"11220","MISDEMEANOR"
"11207","MISDEMEANOR"
"11208","MISDEMEANOR"
"11226","VIOLATION"
"11217","FELONY"
"11228","MISDEMEANOR"
"10473","FELONY"
"11375","MISDEMEANOR"
"10009","MISDEMEANOR"
"10452","FELONY"
"11416","MISDEMEANOR"
"10075","MISDEMEANOR"
"10455","MISDEMEANOR"
"11239","MISDEMEANOR"
"10027","MISDEMEANOR"
"10459","MISDEMEANOR"
"11239","MISDEMEANOR"
"10451","MISDEMEANOR"
"11385","FELONY"
"10027","FELONY"
"10456","MISDEMEANOR"
"11429","FELONY"
"11210","MISDEMEANOR"
"10035","MISDEMEANOR"
"11361","MISDEMEANOR"
"11361","FELONY"
"10453","MISDEMEANOR"
"10460","MISDEMEANOR"
"11233","VIOLATION"
"11217","FELONY"
"11102","VIOLATION"
"10302","FELONY"
"10011","FELONY"
"10032","MISDEMEANOR"
"11230","MISDEMEANOR"
"11413","MISDEMEANOR"
"10467","VIOLATION"
"10457","VIOLATION"
"11229","MISDEMEANOR"
"10474","FELONY"
"10302","MISDEMEANOR"
"10016","MISDEMEANOR"
"11220","FELONY"
"10013","FELONY"
"11207","FELONY"
"10304","FELONY"
"10451","VIOLATION"
"10451","VIOLATION"
"11235","FELONY"
"11233","VIOLATION"
"10456","MISDEMEANOR"
"11373","FELONY"
"11216","FELONY"
"10003","MISDEMEANOR"
"11435","VIOLATION"
"10039","FELONY"
"11211","MISDEMEANOR"
"11217","MISDEMEANOR"
"11434","FELONY"
"11433","FELONY"
"10022","MISDEMEANOR"
"10455","FELONY"
"11225","MISDEMEANOR"
"10065","FELONY"
"10036","FELONY"
"10472","FELONY"
"11207","FELONY"
"11377","MISDEMEANOR"
"10002","MISDEMEANOR"
"11223","MISDEMEANOR"
"11377","MISDEMEANOR"
"10016","MISDEMEANOR"
"11423","FELONY"
"11369","MISDEMEANOR"
"11210","MISDEMEANOR"
"11418","FELONY"
"10035","MISDEMEANOR"
"10463","MISDEMEANOR"
"10032","FELONY"
"11419","MISDEMEANOR"
"11226","FELONY"
"10019","VIOLATION"
"11223","VIOLATION"
"10036","MISDEMEANOR"
"10474","MISDEMEANOR"
"11434","FELONY"
"10456","MISDEMEANOR"
"11432","VIOLATION"
"10460","FELONY"
"10009","FELONY"
"11434","FELONY"
"11203","MISDEMEANOR"
"11214","MISDEMEANOR"
"11422","MISDEMEANOR"
"10456","VIOLATION"
"11421","FELONY"
"11216","MISDEMEANOR"
"11201","MISDEMEANOR"
"11434","MISDEMEANOR"
"10460","MISDEMEANOR"
"10468","MISDEMEANOR"
"10468","MISDEMEANOR"
"10455","MISDEMEANOR"
"11226","MISDEMEANOR"
"11226","MISDEMEANOR"
"10009","FELONY"
"10314","MISDEMEANOR"
"11236","FELONY"
"11434","MISDEMEANOR"
"11229","MISDEMEANOR"
"11207","FELONY"
"11233","FELONY"
"11208","FELONY"
"10003","MISDEMEANOR"
"11433","MISDEMEANOR"
"11203","MISDEMEANOR"
"11203","VIOLATION"
"10023","FELONY"
"10473","FELONY"
"11434","MISDEMEANOR"
"10023","FELONY"
"10075","MISDEMEANOR"
"10026","MISDEMEANOR"
"11211","MISDEMEANOR"
"10002","MISDEMEANOR"
"10002","FELONY"
"11435","FELONY"
"10002","MISDEMEANOR"
"11238","MISDEMEANOR"
"11238","MISDEMEANOR"
"11238","MISDEMEANOR"
"11238","MISDEMEANOR"
"11212","FELONY"
"11239","MISDEMEANOR"
"11221","FELONY"
"11355","FELONY"
"10016","MISDEMEANOR"
"10305","VIOLATION"
"10010","FELONY"
"10453","FELONY"
"10475","VIOLATION"
"11211","MISDEMEANOR"
"11207","VIOLATION"
"10001","VIOLATION"
"10474","FELONY"
"11420","VIOLATION"
"10039","MISDEMEANOR"
"11373","MISDEMEANOR"
"10314","MISDEMEANOR"
"11211","FELONY"
"10452","FELONY"
"10474","FELONY"
"10468","FELONY"
"11435","FELONY"
"10001","FELONY"
"10309","MISDEMEANOR"
"10013","FELONY"
"10027","MISDEMEANOR"
"11105","VIOLATION"
"10464","MISDEMEANOR"
"11207","MISDEMEANOR"
"10473","MISDEMEANOR"
"10036","FELONY"
"10022","MISDEMEANOR"
"10474","FELONY"
"10472","MISDEMEANOR"
"11201","MISDEMEANOR"
"10029","FELONY"
"10006","MISDEMEANOR"
"11233","MISDEMEANOR"
"10036","MISDEMEANOR"
"11355","FELONY"
"10036","MISDEMEANOR"
"10458","FELONY"
"10301","MISDEMEANOR"
"10301","VIOLATION"
"10012","FELONY"
"10036","MISDEMEANOR"
"11229","VIOLATION"
"11229","VIOLATION"
"11433","FELONY"
"10037","MISDEMEANOR"
"11429","VIOLATION"
"11226","VIOLATION"
"10475","MISDEMEANOR"
"10472","MISDEMEANOR"
"11221","FELONY"
"10017","FELONY"
"10001","FELONY"
"11225","MISDEMEANOR"
"10029","VIOLATION"
"10029","FELONY"
"10016","MISDEMEANOR"
"10454","MISDEMEANOR"
"11220","FELONY"
"11233","MISDEMEANOR"
"11201","FELONY"
"10314","MISDEMEANOR"
"11230","MISDEMEANOR"
"10002","FELONY"
"10465","FELONY"
"10474","MISDEMEANOR"
"11208","VIOLATION"
"11416","VIOLATION"
"10013","MISDEMEANOR"
"11226","MISDEMEANOR"
"10040","FELONY"
"11372","FELONY"
"10460","MISDEMEANOR"
"11221","MISDEMEANOR"
"10026","MISDEMEANOR"
"10459","MISDEMEANOR"
"10458","MISDEMEANOR"
"10306","MISDEMEANOR"
"10467","MISDEMEANOR"
"11231","VIOLATION"
"10466","VIOLATION"
"10456","MISDEMEANOR"
"11203","MISDEMEANOR"
"11203","MISDEMEANOR"
"11234","MISDEMEANOR"
"11221","MISDEMEANOR"
"10027","VIOLATION"
"10301","VIOLATION"
"11233","MISDEMEANOR"
"11370","MISDEMEANOR"
"11208","MISDEMEANOR"
"10001","MISDEMEANOR"
"11233","FELONY"
"10119","MISDEMEANOR"
"11205","FELONY"
