"ZIP","Date","offCat","planeX","planeY","GPS"
"11203",2015-04-01,"VIOLATION",1005941,180257,"(40.66142218, -73.921819108)"
"11203",2015-04-01,"VIOLATION",1005941,180257,"(40.66142218, -73.921819108)"
"10029",2015-04-01,"FELONY",1000384,227680,"(40.791598615, -73.941734883)"
"10001",2015-04-01,"MISDEMEANOR",987220,212676,"(40.750430768, -73.989282176)"
"00083",2015-04-01,"MISDEMEANOR",998007,230362,"(40.798963998, -73.95031372)"
"10035",2015-04-01,"FELONY",999800,233322,"(40.807085412, -73.943830883)"
"10036",2015-04-01,"MISDEMEANOR",988139,215039,"(40.756916248, -73.98596397)"
"11220",2015-04-01,"MISDEMEANOR",979695,173488,"(40.64286814, -74.016414769)"
"10013",2015-04-01,"MISDEMEANOR",985727,203571,"(40.725440168, -73.994672683)"
"11355",2015-04-01,"MISDEMEANOR",1031062,215941,"(40.759268942, -73.831025857)"
"11414",2015-04-01,"MISDEMEANOR",1023148,183397,"(40.669981903, -73.859780723)"
"11221",2015-04-01,"MISDEMEANOR",1008811,194221,"(40.699742682, -73.911423687)"
"10016",2015-04-01,"FELONY",989936,211333,"(40.746743241, -73.97948077)"
"10013",2015-04-01,"MISDEMEANOR",984000,201117,"(40.718704649, -74.000903313)"
"11226",2015-04-01,"MISDEMEANOR",995849,172757,"(40.64085528, -73.958207273)"
"10472",2015-04-01,"FELONY",1018951,241512,"(40.829510182, -73.874610305)"
"10013",2015-04-01,"MISDEMEANOR",985280,203781,"(40.72601663, -73.996285351)"
"10474",2015-04-01,"MISDEMEANOR",1015505,236876,"(40.81679855, -73.887083914)"
"10456",2015-04-01,"MISDEMEANOR",1009285,245078,"(40.839330506, -73.909524803)"
"10013",2015-04-01,"FELONY",985324,204347,"(40.727570158, -73.996126514)"
"11238",2015-04-01,"MISDEMEANOR",994109,187431,"(40.681134284, -73.964455485)"
"11238",2015-04-01,"MISDEMEANOR",995643,185067,"(40.674643797, -73.958928749)"
"11427",2015-04-01,"FELONY",1057247,206600,"(40.73345294, -73.736608655)"
"11375",2015-04-01,"MISDEMEANOR",1024315,196733,"(40.706580913, -73.855494588)"
"10001",2015-04-01,"MISDEMEANOR",987220,212676,"(40.750430768, -73.989282176)"
"11201",2015-04-01,"MISDEMEANOR",987004,191535,"(40.692403887, -73.990070406)"
"11433",2015-04-01,"FELONY",1040919,196773,"(40.706599944, -73.795606957)"
"10469",2015-04-01,"MISDEMEANOR",1030990,255310,"(40.867326052, -73.831011607)"
"10472",2015-04-01,"MISDEMEANOR",1025080,241933,"(40.830639499, -73.852460802)"
"11201",2015-04-01,"MISDEMEANOR",987846,193388,"(40.697489642, -73.98703313)"
"10455",2015-04-01,"MISDEMEANOR",1007668,237200,"(40.81771209, -73.915396145)"
"11216",2015-04-01,"FELONY",999471,187078,"(40.680157784, -73.945123957)"
"10029",2015-04-01,"FELONY",1000550,230489,"(40.799308254, -73.941128571)"
"11416",2015-04-01,"MISDEMEANOR",1027835,187215,"(40.680439605, -73.842860223)"
"10305",2015-04-01,"VIOLATION",958754,159750,"(40.605124691, -74.091820907)"
"11433",2015-04-01,"VIOLATION",1038771,195254,"(40.702444153, -73.803366663)"
"10314",2015-04-01,"MISDEMEANOR",942825,166367,"(40.623226819, -74.149226973)"
"11203",2015-04-01,"VIOLATION",1000539,180251,"(40.661417297, -73.941289909)"
"11691",2015-04-01,"FELONY",1050032,155797,"(40.594067077, -73.763137844)"
"11691",2015-04-01,"FELONY",1050032,155797,"(40.594067077, -73.763137844)"
"10005",2015-04-01,"VIOLATION",982748,197274,"(40.708156404, -74.005419001)"
"11418",2015-04-01,"MISDEMEANOR",1031818,194253,"(40.699736754, -73.82845027)"
"10029",2015-04-01,"VIOLATION",1000908,227849,"(40.792061502, -73.939842082)"
"10465",2015-04-01,"MISDEMEANOR",1034820,238852,"(40.822132651, -73.817288281)"
"11203",2015-04-01,"VIOLATION",1000232,178238,"(40.655892613, -73.94240122)"
"10455",2015-04-01,"MISDEMEANOR",1007992,236655,"(40.816215352, -73.914227516)"
"10027",2015-04-01,"MISDEMEANOR",996279,235478,"(40.813008529, -73.956545769)"
"11217",2015-04-01,"MISDEMEANOR",990421,188642,"(40.684461543, -73.97775121)"
"10003",2015-04-01,"MISDEMEANOR",986700,208653,"(40.739388797, -73.991160415)"
"10459",2015-04-01,"MISDEMEANOR",1011959,241321,"(40.829010644, -73.899876477)"
"11216",2015-04-01,"MISDEMEANOR",1000544,191319,"(40.691796448, -73.941245131)"
"11211",2015-04-01,"MISDEMEANOR",999882,197903,"(40.709869182, -73.943617027)"
"11694",2015-04-01,"MISDEMEANOR",1031046,150775,"(40.580403286, -73.831535985)"
"11433",2015-04-01,"MISDEMEANOR",1044057,193368,"(40.697233391, -73.78431906)"
"11207",2015-04-01,"MISDEMEANOR",1009905,180751,"(40.662767503, -73.907529526)"
"10001",2015-04-01,"MISDEMEANOR",987220,212676,"(40.750430768, -73.989282176)"
"10001",2015-04-01,"MISDEMEANOR",987220,212676,"(40.750430768, -73.989282176)"
"11216",2015-04-01,"MISDEMEANOR",999365,191140,"(40.691307227, -73.945497016)"
"11238",2015-04-01,"FELONY",994898,187886,"(40.682382242, -73.96161008)"
"10464",2015-04-01,"MISDEMEANOR",1033597,255731,"(40.868467378, -73.821582846)"
"11235",2015-04-01,"MISDEMEANOR",1001791,155777,"(40.594238933, -73.936840843)"
"11434",2015-04-01,"FELONY",1048592,182991,"(40.668719174, -73.768063618)"
"11434",2015-04-01,"MISDEMEANOR",1048592,182991,"(40.668719174, -73.768063618)"
"11372",2015-04-01,"MISDEMEANOR",1019596,213314,"(40.752111774, -73.872428005)"
"10002",2015-04-01,"MISDEMEANOR",986786,206841,"(40.73441528, -73.990850761)"
"11225",2015-04-01,"MISDEMEANOR",997205,179194,"(40.658521569, -73.953308897)"
"10006",2015-04-01,"VIOLATION",980920,197655,"(40.70920166, -74.012012591)"
"11205",2015-04-01,"FELONY",990494,192228,"(40.694304239, -73.977484678)"
"10473",2015-04-01,"VIOLATION",1026304,236909,"(40.816844318, -73.848069331)"
"10002",2015-04-01,"MISDEMEANOR",986930,206925,"(40.734645797, -73.99033113)"
"10451",2015-04-01,"MISDEMEANOR",1004182,241202,"(40.828704996, -73.927978585)"
"11205",2015-04-01,"MISDEMEANOR",996798,192392,"(40.694747689, -73.954751239)"
"10455",2015-04-01,"MISDEMEANOR",1010580,236353,"(40.815379114, -73.904878907)"
"11233",2015-04-01,"VIOLATION",1004142,183101,"(40.669232552, -73.928294972)"
"11379",2015-04-01,"MISDEMEANOR",1019095,198120,"(40.710409993, -73.874314933)"
"11420",2015-04-01,"FELONY",1038340,186413,"(40.678180344, -73.80499208)"
"11217",2015-04-01,"MISDEMEANOR",989682,188334,"(40.683616638, -73.980416007)"
"00083",2015-04-01,"MISDEMEANOR",993410,229866,"(40.797608573, -73.966917906)"
"11434",2015-04-01,"FELONY",1046624,184398,"(40.672595147, -73.775144746)"
"10014",2015-04-01,"MISDEMEANOR",981903,209538,"(40.74181793, -74.008471105)"
"11201",2015-04-01,"MISDEMEANOR",989243,195129,"(40.702267603, -73.981993815)"
"10309",2015-04-01,"MISDEMEANOR",927745,141956,"(40.556140326, -74.203345446)"
"10001",2015-04-01,"FELONY",987220,212676,"(40.750430768, -73.989282176)"
"11434",2015-04-01,"MISDEMEANOR",1044900,182839,"(40.668328031, -73.781373723)"
"10464",2015-04-01,"VIOLATION",1044174,247724,"(40.846425159, -73.783412453)"
"11203",2015-04-01,"MISDEMEANOR",1003646,175785,"(40.649152844, -73.930103989)"
"10466",2015-04-01,"MISDEMEANOR",1026487,262591,"(40.887332814, -73.847246396)"
"11220",2015-04-01,"MISDEMEANOR",982598,175834,"(40.649308423, -74.005954776)"
"00083",2015-04-01,"FELONY",990757,226482,"(40.788322757, -73.976503131)"
"10459",2015-04-01,"FELONY",1011163,240416,"(40.826529139, -73.902756408)"
"10002",2015-04-01,"MISDEMEANOR",988050,200071,"(40.715832817, -73.986293671)"
"10029",2015-04-01,"MISDEMEANOR",1000866,226632,"(40.788721243, -73.939996774)"
"11216",2015-04-01,"FELONY",997735,185303,"(40.675288624, -73.951386447)"
"10014",2015-04-01,"FELONY",984338,208351,"(40.738560221, -73.999683896)"
"10010",2015-04-01,"MISDEMEANOR",986177,209816,"(40.742581073, -73.993047372)"
"10028",2015-04-01,"FELONY",996341,223388,"(40.779824676, -73.956343555)"
"10032",2015-04-01,"MISDEMEANOR",1001861,246956,"(40.844502992, -73.936350245)"
"11208",2015-04-01,"MISDEMEANOR",1019906,188861,"(40.684992985, -73.871438661)"
"11203",2015-04-01,"FELONY",999614,174418,"(40.645408637, -73.944637234)"
"10472",2015-04-01,"MISDEMEANOR",1020984,242288,"(40.831631856, -73.867259875)"
"11433",2015-04-01,"FELONY",1040436,195998,"(40.704475838, -73.797355507)"
"10036",2015-04-01,"FELONY",987959,217674,"(40.764148726, -73.986612233)"
"11355",2015-04-01,"FELONY",1032770,213453,"(40.75243082, -73.82487852)"
"10036",2015-04-01,"MISDEMEANOR",987419,213915,"(40.753831441, -73.988563365)"
"11234",2015-04-01,"FELONY",1000885,168722,"(40.629772037, -73.940071227)"
"10455",2015-04-01,"VIOLATION",1012095,238338,"(40.820822733, -73.899397427)"
"10456",2015-04-01,"MISDEMEANOR",1008114,244866,"(40.83875187, -73.913757556)"
"11207",2015-04-01,"MISDEMEANOR",1016273,179411,"(40.659068761, -73.884582837)"
"10473",2015-04-01,"FELONY",1026062,239111,"(40.822889328, -73.848929903)"
"11224",2015-04-01,"MISDEMEANOR",986871,147936,"(40.572733907, -73.990566936)"
"10473",2015-04-01,"MISDEMEANOR",1023862,239145,"(40.822992789, -73.85687854)"
"10037",2015-04-01,"MISDEMEANOR",1000995,237483,"(40.818504014, -73.93950386)"
"11234",2015-04-01,"MISDEMEANOR",1007243,162728,"(40.613305542, -73.917185953)"
"10457",2015-04-01,"MISDEMEANOR",1010286,248770,"(40.849461065, -73.905892851)"
"10036",2015-04-01,"MISDEMEANOR",988036,216885,"(40.761983091, -73.986334713)"
"10452",2015-04-01,"MISDEMEANOR",1005095,246588,"(40.843485898, -73.924662789)"
"11385",2015-04-01,"VIOLATION",1017105,195481,"(40.703174179, -73.881505764)"
"11105",2015-04-01,"VIOLATION",1008180,220587,"(40.772112547, -73.91360557)"
"10128",2015-04-01,"MISDEMEANOR",998837,224878,"(40.783910564, -73.947327824)"
"10029",2015-04-01,"MISDEMEANOR",1001301,227784,"(40.791882345, -73.938422952)"
"11221",2015-04-01,"MISDEMEANOR",1001139,192775,"(40.695791716, -73.939095905)"
"11221",2015-04-01,"VIOLATION",1003208,190086,"(40.688406843, -73.931642194)"
"10013",2015-04-01,"MISDEMEANOR",984327,203485,"(40.725204241, -73.999723645)"
"10458",2015-04-01,"FELONY",1015478,257490,"(40.873377987, -73.887085464)"
"11233",2015-04-01,"MISDEMEANOR",1003927,186763,"(40.679284397, -73.92905931)"
"10023",2015-04-01,"VIOLATION",990646,224381,"(40.782556153, -73.976905979)"
"10466",2015-04-01,"MISDEMEANOR",1023158,266350,"(40.897665371, -73.859264253)"
"11223",2015-04-01,"MISDEMEANOR",989416,153980,"(40.589322378, -73.981401382)"
"11236",2015-04-01,"FELONY",1013828,175990,"(40.649687373, -73.8934102)"
"11233",2015-04-01,"MISDEMEANOR",1005798,185951,"(40.677051285, -73.922316333)"
"11423",2015-04-01,"MISDEMEANOR",1051432,202534,"(40.722338882, -73.757631218)"
"11233",2015-04-01,"MISDEMEANOR",1010932,185990,"(40.677144346, -73.903807031)"
"10128",2015-04-01,"FELONY",999998,226211,"(40.787567301, -73.943132332)"
"11207",2015-04-01,"MISDEMEANOR",1017228,183349,"(40.669874185, -73.881121529)"
"11207",2015-04-01,"MISDEMEANOR",1017755,186889,"(40.679588701, -73.879204192)"
"10007",2015-04-01,"FELONY",980989,200378,"(40.716675673, -74.011765032)"
"11379",2015-04-01,"MISDEMEANOR",1022107,205479,"(40.730596278, -73.863409224)"
"10314",2015-04-01,"FELONY",944193,168636,"(40.629461031, -74.144312493)"
"10314",2015-04-01,"MISDEMEANOR",944193,168636,"(40.629461031, -74.144312493)"
"10006",2015-04-01,"MISDEMEANOR",981309,197980,"(40.710093847, -74.01060963)"
"10459",2015-04-01,"MISDEMEANOR",1011058,239029,"(40.82272254, -73.903141347)"
"10026",2015-04-01,"MISDEMEANOR",998151,234236,"(40.809596838, -73.949785598)"
"11223",2015-04-01,"MISDEMEANOR",994694,160490,"(40.607186367, -73.962388011)"
"11209",2015-04-01,"FELONY",977762,170613,"(40.634975673, -74.023377308)"
"11216",2015-04-01,"VIOLATION",999947,183840,"(40.671269373, -73.943415337)"
"11433",2015-04-01,"VIOLATION",1040743,196165,"(40.704932258, -73.796246855)"
"11372",2015-04-01,"FELONY",1017001,214042,"(40.754119941, -73.881790517)"
"10023",2015-04-01,"VIOLATION",991168,225324,"(40.785144044, -73.975020106)"
"10040",2015-04-01,"MISDEMEANOR",1001857,250354,"(40.853829505, -73.936355779)"
"10472",2015-04-01,"FELONY",1020224,241994,"(40.830828039, -73.870007776)"
"11221",2015-04-01,"MISDEMEANOR",1001774,193874,"(40.698806981, -73.936803094)"
"10461",2015-04-01,"VIOLATION",1030398,243833,"(40.835828258, -73.833230994)"
"10469",2015-04-01,"MISDEMEANOR",1025312,259044,"(40.877602962, -73.851517658)"
"10467",2015-04-01,"MISDEMEANOR",1022134,261091,"(40.883235548, -73.862997989)"
"11210",2015-04-01,"MISDEMEANOR",998080,171900,"(40.638499796, -73.950170167)"
"10013",2015-04-01,"MISDEMEANOR",985160,200766,"(40.717741196, -73.996718701)"
"10036",2015-04-01,"MISDEMEANOR",988459,216203,"(40.760110985, -73.98480819)"
"11368",2015-04-01,"MISDEMEANOR",1020151,216992,"(40.762204702, -73.870405222)"
"11427",2015-04-01,"MISDEMEANOR",1056372,206346,"(40.732762954, -73.739768593)"
"11435",2015-04-01,"MISDEMEANOR",1036678,196926,"(40.707046037, -73.81090221)"
"10460",2015-04-01,"MISDEMEANOR",1015655,246682,"(40.84371266, -73.886496095)"
"10453",2015-04-01,"VIOLATION",1005725,249742,"(40.852141187, -73.922375722)"
"11435",2015-04-01,"MISDEMEANOR",1037435,195237,"(40.702405622, -73.808185184)"
"11207",2015-04-01,"FELONY",1010882,190903,"(40.690629556, -73.903967876)"
"11694",2015-04-01,"FELONY",1031835,151473,"(40.582314955, -73.828690681)"
"11433",2015-04-01,"FELONY",1040694,196660,"(40.706291226, -73.796419434)"
"10031",2015-04-01,"MISDEMEANOR",1000514,244082,"(40.836617284, -73.941225657)"
"10452",2015-04-01,"MISDEMEANOR",1008445,246604,"(40.84352127, -73.912555061)"
"11213",2015-04-01,"FELONY",1002882,181672,"(40.665313006, -73.932840953)"
"11385",2015-04-01,"FELONY",1007063,196214,"(40.705217677, -73.917720989)"
"11355",2015-04-01,"MISDEMEANOR",1033920,213949,"(40.753785827, -73.82072418)"
"11234",2015-04-01,"FELONY",1001512,166219,"(40.622900629, -73.937818762)"
"11378",2015-04-01,"MISDEMEANOR",1004907,204305,"(40.727430825, -73.925472279)"
"11211",2015-04-01,"MISDEMEANOR",1002834,195819,"(40.704143387, -73.932974957)"
"11354",2015-04-01,"VIOLATION",1031336,218430,"(40.76609914, -73.830019377)"
"11101",2015-04-01,"VIOLATION",1003448,213259,"(40.752010616, -73.930710705)"
"10452",2015-04-01,"MISDEMEANOR",1005336,244107,"(40.836675705, -73.923799559)"
"10457",2015-04-01,"MISDEMEANOR",1010286,248770,"(40.849461065, -73.905892851)"
"11355",2015-04-01,"FELONY",1030253,216400,"(40.760533024, -73.833942928)"
"10036",2015-04-01,"MISDEMEANOR",988546,214963,"(40.756707459, -73.984494939)"
"11232",2015-04-01,"MISDEMEANOR",985170,181606,"(40.665151406, -73.99668524)"
"10457",2015-04-01,"MISDEMEANOR",1009903,248154,"(40.847771449, -73.907279583)"
"11209",2015-04-01,"FELONY",976911,169222,"(40.631157008, -74.026441896)"
"11221",2015-04-01,"MISDEMEANOR",1008388,194524,"(40.70057551, -73.912948124)"
"11217",2015-04-01,"FELONY",990742,189637,"(40.687192362, -73.97659285)"
"11691",2015-04-01,"FELONY",1051960,160392,"(40.606664855, -73.756149603)"
"10010",2015-04-01,"FELONY",988028,208947,"(40.740195287, -73.98636805)"
"10451",2015-04-01,"MISDEMEANOR",1006135,240514,"(40.82681201, -73.920923807)"
"11234",2015-04-01,"VIOLATION",1013965,171514,"(40.637401263, -73.892936203)"
"11249",2015-04-01,"FELONY",995921,197378,"(40.708434292, -73.95790521)"
"11434",2015-04-01,"MISDEMEANOR",1046982,182730,"(40.668014344, -73.773869694)"
"11235",2015-04-01,"MISDEMEANOR",993153,152671,"(40.585726469, -73.967948131)"
"10457",2015-04-01,"VIOLATION",1010845,249071,"(40.850285555, -73.903871122)"
"10460",2015-04-01,"FELONY",1014628,247703,"(40.846518596, -73.890203295)"
"11203",2015-04-01,"FELONY",999521,180992,"(40.663452992, -73.944957475)"
"10456",2015-04-01,"MISDEMEANOR",1007393,245220,"(40.839725416, -73.916362009)"
"11223",2015-04-01,"MISDEMEANOR",991406,157571,"(40.599177569, -73.974232634)"
"11216",2015-04-01,"MISDEMEANOR",998019,187181,"(40.680442873, -73.950358757)"
"11224",2015-04-01,"MISDEMEANOR",985008,148394,"(40.573991382, -73.997272904)"
"10452",2015-04-01,"MISDEMEANOR",1006774,246805,"(40.844077376, -73.918593768)"
"10473",2015-04-01,"MISDEMEANOR",1020891,236726,"(40.816366145, -73.867626311)"
"10035",2015-04-01,"MISDEMEANOR",1003086,229534,"(40.796681997, -73.931971643)"
"11691",2015-04-01,"MISDEMEANOR",1049865,156224,"(40.59524034, -73.763735017)"
"11208",2015-04-01,"FELONY",1020890,185104,"(40.674676863, -73.86791114)"
"11203",2015-04-01,"MISDEMEANOR",999038,180397,"(40.661820669, -73.946699742)"
"10456",2015-04-01,"MISDEMEANOR",1006176,243360,"(40.83462336, -73.920766358)"
"11416",2015-04-01,"MISDEMEANOR",1028605,187929,"(40.682395545, -73.840079375)"
"11104",2015-04-01,"MISDEMEANOR",1007608,210296,"(40.743867918, -73.915706446)"
"10454",2015-04-01,"FELONY",1004960,234094,"(40.809193751, -73.925189274)"
"10452",2015-04-01,"MISDEMEANOR",1008199,246712,"(40.84381837, -73.913443777)"
"10461",2015-04-01,"MISDEMEANOR",1027239,247667,"(40.846367397, -73.844622443)"
"11217",2015-04-01,"FELONY",988806,190220,"(40.688793771, -73.983573208)"
"11234",2015-04-01,"FELONY",1004574,167909,"(40.627532828, -73.926783475)"
"11233",2015-04-01,"MISDEMEANOR",1010780,185610,"(40.676101789, -73.90435652)"
"11201",2015-04-01,"MISDEMEANOR",986772,194419,"(40.700319868, -73.990905929)"
"10303",2015-04-01,"MISDEMEANOR",939173,170995,"(40.635911853, -74.162413478)"
"11228",2015-04-01,"MISDEMEANOR",982692,168418,"(40.628953101, -74.005614313)"
"11216",2015-04-01,"FELONY",998286,189885,"(40.687864317, -73.949390484)"
"11216",2015-04-01,"FELONY",996936,183403,"(40.670074732, -73.95427051)"
"11233",2015-04-01,"MISDEMEANOR",1007763,185203,"(40.674993193, -73.915234704)"
"10455",2015-04-01,"FELONY",1006075,236932,"(40.816980584, -73.921152255)"
"10037",2015-04-01,"MISDEMEANOR",1000641,237827,"(40.819448861, -73.940781977)"
"11433",2015-04-01,"VIOLATION",1041198,192977,"(40.696179049, -73.794632758)"
"10022",2015-04-01,"MISDEMEANOR",990756,214335,"(40.754982409, -73.9765185)"
"11433",2015-04-01,"MISDEMEANOR",1041198,192977,"(40.696179049, -73.794632758)"
"10469",2015-04-01,"FELONY",1024858,256708,"(40.871193469, -73.853173517)"
"10029",2015-04-01,"MISDEMEANOR",1000531,229408,"(40.796341237, -73.941199816)"
"10452",2015-04-01,"MISDEMEANOR",1007742,246728,"(40.843863512, -73.915095432)"
"11238",2015-04-01,"FELONY",995310,186794,"(40.679384445, -73.960126407)"
"11691",2015-04-01,"FELONY",1049596,156578,"(40.596213982, -73.764700204)"
"11367",2015-04-01,"VIOLATION",1035205,206702,"(40.733887352, -73.816141057)"
"10306",2015-04-01,"VIOLATION",959780,151908,"(40.583602877, -74.088097543)"
"11101",2015-04-01,"MISDEMEANOR",999023,211232,"(40.746455512, -73.946686168)"
"11374",2015-04-01,"MISDEMEANOR",1024784,206031,"(40.732099519, -73.853747006)"
"10304",2015-04-01,"FELONY",962020,165682,"(40.621415599, -74.080078505)"
"11211",2015-04-01,"VIOLATION",1001350,201326,"(40.719261783, -73.938313278)"
"10031",2015-04-01,"MISDEMEANOR",997801,240931,"(40.827973274, -73.951036417)"
"10458",2015-04-01,"FELONY",1012218,253976,"(40.863744063, -73.898887813)"
"10455",2015-04-01,"MISDEMEANOR",1010203,236458,"(40.815668424, -73.906240491)"
"10029",2015-04-01,"MISDEMEANOR",1000253,226668,"(40.788821185, -73.942210388)"
"10016",2015-04-01,"FELONY",990564,212468,"(40.749858105, -73.977213263)"
"10011",2015-04-01,"VIOLATION",985457,210372,"(40.744107281, -73.995645579)"
"10029",2015-04-01,"VIOLATION",999083,227317,"(40.790604557, -73.946434134)"
"10466",2015-04-01,"FELONY",1024229,266796,"(40.898884709, -73.855387597)"
"11207",2015-04-01,"MISDEMEANOR",1018247,187049,"(40.680025989, -73.877429555)"
"10002",2015-04-01,"MISDEMEANOR",986553,207131,"(40.735211323, -73.991691398)"
"10031",2015-04-01,"FELONY",999262,241757,"(40.830238045, -73.945755409)"
"11230",2015-04-01,"MISDEMEANOR",992220,168261,"(40.628518722, -73.971288798)"
"10456",2015-04-01,"MISDEMEANOR",1007530,244009,"(40.836401212, -73.915871091)"
"11216",2015-04-01,"FELONY",998019,187181,"(40.680442873, -73.950358757)"
"11433",2015-04-01,"MISDEMEANOR",1039793,195661,"(40.703554914, -73.799677386)"
"10014",2015-04-01,"MISDEMEANOR",983303,209255,"(40.741041426, -74.003418863)"
"10456",2015-04-01,"MISDEMEANOR",1007393,245220,"(40.839725416, -73.916362009)"
"11249",2015-04-01,"VIOLATION",996285,201556,"(40.719901418, -73.956584827)"
"10314",2015-04-01,"MISDEMEANOR",938398,161348,"(40.609428918, -74.165140261)"
"11420",2015-04-01,"MISDEMEANOR",1035701,184258,"(40.672281098, -73.814522824)"
"10309",2015-04-01,"MISDEMEANOR",923577,137030,"(40.542591895, -74.218300551)"
"11434",2015-04-01,"VIOLATION",1044020,189555,"(40.686767866, -73.784486324)"
"11215",2015-04-01,"MISDEMEANOR",988954,186078,"(40.677424845, -73.983042433)"
"10460",2015-04-01,"VIOLATION",1014742,246600,"(40.843490794, -73.889796269)"
"11377",2015-04-01,"MISDEMEANOR",1012043,212157,"(40.748963068, -73.899693617)"
"10026",2015-04-01,"FELONY",998362,234740,"(40.810979844, -73.949022325)"
"11233",2015-04-01,"MISDEMEANOR",1006813,186282,"(40.677957276, -73.918655935)"
"10459",2015-04-01,"VIOLATION",1014572,240324,"(40.826265582, -73.890439057)"
"11233",2015-04-01,"MISDEMEANOR",1010780,185610,"(40.676101789, -73.90435652)"
"10310",2015-04-01,"MISDEMEANOR",948078,169567,"(40.632033143, -74.130321238)"
"10452",2015-04-01,"MISDEMEANOR",1005725,244225,"(40.836998644, -73.92239339)"
"11235",2015-04-01,"MISDEMEANOR",996790,152638,"(40.585631491, -73.95485397)"
"11104",2015-04-01,"FELONY",1007435,210901,"(40.745528947, -73.916328688)"
"10010",2015-04-01,"FELONY",986961,210445,"(40.744307316, -73.990217852)"
"10128",2015-04-01,"FELONY",999165,225481,"(40.78556509, -73.946142079)"
"10454",2015-04-01,"MISDEMEANOR",1006230,234035,"(40.809028744, -73.920601759)"
"10040",2015-04-01,"MISDEMEANOR",1001633,250506,"(40.854247144, -73.937165098)"
"10452",2015-04-01,"MISDEMEANOR",1008669,246692,"(40.843762188, -73.911745153)"
"11226",2015-04-01,"VIOLATION",996683,172472,"(40.640071884, -73.955202683)"
"10036",2015-04-01,"FELONY",987605,214252,"(40.754756352, -73.987891855)"
"11365",2015-04-01,"VIOLATION",1043847,212553,"(40.749892836, -73.784906497)"
"11104",2015-04-01,"MISDEMEANOR",1007298,209993,"(40.743037073, -73.916826219)"
"10461",2015-04-01,"MISDEMEANOR",1031448,245280,"(40.839794297, -73.829426312)"
"10314",2015-04-01,"FELONY",941450,170208,"(40.633763004, -74.154204492)"
"10314",2015-04-01,"VIOLATION",941450,170208,"(40.633763004, -74.154204492)"
"11356",2015-04-01,"MISDEMEANOR",1026534,225656,"(40.785956856, -73.847309255)"
"11418",2015-04-01,"MISDEMEANOR",1035310,194572,"(40.700592873, -73.815854197)"
"11368",2015-04-01,"FELONY",1022131,208527,"(40.738962176, -73.863305469)"
"10065",2015-04-01,"MISDEMEANOR",995728,216993,"(40.762272884, -73.958567881)"
"10065",2015-04-01,"MISDEMEANOR",996103,216934,"(40.762110449, -73.957214302)"
"11419",2015-04-01,"MISDEMEANOR",1030725,188147,"(40.682983028, -73.832434224)"
"10014",2015-04-01,"VIOLATION",983303,209255,"(40.741041426, -74.003418863)"
"10065",2015-04-01,"MISDEMEANOR",995728,216993,"(40.762272884, -73.958567881)"
"10065",2015-04-01,"MISDEMEANOR",994519,216769,"(40.761659548, -73.962932501)"
"10065",2015-04-01,"MISDEMEANOR",995476,216536,"(40.76101886, -73.959478321)"
"10065",2015-04-01,"MISDEMEANOR",995728,216993,"(40.762272884, -73.958567881)"
"10065",2015-04-01,"MISDEMEANOR",996166,217049,"(40.76242601, -73.956986679)"
"10065",2015-04-01,"MISDEMEANOR",996040,216820,"(40.761797633, -73.957441919)"
"10027",2015-04-01,"FELONY",995882,235507,"(40.813088658, -73.957979911)"
"11233",2015-04-01,"FELONY",1010336,181998,"(40.66618898, -73.905971188)"
"11361",2015-04-01,"FELONY",1048421,216877,"(40.761729066, -73.768357017)"
"11207",2015-04-01,"FELONY",1014012,183775,"(40.671054853, -73.892712753)"
"11419",2015-04-01,"FELONY",1031716,189981,"(40.688011671, -73.828848229)"
"10002",2015-04-01,"FELONY",986642,205998,"(40.732101492, -73.991370657)"
"10458",2015-04-01,"FELONY",1014313,254123,"(40.864140648, -73.891313038)"
"11691",2015-04-01,"MISDEMEANOR",1056064,156962,"(40.597217933, -73.741405943)"
"11427",2015-04-01,"MISDEMEANOR",1054438,206616,"(40.733519593, -73.746744057)"
"10314",2015-04-01,"FELONY",945029,159078,"(40.603230071, -74.141245166)"
"11225",2015-04-01,"MISDEMEANOR",998345,180070,"(40.660924256, -73.949198266)"
"11230",2015-04-01,"MISDEMEANOR",994197,167827,"(40.627325484, -73.964167118)"
"11433",2015-04-01,"MISDEMEANOR",1039793,195661,"(40.703554914, -73.799677386)"
"11232",2015-04-01,"FELONY",982276,177256,"(40.653211438, -74.007115588)"
"11216",2015-04-01,"MISDEMEANOR",998567,186140,"(40.677584695, -73.948385213)"
"10472",2015-04-01,"FELONY",1025683,241228,"(40.828701669, -73.850286198)"
"10454",2015-04-01,"MISDEMEANOR",1005041,234533,"(40.810398494, -73.924895311)"
"11379",2015-04-01,"MISDEMEANOR",1022399,205315,"(40.730144884, -73.862356587)"
"10458",2015-04-01,"VIOLATION",1013953,255677,"(40.868407122, -73.892607677)"
"10459",2015-04-01,"FELONY",1013264,241772,"(40.830244319, -73.895158984)"
"11433",2015-04-01,"MISDEMEANOR",1040569,192626,"(40.695219663, -73.796904016)"
"11377",2015-04-01,"MISDEMEANOR",1010314,216448,"(40.760746033, -73.90591712)"
"10303",2015-04-01,"VIOLATION",936722,172119,"(40.638984176, -74.171252305)"
"00083",2015-04-01,"VIOLATION",989805,226380,"(40.788043444, -73.979941114)"
