"ZIP","0_25000","25000_50000","50000_75000","75000_100000","100000_200000","200000_","nbrReturns","medianInc","jl_benef"
"10537","390","260","170","150","230","30","1230","46635",50
"10538","1770","760","650","590","1300","2990","8060","120000",150
"10541","3600","1960","1550","1290","3110","1070","12580","61774",420
"10543","2840","1570","1140","870","1670","1600","9690","59539",270
"10546","150","80","70","60","160","200","720","100000",30
"10547","1030","640","480","350","810","260","3570","55990",130
"10548","430","260","220","170","390","120","1590","61932",50
"10549","2700","1450","830","580","1240","1460","8260","49655",170
"10550","9030","5510","2520","1170","990","90","19310","27836",710
"10552","3020","2260","1790","1260","1840","660","10830","51885",330
"10553","2200","1590","850","490","600","90","5820","36164",160
"10560","530","300","240","170","450","450","2140","75000",60
"10562","5070","3260","2120","1500","2670","1260","15880","47009",400
"10566","4430","2890","1720","1070","1590","330","12030","38711",390
"10567","2500","1370","1070","930","2340","1270","9480","70327",270
"10570","1570","700","610","460","1200","1470","6010","81793",140
"10573","7160","4280","2270","1290","2210","1790","19000","38668",700
"10576","590","230","190","180","500","830","2520","114000",60
"10577","410","170","130","90","180","630","1610","102778",30
"10578","110","70","60","30","120","50","440","66667",0
"10579","1070","670","570","480","1080","470","4340","68860",130
"10580","1970","780","610","500","1170","3030","8060","114530",130
"10583","4270","1680","1640","1290","3320","6730","18930","117620",330
"10588","330","200","180","130","310","110","1260","63889",40
"10589","950","590","630","530","1210","700","4610","81368",100
"10590","790","340","300","260","750","730","3170","89904",90
"10591","3700","2340","1470","1060","1940","1520","12030","49733",420
"10594","650","370","310","230","600","370","2530","69758",60
"10595","780","470","400","300","770","500","3220","72500",80
"10597","130","40","30","30","70","200","500","128571",0
"10598","3660","2040","1640","1330","3770","2020","14460","73323",430
"10601","1810","1180","880","560","960","710","6100","51705",140
"10603","3000","1980","1520","1090","1870","700","10160","51645",310
"10604","1770","1070","770","510","850","660","5630","49416",160
"10605","2580","1520","1210","900","2140","1930","10280","71488",220
"10606","3150","1910","1050","570","1040","660","8380","38613",190
"10607","1090","740","510","340","780","480","3940","56863",110
"10701","12690","7100","3750","2010","2720","520","28790","31004",1190
"10703","3880","2510","1490","1020","1430","220","10550","38894",360
"10704","4990","3700","2980","1990","2760","500","16920","48446",530
"10705","8210","4540","2430","1230","1540","390","18340","30286",680
"10706","970","560","470","410","1000","1080","4490","89939",110
"10707","1310","720","690","520","1130","760","5130","69384",160
"10708","2320","1510","1540","1230","2370","2470","11440","82114",240
"10709","1200","670","570","470","1070","840","4820","73684",130
"10710","3680","2740","2210","1720","2940","840","14130","57296",390
"10801","7140","4080","2510","1600","2410","920","18660","38419",850
"10803","1400","800","610","460","1030","1720","6020","85870",140
"10804","1520","700","650","520","1460","2280","7130","111986",120
"10805","2920","2050","1560","1080","1320","360","9290","46037",380
"10901","3290","1920","1430","1060","2430","1380","11510","59528",340
"10913","700","350","270","230","620","420","2590","72685",80
"10916","610","330","240","230","540","210","2160","64583",60
"10917","290","170","130","90","210","110","1000","57692",30
"10918","1620","950","750","590","1210","390","5510","56167",180
"10919","200","140","70","60","110","20","600","42857",20
"10920","1310","690","550","480","1070","400","4500","61364",150
"10921","620","380","300","230","480","110","2120","55000",80
"10923","1580","1090","690","470","820","180","4830","44151",180
"10924","1880","1070","750","600","1340","550","6190","54833",140
"10925","740","480","380","300","520","80","2500","51974",120
"10926","590","370","310","200","370","110","1950","51210",50
"10927","3040","1570","630","320","430","100","6090","25080",320
"10928","800","580","330","230","300","50","2290","39871",80
"10930","1280","640","490","460","1120","400","4390","64031",160
"10931","170","100","70","60","80","0","480","42500",30
"10940","9170","5900","3350","2180","3060","440","24100","37203",750
"10941","2300","1680","1060","720","1110","180","7050","43229",200
"10950","6920","2950","1860","1550","3330","1130","17740","41525",430
"10952","5540","2370","1190","810","1530","1070","12510","32542",210
"10954","3690","2220","1620","1290","2670","930","12420","54630",380
"10956","4260","2160","1710","1440","4010","2480","16060","73538",460
"10958","520","270","250","170","340","90","1640","53000",50
"10960","2400","1470","1030","730","1400","790","7820","50971",230
"10962","720","370","330","260","570","350","2600","65909",70
"10963","390","240","180","150","220","30","1210","47396",40
"10964","180","120","70","60","170","170","770","81250",30
"10965","2050","1170","990","820","1950","840","7820","67424",260
"10968","270","180","180","170","310","200","1310","78676",40
"10969","210","120","100","70","100","30","630","46875",30
"10970","1510","1000","720","540","1020","360","5150","52257",180
"10973","340","200","140","130","240","60","1110","52679",30
"10974","490","290","200","160","330","120","1590","51875",50
"10975","50","30","50","20","20","0","170","52500",0
"10976","340","150","80","50","150","70","840","38333",0
"10977","11690","6080","2530","1530","2330","740","24900","28125",500
"10980","2090","1350","900","710","1560","540","7150","53750",280
"10983","740","420","340","280","810","360","2950","73162",80
"10984","330","210","160","150","360","90","1300","67188",50
"10985","40","40","30","20","40","0","170","54167",0
"10986","250","150","120","90","210","90","910","61458",20
"10987","700","250","180","150","400","280","1960","54167",60
"10989","1220","810","710","580","1220","440","4980","66197",180
"10990","2880","1610","1190","1000","2240","840","9760","58193",340
"10992","1410","790","610","510","1130","270","4720","56557",140
"10993","1050","660","360","200","290","0","2560","33712",90
"10994","990","530","460","380","900","570","3830","71467",100
"10996","390","130","170","220","260","50","1220","63235",0
"10998","450","270","200","190","360","80","1550","56875",50
"11001","3860","2280","1890","1460","3080","1260","13830","60251",390
"11003","8540","6040","3650","2400","2960","390","23980","39280",750
"11004","1960","1310","1060","890","1290","240","6750","52476",140
"11005","210","160","200","180","450","230","1430","95139",0
"11010","3530","2290","1890","1480","2790","630","12610","56415",370
"11020","920","460","260","210","550","700","3100","66346",40
"11021","2200","1280","1150","880","1960","1860","9330","75994",160
"11023","1020","490","430","310","760","900","3910","76210",40
"11024","930","460","300","210","480","770","3150","65417",30
"11030","1920","820","760","520","1410","3250","8680","122695",130
"11040","5600","3460","2670","2190","5110","2200","21230","64560",450
"11050","4100","2090","1530","1180","2720","3390","15010","71487",360
"11096","1930","950","470","290","260","40","3940","26053",150
"11101","5850","3380","2510","1550","2480","1270","17040","44749",510
"11102","7320","4650","3240","1810","2110","440","19570","38253",650
"11103","7600","5330","3960","2000","2110","380","21380","39493",710
"11104","5660","3540","2540","1480","1760","370","15350","39230",480
"11105","6620","4750","3460","2010","2400","590","19830","42342",660
"11106","8070","5280","3930","2130","2490","470","22370","39749",760
"11109","310","340","450","410","1170","980","3660","127350",70
"11201","6280","4020","3940","3210","6780","6670","30900","84424",760
"11203","16600","10930","5260","2530","2120","180","37620","30055",1140
"11204","17000","7500","3570","2030","2510","790","33400","24559",910
"11205","7310","4240","2710","1540","2100","900","18800","37323",630
"11206","18290","10180","4730","1890","1610","300","37000","25516",1260
"11207","23340","11740","4750","2080","1430","110","43450","23270",1590
"11208","24530","11950","4580","1740","1260","60","44120","22483",1440
"11209","11380","6540","5500","3850","5430","1870","34570","47573",970
"11210","12120","7640","4160","2170","2650","1150","29890","34244",920
"11211","10710","6910","4910","2960","4000","1820","31310","42891",900
"11212","21430","10440","4180","1570","1000","50","38670","22556",1360
"11213","14240","8320","3830","1630","1340","270","29630","26728",940
"11214","19720","9220","5010","2790","3190","590","40520","26464",1200
"11215","6700","5570","5320","3790","7000","5260","33640","71382",1040
"11216","11160","8340","4940","2220","2120","510","29290","35447",1010
"11217","4350","3330","2980","1990","3340","2520","18510","63213",580
"11218","13840","7230","4320","2710","3740","1250","33090","34353",830
"11219","21070","6970","2670","1420","1670","620","34420","20420",550
"11220","37090","9750","3620","1680","1740","390","54270","18290",970
"11221","18430","11050","5140","1960","1710","300","38590","26957",1310
"11222","6130","5110","4470","2520","3290","990","22510","50084",860
"11223","15710","7390","3680","2240","2620","1140","32780","27300",930
"11224","10160","4790","2290","1310","1320","260","20130","24766",680
"11225","12580","8620","4890","2150","1850","450","30540","32802",1010
"11226","24700","15080","6840","2900","2250","500","52270","27379",1780
"11228","8160","3810","2390","1680","2480","830","19350","34941",490
"11229","14790","8030","4710","3050","4400","1290","36270","35414",1010
"11230","15420","8150","4400","2490","3340","1530","35330","31887",900
"11231","4450","2920","2250","1610","3200","2500","16930","62167",620
"11232","6650","3140","1650","710","800","160","13110","24643",330
"11233","14710","8860","4200","1840","1460","240","31310","27666",1120
"11234","14670","9620","6220","4340","6040","1540","42430","42009",1270
"11235","16690","8230","4850","3080","4070","1320","38240","32382",1070
"11236","19840","13320","7030","3810","3560","340","47900","32714",1610
"11237","11390","7300","3100","1140","960","130","24020","27123",740
"11238","8100","6730","5490","3250","4510","2180","30260","51366",1030
"11239","2820","2040","1260","530","300","0","6950","33027",240
"11354","17920","5450","2820","1620","1830","430","30070","20975",490
"11355","34930","8220","3480","1820","1880","350","50680","18136",690
"11356","5940","2850","1520","830","1080","170","12390","27237",370
"11357","6190","3530","2730","2170","3860","1280","19760","51465",520
"11358","8050","3690","2270","1520","2550","740","18820","34214",410
"11360","2730","1540","1400","1210","2260","860","10000","63036",220
"11361","4860","2690","1910","1380","2220","710","13770","43820",350
"11362","2550","1530","1270","950","1830","590","8720","55512",190
"11363","940","570","440","330","640","460","3380","60227",60
"11364","5930","3380","2490","1900","2990","850","17540","46006",400
"11365","8540","4450","2660","1960","2790","610","21010","36039",650
"11366","2560","1250","870","640","1090","420","6830","42100",140
"11367","7800","4010","2600","1620","2100","600","18730","34757",460
"11368","28810","12220","4800","1780","1220","90","48920","21225",1080
"11369","9020","4530","2170","1050","920","90","17780","24640",540
"11370","6110","3110","1710","1000","1190","180","13300","29341",360
"11372","16460","8350","4610","2440","2750","640","35250","28488",960
"11373","28340","12160","5540","2580","2300","310","51230","22596",1020
"11374","8110","4790","3690","2430","3150","700","22870","42354",640
"11375","9270","6000","5650","4410","7280","3160","35770","61571",970
"11377","21790","10990","5960","3180","3310","500","45730","27445",1180
"11378","6840","3960","2520","1630","2180","400","17530","37153",630
"11379","5600","3560","2800","1930","3110","690","17690","47788",580
"11385","20700","12640","7330","3750","4150","540","49110","32625",1780
"11411","3850","2740","1790","1050","1250","130","10810","39188",300
"11412","7650","5340","2940","1560","1500","110","19100","33895",550
"11413","8160","5740","3400","2090","2140","190","21720","36760",580
"11414","3830","2750","2190","1630","2340","500","13240","50457",490
"11415","2930","2150","1710","1130","1380","310","9610","46802",310
"11416","6180","3250","1490","650","560","40","12170","24616",460
"11417","6440","3710","2060","1090","1300","130","14730","31233",520
"11418","8310","4460","2260","1120","1310","210","17670","27943",520
"11419","11910","6250","2710","1240","990","100","23200","24349",540
"11420","10140","6280","3150","1650","1570","140","22930","30275",630
"11421","9410","5210","2700","1390","1410","120","20240","28407",750
"11422","6130","4360","2640","1510","1690","170","16500","37156",500
"11423","6380","4060","2140","1150","1180","280","15190","32482",380
"11426","3250","1870","1300","970","1620","280","9290","43650",190
"11427","4170","2750","1810","1150","1470","350","11700","40273",270
"11428","3890","2600","1430","910","1010","100","9940","35385",250
"11429","5400","3730","1940","1080","960","80","13190","33009",350
"11430","50","40","40","30","0","0","160","43750",0
"11432","13700","6750","3360","1750","2050","670","28280","26630",620
"11433","8050","4450","2030","950","730","70","16280","25506",480
"11434","13110","9140","5240","2650","2100","140","32380","33425",940
"11435","12050","6540","3690","1930","1790","220","26220","29052",700
"11436","4180","2660","1410","670","590","30","9540","30545",270
"11501","2930","2030","1690","1230","2320","690","10890","57175",290
"11507","960","530","430","390","870","600","3780","73256",70
"11509","320","180","150","120","320","240","1330","78125",20
"11510","5280","3370","2510","1940","3800","1020","17920","53088",540
"11514","730","460","390","290","530","170","2570","56090",60
"11516","1000","490","420","320","680","460","3370","61607",80
"11518","1470","950","790","640","1220","530","5600","62025",150
"11520","9910","5710","3140","1960","2700","540","23960","34063",890
"11530","3410","1490","1400","1160","3150","3900","14510","95582",240
"11542","4830","2820","1710","1140","1990","910","13400","41578",420
"11545","1630","730","560","450","1130","1560","6060","81111",100
"11548","200","110","70","50","140","100","670","58929",0
"11550","13980","7570","3290","1730","1950","330","28850","26470",1080
"11552","4060","2530","1750","1290","2450","820","12900","48617",360
"11553","6430","4050","1910","1030","1040","90","14550","30216",510
"11554","5490","3650","2780","2120","4440","1290","19770","56700",550
"11557","1130","520","440","360","830","820","4100","72727",70
"11558","1380","840","580","390","820","230","4240","47024",150
"11559","1220","550","400","280","540","870","3860","60000",70
"11560","1000","520","340","290","570","710","3430","64338",60
"11561","5190","3160","2900","2420","4110","1720","19500","62069",620
"11563","3120","1970","1640","1330","2630","830","11520","60213",310
"11565","1130","690","610","500","1290","590","4810","73975",120
"11566","4650","2490","2140","1700","4570","2870","18420","74182",450
"11568","420","200","140","80","210","660","1710","107143",0
"11570","3780","2020","1700","1230","2940","2730","14400","70588",310
"11572","4420","2480","2020","1730","3860","1560","16070","64047",490
"11575","4270","2420","1170","620","600","50","9130","28048",320
"11576","1480","630","520","430","1130","2150","6340","109735",70
"11577","1540","790","590","520","1170","1400","6010","79087",100
"11579","690","380","290","250","570","460","2640","71552",50
"11580","6930","4650","3380","2450","3980","720","22110","47177",650
"11581","3060","1820","1440","1170","2430","820","10740","58507",280
"11590","9400","5680","3190","2020","3810","1320","25420","39569",770
"11596","1400","760","710","560","1270","780","5480","70423",130
"11598","1520","710","550","470","1200","1470","5920","84574",110
"11691","11260","5730","2650","1210","1290","280","22420","24889",660
"11692","4130","2290","1080","520","540","90","8650","27129",320
"11693","2360","1270","820","510","670","70","5700","34646",200
"11694","2710","1660","1200","910","1630","690","8800","50625",260
"11697","470","260","290","260","530","230","2040","75000",40
"11701","5630","3710","2000","1190","1680","450","14660","36456",490
"11702","2020","1150","1010","810","1860","880","7730","67203",240
"11703","2720","1940","1470","1100","1790","290","9310","49936",320
"11704","6580","4760","3270","2250","3520","540","20920","45378",820
"11705","1120","580","450","400","1040","480","4070","68611",90
"11706","12410","8490","4440","2720","3790","870","32720","36631",1310
"11709","1000","560","460","370","780","410","3580","62500",100
"11710","4920","2790","2300","1790","4360","1870","18030","64185",470
"11713","1980","1200","760","540","770","210","5460","40625",220
"11714","3570","2260","1740","1370","2760","720","12420","55460",380
"11715","620","330","290","260","640","230","2370","70259",60
"11716","1560","1040","810","600","1220","320","5550","55401",190
"11717","15350","10060","3870","1740","1440","110","32570","27324",1410
"11718","440","210","190","150","430","340","1760","81667",40
"11719","410","280","230","180","360","130","1590","61413",40
"11720","4510","2890","2070","1600","3020","640","14730","49697",520
"11721","810","430","350","300","790","650","3330","81250",80
"11722","8330","5290","2450","1400","1410","130","19010","30553",830
"11724","410","180","150","110","250","580","1680","97727",30
"11725","4000","2130","1700","1530","3720","1720","14800","68676",420
"11726","4700","2940","1410","810","1010","160","11030","31930",430
"11727","4360","3290","2310","1680","2620","380","14640","47492",620
"11729","4770","3340","2200","1600","2630","430","14970","45322",540
"11730","2100","1210","960","730","1720","650","7370","59766",250
"11731","4340","2350","1870","1550","3730","1560","15400","63503",460
"11732","420","270","230","180","450","300","1850","75694",50
"11733","2150","1090","810","750","2140","1730","8670","84500",130
"11735","5260","3320","2530","1910","3570","980","17570","52026",470
"11738","2600","1630","1150","930","1700","300","8310","48850",360
"11740","1370","660","500","420","1050","650","4650","64750",120
"11741","3950","2660","2090","1660","3410","710","14480","57536",560
"11742","1900","1260","950","840","1500","360","6810","56447",280
"11743","5900","3260","2460","2000","4640","3940","22200","69715",540
"11746","11270","6120","3920","2770","5900","3740","33720","47835",1090
"11747","2660","1440","1180","910","2450","2090","10730","77335",230
"11749","590","450","270","180","270","60","1820","42778",80
"11751","2200","1430","1070","750","1670","510","7630","54322",280
"11752","1590","1040","780","570","1160","180","5320","50962",190
"11753","1620","730","580","510","1370","1740","6550","91912",90
"11754","2630","1530","1250","980","2360","870","9620","63000",270
"11755","1720","1030","830","690","1470","460","6200","60542",200
"11756","6590","4400","3340","2630","5160","910","23030","53930",740
"11757","7640","5110","3520","2490","4220","630","23610","45377",1040
"11758","7850","4740","3780","3040","6700","2880","28990","62599",800
"11762","3020","1710","1430","1200","3220","1240","11820","70629",370
"11763","4810","3190","2010","1610","2570","470","14660","44749",620
"11764","1740","900","680","600","1670","760","6350","69669",180
"11765","70","30","40","30","60","100","330","95833",0
"11766","1620","870","640","630","1620","800","6180","73438",150
"11767","2010","1140","880","680","1820","760","7290","64062",210
"11768","2800","1390","1230","1010","2540","2130","11100","78218",240
"11769","1360","840","670","540","1270","390","5070","62500",150
"11771","1460","760","630","400","890","1050","5190","64881",110
"11772","7600","5070","3280","2380","3570","640","22540","43097",810
"11776","3980","2430","1590","1230","2480","510","12220","46914",480
"11777","1260","710","570","440","1070","690","4740","67544",110
"11778","1770","1110","870","720","1350","260","6080","54598",240
"11779","5780","3950","2940","2200","3920","640","19430","49905",720
"11780","2130","1140","890","680","1710","1240","7790","67556",160
"11782","2140","1280","1020","850","1960","850","8100","65441",240
"11783","2950","1710","1410","1190","2930","1040","11230","66933",320
"11784","4040","2730","1890","1350","2230","240","12480","45147",570
"11786","890","440","270","290","840","390","3120","71296",80
"11787","4500","2440","2040","1690","4460","2100","17230","70527",470
"11788","2320","1320","1120","940","2180","810","8690","65737",240
"11789","1050","710","600","460","790","120","3730","54375",160
"11790","1800","950","670","620","1750","960","6750","73321",160
"11791","3060","1370","1250","950","2710","2910","12250","86711",240
"11792","1100","650","490","420","1140","480","4280","69898",130
"11793","4320","2510","2030","1770","4460","1790","16880","69828",490
"11795","3620","2130","1640","1330","3170","1270","13160","62652",410
"11796","510","310","220","220","500","140","1900","64773",40
"11797","1180","550","410","340","780","1330","4590","86397",70
"11798","3710","2430","1000","510","680","110","8440","30247",310
"11801","7080","4480","3030","2230","4140","850","21810","46345",660
"11803","3430","1750","1630","1320","3710","2450","14290","81345",340
"11804","610","310","290","250","610","470","2540","81000",60
"11901","5360","3380","1610","1000","1350","300","13000","33432",490
"11933","1180","700","470","370","650","170","3540","46071",90
"11934","1200","690","460","400","950","300","4000","55978",150
"11935","520","310","250","200","350","200","1830","58500",60
"11937","3230","1870","1100","730","1250","920","9100","42647",360
"11939","160","100","80","50","100","50","540","53125",20
"11940","810","500","330","270","630","230","2770","55682",100
"11941","400","240","140","140","340","110","1370","58036",60
"11942","790","450","310","280","490","240","2560","53226",80
"11944","850","570","260","200","320","140","2340","39035",90
"11946","2800","1630","1030","690","1110","380","7640","40644",310
"11948","190","130","70","60","130","60","640","50000",0
"11949","2150","1210","870","720","1660","590","7200","56897",280
"11950","3020","1820","1090","730","930","80","7670","36195",430
"11951","2350","1530","950","620","710","60","6220","37418",390
"11952","840","470","310","280","510","220","2630","50403",70
"11953","2010","1500","1060","780","1120","170","6640","46833",240
"11954","980","670","350","200","330","200","2730","39366",310
"11955","510","370","310","190","310","60","1750","49662",70
"11957","120","70","50","40","100","60","440","65000",20
"11958","150","100","60","40","80","40","470","46250",0
"11961","2120","1420","1080","780","1180","170","6750","47095",210
"11963","1230","810","530","360","690","520","4140","51415",90
"11967","4550","2960","1910","1300","1940","180","12840","40794",730
"11968","1840","980","680","420","810","620","5350","46301",140
"11971","920","560","420","320","610","270","3100","54167",100
"11976","290","220","120","80","200","240","1150","63542",30
"11977","420","210","140","120","260","180","1330","56250",40
"11978","670","360","230","140","310","220","1930","45486",70
"11980","580","430","350","300","490","90","2240","57857",90
"12007","50","0","20","30","0","0","100","25000",0
"12008","60","40","40","30","80","0","250","65625",0
"12009","1050","710","550","430","790","230","3760","55455",100
"12010","5410","3430","1800","1090","1260","190","13180","33601",600
"12015","460","350","270","190","300","60","1630","50463",50
"12017","40","50","30","20","30","0","170","47500",0
"12018","1100","770","610","480","810","160","3930","53893",140
"12019","1930","1260","1160","1010","2010","540","7910","66487",180
"12020","4890","3560","2390","1810","3090","590","16330","47999",550
"12022","130","110","70","50","40","0","400","40909",30
"12023","310","230","180","110","180","0","1010","46196",50
"12025","950","700","400","310","360","50","2770","40536",150
"12027","560","320","260","260","540","130","2070","64904",40
"12028","190","140","110","70","80","0","590","43750",30
"12029","160","100","100","60","80","30","530","51250",0
"12031","40","30","30","0","0","0","100","33333",0
"12032","160","150","70","50","60","0","490","39167",20
"12033","1230","820","630","480","840","170","4170","51389",140
"12035","160","120","70","40","40","0","430","36458",0
"12037","670","450","280","170","200","60","1830","38611",50
"12041","80","50","50","30","60","0","270","52500",0
"12042","70","50","50","30","30","0","230","47500",0
"12043","1230","810","450","310","360","60","3220","36728",180
"12046","80","80","50","40","70","0","320","50000",0
"12047","3530","2850","1680","950","1220","290","10520","40175",410
"12051","610","420","250","190","250","40","1760","41071",80
"12052","190","180","130","110","130","0","740","50000",30
"12053","590","430","340","280","440","70","2150","54044",90
"12054","2110","1360","1230","1030","2290","850","8870","69614",140
"12056","330","240","180","150","240","50","1190","53472",40
"12057","280","210","130","70","90","0","780","38095",40
"12058","250","160","110","70","90","0","680","39062",30
"12059","220","180","150","110","170","0","830","52500",50
"12060","200","130","110","80","110","40","670","51136",20
"12061","1280","930","790","610","1110","300","5020","59494",120
"12062","250","220","160","100","140","0","870","46023",50
"12063","80","60","40","30","50","20","280","50000",0
"12064","80","60","40","30","0","0","210","35417",20
"12065","5920","4300","3330","2620","5030","1440","22640","58258",570
"12066","270","220","180","130","160","0","960","48864",60
"12067","220","150","140","110","140","20","780","53571",30
"12068","450","400","220","130","140","0","1340","38750",70
"12070","190","170","110","80","90","20","660","45588",30
"12071","50","30","20","20","0","0","120","33333",0
"12072","400","340","190","160","140","0","1230","40809",80
"12074","430","350","240","190","280","40","1530","48929",70
"12075","480","360","210","160","250","60","1520","44444",40
"12076","210","130","90","60","80","0","570","39423",50
"12077","850","530","440","350","780","300","3250","63920",60
"12078","4290","2760","1370","710","720","100","9950","31205",470
"12083","620","410","330","220","270","30","1880","44512",80
"12084","550","540","480","370","420","90","2450","57031",40
