"ZIP","0_25000","25000_50000","50000_75000","75000_100000","100000_200000","200000_","nbrReturns","medianInc","jl_benef"
"12085","60","70","30","30","0","0","190","37500",0
"12086","270","240","170","120","140","0","940","45833",30
"12087","190","130","100","60","100","0","580","44231",30
"12090","1000","670","450","260","300","40","2720","38433",150
"12092","200","150","100","40","70","0","560","38333",40
"12093","260","160","110","60","80","0","670","36719",40
"12094","330","250","170","140","180","0","1070","45500",40
"12095","2050","1580","840","530","540","50","5590","36788",300
"12106","400","260","220","140","250","70","1340","51136",40
"12108","60","70","40","20","20","0","210","41071",0
"12110","2800","2220","1680","1230","1950","400","10280","51786",260
"12116","320","220","110","70","80","0","800","34091",40
"12117","570","450","200","150","150","20","1540","36111",100
"12118","2320","1720","1130","800","1420","300","7690","47166",310
"12120","90","60","40","40","50","0","280","45833",0
"12121","300","190","150","130","180","30","980","50000",40
"12122","720","520","310","170","190","0","1910","36298",120
"12123","750","620","450","310","410","80","2620","47581",110
"12125","260","200","110","60","60","30","720","37500",40
"12130","180","120","100","60","70","0","530","42708",0
"12131","40","30","0","30","0","0","100","33333",0
"12134","640","450","260","160","210","40","1760","38333",110
"12136","130","80","60","50","90","30","440","54167",0
"12137","260","210","150","120","140","0","880","46429",40
"12138","440","370","230","170","140","30","1380","41892",90
"12139","40","30","40","0","30","0","140","50000",0
"12140","230","190","150","120","200","30","920","56667",30
"12143","840","610","420","280","350","30","2530","42418",100
"12144","3210","2620","1860","1200","1470","210","10570","44800",380
"12147","70","60","40","50","50","0","270","53125",0
"12148","600","290","290","260","680","270","2390","76442",40
"12149","390","250","150","80","110","0","980","35000",70
"12150","140","100","80","60","70","0","450","46250",0
"12151","110","80","80","50","90","0","410","54688",0
"12153","110","90","80","70","110","0","460","59375",30
"12154","430","330","250","180","260","30","1480","48485",70
"12155","290","220","120","70","60","0","760","35227",40
"12156","100","100","80","60","80","0","420","53125",0
"12157","580","440","300","200","250","40","1810","43466",110
"12158","900","700","530","400","610","130","3270","51651",110
"12159","1120","630","520","390","1030","750","4440","72596",60
"12160","160","100","70","40","70","0","440","40000",30
"12164","110","70","40","30","30","0","280","35714",0
"12165","50","40","30","20","40","20","200","58333",0
"12166","230","190","110","50","70","0","650","37500",40
"12167","490","290","150","100","120","0","1150","32328",60
"12168","340","220","150","90","130","0","930","39205",60
"12169","60","60","0","20","30","0","170","35417",0
"12170","860","560","390","290","410","60","2570","43973",120
"12173","270","160","140","90","110","0","770","42969",40
"12175","120","80","60","40","40","0","340","40625",30
"12176","40","30","30","0","20","0","120","41667",0
"12180","8960","6230","3410","1990","2550","420","23560","36316",830
"12182","2730","1950","1030","670","700","60","7140","35769",350
"12183","470","490","220","110","90","0","1380","36224",60
"12184","970","690","470","360","610","160","3260","48913",80
"12185","330","230","150","90","170","20","990","42935",50
"12186","810","620","500","420","800","250","3400","63500",90
"12187","160","110","60","50","50","0","430","37500",30
"12188","1690","1510","950","670","990","170","5980","46523",230
"12189","3260","2750","1460","800","940","180","9390","38045",330
"12190","130","80","60","40","40","0","350","39062",0
"12192","290","170","110","80","110","0","760","38235",20
"12193","290","260","190","110","170","20","1040","47115",40
"12194","40","40","0","30","0","0","110","34375",0
"12196","450","310","230","190","340","80","1600","54348",50
"12197","340","260","140","100","110","0","950","37981",80
"12198","1190","860","660","460","790","170","4130","50568",120
"12202","2480","1320","390","130","110","0","4430","22329",160
"12203","4170","3410","2320","1460","2010","510","13880","45308",300
"12204","1160","1190","600","320","390","170","3830","40861",100
"12205","4500","3870","2690","1780","1980","190","15010","44412",400
"12206","3880","1930","630","280","280","50","7050","22713",230
"12207","420","200","70","30","40","0","760","22619",30
"12208","3270","2670","1620","960","1370","270","10160","41948",220
"12209","2040","1560","850","430","420","50","5350","35176",170
"12210","2250","1550","660","240","250","70","5020","29194",160
"12211","1530","950","820","680","1320","810","6110","67530",120
"12302","4020","3000","2270","1790","2790","420","14290","51377",380
"12303","5260","3530","2100","1420","2210","480","15000","40864",450
"12304","4280","2920","1490","800","820","80","10390","32834",340
"12305","920","600","250","110","90","0","1970","27708",70
"12306","4450","3610","2180","1400","1850","220","13710","41655",420
"12307","2050","730","150","40","20","0","2990","18232",100
"12308","2780","1770","810","420","430","70","6280","30085",220
"12309","3670","2470","2150","1800","3730","1290","15110","66453",320
"12401","6670","4080","2230","1390","1680","340","16390","34344",510
"12404","600","360","240","150","230","50","1630","39931",80
"12405","120","80","40","40","30","0","310","35938",0
"12406","150","80","50","0","30","0","310","26562",0
"12407","50","30","40","0","0","0","120","33333",0
"12409","190","80","50","50","60","50","480","40625",0
"12410","60","40","50","0","30","0","180","43750",0
"12411","90","60","40","40","30","0","260","41667",0
"12412","140","70","50","30","50","0","340","35714",0
"12413","550","380","200","110","140","0","1380","34211",60
"12414","1820","1190","700","390","480","90","4670","35819",190
"12418","100","60","40","30","30","0","260","37500",20
"12419","100","70","50","40","70","0","330","48214",0
"12421","50","40","20","20","20","0","150","40625",0
"12422","50","30","30","30","0","0","140","41667",0
"12423","190","110","70","40","60","0","470","35227",20
"12427","110","50","30","20","0","0","210","23864",0
"12428","1210","620","330","220","220","30","2630","29234",120
"12430","180","100","60","40","50","0","430","33750",0
"12431","260","170","120","80","100","0","730","40441",40
"12433","70","40","30","30","40","0","210","46875",0
"12434","160","80","50","20","20","0","330","26562",30
"12435","60","50","30","20","30","0","190","42500",0
"12439","90","30","40","0","30","0","190","29167",0
"12440","330","240","150","90","150","40","1000","42708",40
"12442","200","110","60","40","50","20","480","34091",20
"12443","560","390","330","260","410","90","2040","55303",60
"12444","60","40","30","0","30","0","160","37500",0
"12446","840","510","340","220","270","30","2210","37990",110
"12448","40","50","0","0","20","0","110","32500",0
"12449","620","410","250","180","190","20","1670","38110",60
"12451","280","210","130","80","110","0","810","39881",30
"12454","50","40","0","30","0","0","120","31250",0
"12455","300","190","110","70","80","0","750","34868",30
"12456","150","110","70","40","20","0","390","35227",0
"12457","120","60","60","0","50","0","290","35417",0
"12458","420","300","160","90","110","0","1080","35000",50
"12460","60","30","30","0","20","0","140","33333",0
"12461","270","180","100","90","100","30","770","40972",20
"12463","260","180","110","100","90","20","760","41667",30
"12464","180","90","70","40","50","0","430","34722",0
"12465","60","20","30","0","0","0","110","22917",0
"12466","510","410","270","170","230","30","1620","43293",40
"12468","230","120","60","50","50","0","510","30208",40
"12469","100","60","60","30","50","0","300","45833",0
"12470","80","60","30","20","30","0","220","37500",0
"12472","290","210","140","100","120","0","860","41667",20
"12473","160","100","70","40","60","0","430","38750",0
"12474","210","120","90","50","70","0","540","37500",30
"12477","3260","2110","1250","890","1140","210","8860","38863",320
"12480","110","60","60","0","30","0","260","33333",0
"12481","250","150","90","70","90","20","670","39167",30
"12482","140","100","50","20","20","0","330","31250",0
"12484","440","290","200","170","250","90","1440","49138",40
"12485","200","110","80","30","60","0","480","34091",30
"12486","210","150","120","110","150","0","740","52083",20
"12487","510","330","200","170","210","30","1450","41288",40
"12491","360","210","140","110","150","30","1000","41667",50
"12492","40","40","0","40","0","0","120","37500",0
"12494","110","90","60","30","50","0","340","41667",0
"12495","40","40","0","20","40","0","140","43750",0
"12496","290","150","90","60","80","20","690","34167",40
"12498","800","390","320","230","410","190","2340","48718",40
"12501","360","260","160","100","140","30","1050","40865",30
"12502","130","110","90","50","60","20","460","47727",0
"12503","100","60","30","30","60","0","280","41667",0
"12508","2830","2040","1350","930","1310","220","8680","43505",270
"12513","160","130","110","70","110","30","610","53409",0
"12514","370","210","190","160","320","100","1350","62500",30
"12515","310","180","110","90","100","20","810","38194",30
"12516","250","180","110","80","90","20","730","40972",0
"12517","80","50","40","0","40","0","210","37500",0
"12518","920","530","400","320","590","240","3000","53125",100
"12520","430","290","230","180","420","140","1690","63587",40
"12521","250","180","130","60","110","30","760","43056",30
"12522","760","570","340","230","280","50","2230","40570",100
"12523","300","220","150","100","110","0","880","40909",40
"12524","2140","1480","1230","950","1700","430","7930","57012",230
"12525","540","370","300","210","300","90","1810","49662",70
"12526","620","420","270","190","250","80","1830","42560",60
"12528","2110","1420","1000","780","1160","220","6690","46743",240
"12529","420","270","150","100","150","60","1150","39352",50
"12531","430","290","200","180","350","120","1570","58125",60
"12533","3450","1970","1490","1370","3010","1240","12530","64178",380
"12534","3150","2080","1050","620","670","160","7730","33594",240
"12538","2130","1470","950","770","1120","160","6600","44898",230
"12540","1090","540","430","370","910","390","3730","63663",110
"12542","900","670","420","330","530","120","2970","46828",130
"12543","470","410","270","170","200","0","1520","42683",50
"12545","660","450","290","230","370","190","2190","49167",60
"12546","520","350","200","120","150","50","1390","37500",60
"12547","460","300","240","160","250","70","1480","48333",60
"12548","260","160","130","90","160","0","800","46875",50
"12549","1530","920","690","550","1090","260","5040","52536",170
"12550","10640","5960","2990","2100","3070","670","25430","33704",870
"12553","4040","2890","1900","1260","2260","430","12780","45329",460
"12561","2480","1410","950","750","1300","400","7290","45656",230
"12563","1170","600","480","350","700","240","3540","50000",120
"12564","970","670","450","350","740","250","3430","54167",90
"12565","330","220","110","60","60","0","780","31818",30
"12566","1610","1060","720","630","900","130","5050","46580",230
"12567","410","330","210","130","160","60","1300","43182",40
"12569","1570","1050","700","560","1000","280","5160","49048",180
"12570","920","560","400","370","940","260","3450","65312",110
"12571","1440","910","640","480","860","260","4590","48489",120
"12572","1240","850","630","480","840","390","4430","54960",90
"12575","320","180","130","130","290","90","1140","63462",40
"12577","310","180","120","130","240","70","1050","57292",40
"12578","320","210","160","120","240","70","1120","54688",40
"12580","570","330","240","240","350","120","1850","52604",50
"12581","290","220","160","110","160","60","1000","48864",30
"12582","600","370","280","280","580","180","2290","65625",70
"12583","400","260","140","120","150","40","1110","39904",30
"12585","130","80","50","50","100","30","440","55000",0
"12586","2080","1380","880","620","1070","150","6180","43297",260
"12589","2280","1280","960","680","1180","210","6590","44824",270
"12590","5460","3620","2710","2120","3560","770","18240","50369",550
"12592","170","170","90","70","80","0","580","42647",0
"12594","660","420","300","210","310","50","1950","43750",90
"12601","7710","4510","2240","1290","1760","330","17840","31707",520
"12603","6340","4250","3030","2300","4210","1020","21150","49912",580
"12701","2230","1210","510","280","280","70","4580","26240",170
"12719","150","90","70","50","70","0","430","43056",0
"12720","60","0","30","0","20","0","110","22917",0
"12721","970","660","440","320","490","70","2950","44129",140
"12723","260","180","90","60","90","20","700","37500",30
"12725","50","40","30","0","30","0","150","40625",0
"12726","170","100","70","60","80","0","480","42500",20
"12729","320","220","130","70","90","0","830","35795",40
"12732","140","70","50","40","70","0","370","41071",20
"12733","120","70","30","20","0","0","240","25000",0
"12734","200","180","80","40","50","0","550","35417",0
"12737","300","170","110","110","120","20","830","41912",40
"12738","40","40","0","30","0","0","110","34375",0
"12740","310","190","150","120","120","20","910","44079",30
"12741","60","30","20","30","0","0","140","33333",0
"12742","60","50","20","20","0","0","150","32500",0
"12743","50","40","30","0","20","0","140","37500",0
"12746","220","130","100","50","70","0","570","37500",30
"12747","330","200","100","70","90","0","790","33125",30
"12748","330","220","140","90","150","0","930","40341",30
"12751","200","110","50","30","20","0","410","26136",0
"12752","40","40","20","30","0","0","130","40625",0
"12754","1250","750","330","190","250","50","2820","30333",80
"12758","680","420","220","150","200","20","1690","34821",80
"12759","380","170","70","40","40","0","700","23026",30
"12760","90","50","30","40","0","0","210","32500",0
"12762","100","70","30","20","40","0","260","35714",0
"12763","120","90","60","30","40","0","340","38889",0
"12764","290","160","90","70","110","0","720","35938",30
"12765","140","100","70","60","80","0","450","46250",0
"12766","90","30","20","20","0","0","160","22222",0
"12768","170","110","60","50","50","0","440","36364",20
"12771","2640","1420","820","560","760","100","6300","33979",260
"12775","360","250","170","160","240","80","1260","52941",30
"12776","310","200","130","70","110","0","820","37500",20
"12777","90","60","50","50","60","20","330","57500",0
"12779","490","310","110","60","80","0","1050","27823",30
"12780","420","230","160","140","180","0","1130","40761",40
"12783","220","160","90","50","80","0","600","37500",20
"12786","110","70","50","30","60","0","320","42857",0
"12787","70","60","40","30","30","0","230","43750",0
"12788","360","250","130","90","120","0","950","36500",30
"12789","310","200","110","40","90","0","750","33125",30
"12790","770","570","360","230","260","40","2230","40132",90
"12791","110","70","40","40","50","0","310","41071",0
"12792","80","40","30","30","20","0","200","37500",0
"12801","3200","2050","1030","610","610","100","7600","32317",320
"12803","1640","1140","610","430","460","30","4310","36294",160
"12804","4920","2860","1940","1410","2170","540","13840","42483",480
"12808","50","30","30","30","30","0","170","54167",0
"12809","550","440","240","180","200","0","1610","39489",70
"12810","140","90","40","20","20","0","310","29167",30
"12812","40","30","0","30","0","0","100","33333",0
"12814","400","210","100","80","120","50","960","34524",90
"12815","150","140","80","50","70","0","490","41964",30
"12816","740","520","340","210","230","40","2080","39423",100
"12817","400","280","170","110","130","30","1120","39286",90
"12819","60","50","0","20","0","0","130","27500",0
"12821","50","40","30","20","0","0","140","37500",0
"12822","1040","780","420","300","270","0","2810","36699",160
"12823","40","30","40","0","20","0","130","45833",0
"12824","150","90","60","40","70","20","430","43056",30
"12827","670","480","320","210","190","30","1900","39583",110
"12828","1780","1290","750","420","480","40","4760","36628",250
"12831","2700","1660","1180","960","1710","370","8580","48946",280
"12832","1120","700","450","250","240","20","2780","34643",170
"12833","710","520","310","220","380","130","2270","45433",90
"12834","1130","750","470","360","440","70","3220","41000",150
"12835","470","300","220","150","140","0","1280","39167",70
"12836","100","90","30","20","50","0","290","37500",30
"12837","140","110","50","30","30","0","360","34091",20
"12838","110","80","50","30","40","0","310","39062",20
"12839","2570","1780","940","560","420","40","6310","33216",340
"12842","220","160","100","70","60","0","610","38281",60
"12843","100","70","70","0","30","0","270","37500",0
"12844","30","30","30","0","50","0","140","58333",0
"12845","1060","540","330","230","350","120","2630","36806",150
"12846","590","410","260","160","170","0","1590","37500",110
"12847","130","100","60","30","40","0","360","37500",20
"12849","120","70","30","40","40","0","300","35714",0
"12850","390","330","220","160","220","60","1380","47727",60
"12851","70","40","20","20","0","0","150","28125",20
"12852","60","40","40","20","30","0","190","46875",20
"12853","280","150","90","60","60","0","640","31667",50
"12855","40","40","20","20","0","0","120","37500",0
"12857","120","70","40","30","30","0","290","33929",0
"12859","310","230","160","110","180","0","990","45109",50
"12860","150","120","40","30","30","0","370","32292",20
"12861","100","60","40","30","60","0","290","43750",20
"12863","110","90","50","40","70","0","360","44444",0
"12865","610","400","250","150","140","30","1580","36250",60
"12866","5630","3980","2640","2060","3620","1700","19630","51941",500
"12870","300","220","120","70","60","20","790","35795",20
"12871","690","470","300","230","260","40","1990","41223",70
"12873","120","80","70","30","50","0","350","42188",0
"12878","140","90","40","40","0","0","310","29167",0
"12883","930","540","350","200","230","30","2280","34722",160
"12885","970","570","290","180","170","20","2200","30702",190
"12886","50","40","0","30","0","0","120","31250",0
"12887","870","600","340","210","180","0","2200","34583",150
"12901","5850","3670","1970","1240","1400","300","14430","34298",660
"12903","210","200","170","100","140","0","820","50000",40
"12910","270","210","110","80","60","0","730","36310",60
"12912","380","280","150","90","80","0","980","34821",70
"12913","200","140","70","80","60","0","550","38393",20
"12914","140","90","50","30","20","0","330","31944",0
"12916","380","240","150","90","50","0","910","32812",70
"12917","220","160","100","70","50","0","600","37500",30
"12918","370","300","180","130","160","0","1140","41667",50
"12919","610","360","240","150","180","0","1540","36111",80
"12920","340","260","180","100","130","0","1010","40865",40
"12921","440","290","180","140","160","30","1240","40517",60
"12923","90","60","30","20","20","0","220","33333",0
"12926","370","270","120","70","60","0","890","31944",60
"12928","330","240","140","90","110","0","910","38021",70
"12930","120","70","50","40","0","0","280","32143",0
"12932","240","170","100","70","70","0","650","37500",30
"12934","140","110","70","50","30","0","400","38636",0
"12935","220","180","110","70","80","0","660","40278",30
"12936","130","80","40","40","50","0","340","37500",0
"12937","270","140","80","40","60","0","590","29464",30
"12941","240","180","100","70","70","0","660","37500",40
"12942","100","80","50","40","60","0","330","45312",0
"12943","80","50","30","30","30","0","220","40000",0
"12944","750","490","260","170","140","20","1830","33418",140
"12945","110","80","60","40","40","0","330","42188",0
"12946","1030","720","380","210","290","120","2750","36979",80
"12950","140","80","50","40","30","0","340","34375",20
"12952","90","80","40","20","20","0","250","35938",0
"12953","2000","1130","700","430","450","80","4790","33739",260
"12955","70","40","30","30","0","0","170","34375",0
"12956","190","140","80","50","30","0","490","34821",40
"12957","330","200","110","50","30","0","720","28750",70
"12958","300","220","110","110","90","0","830","38068",50
"12959","230","170","100","60","60","0","620","36765",40
"12960","170","130","80","40","60","0","480","38462",40
"12961","40","30","20","20","0","0","110","37500",0
"12962","800","620","420","300","430","50","2620","45565",110
"12965","100","60","30","30","0","0","220","29167",30
"12966","490","320","210","100","90","0","1210","33984",70
"12967","180","130","70","40","40","0","460","34615",30
"12969","70","50","30","30","0","0","180","35000",0
"12970","50","50","20","30","0","0","150","37500",0
"12972","940","660","490","330","510","70","3000","46212",150
"12974","260","180","100","60","60","0","660","34722",50
"12978","80","40","30","40","0","0","190","34375",20
"12979","440","300","180","130","160","0","1210","38750",60
"12980","220","140","90","50","40","0","540","33929",50
"12981","360","280","180","130","150","0","1100","41964",80
"12983","1360","890","520","310","420","90","3590","37219",130
"12985","180","130","70","50","40","0","470","35577",30
"12986","850","740","510","250","250","30","2630","40709",90
"12987","50","30","20","30","0","0","130","37500",0
"12989","130","110","80","60","60","0","440","45455",30
"12992","830","650","350","220","250","0","2300","37308",130
"12993","260","180","130","70","120","0","760","41667",30
"12996","360","250","130","90","90","0","920","35000",50
"12997","230","140","70","50","80","0","570","34821",30
"12998","100","60","30","30","0","0","220","29167",20
"13021","7420","4440","2750","1610","1960","350","18530","35389",870
"13026","190","150","120","70","110","0","640","46667",30
"13027","5020","3550","2480","1820","3070","780","16720","48521",510
"13028","210","140","110","60","60","0","580","39286",50
"13029","1120","750","510","430","600","120","3530","46500",150
"13030","690","550","330","170","240","40","2020","39545",100
"13031","2510","1830","1330","910","1490","350","8420","48224",230
"13032","2270","1540","890","540","580","80","5900","36039",360
"13033","600","440","300","190","200","0","1730","40057",90
"13034","300","210","130","100","140","0","880","41667",40
"13035","1200","660","490","440","700","370","3860","53571",100
"13036","1520","1120","650","450","460","50","4250","38504",260
"13037","1440","1000","640","440","660","120","4300","42750",170
"13039","2700","1680","1280","1030","1760","340","8790","50293",290
"13040","460","320","190","100","110","0","1180","35156",150
"13041","1600","1200","910","740","1010","130","5590","49896",210
"13042","340","270","180","110","110","0","1010","40278",70
"13044","410","320","200","120","180","0","1230","41016",80
"13045","4540","2900","1660","990","1230","210","11530","35560",530
"13052","270","240","120","100","100","0","830","40104",70
"13053","760","510","330","220","330","60","2210","41912",80
"13054","250","190","130","80","60","0","710","38816",50
"13057","2700","2070","1230","760","950","140","7850","39795",310
"13060","500","350","200","130","180","30","1390","38929",50
"13061","140","120","90","60","80","0","490","46875",30
"13063","290","180","120","90","190","30","900","47222",40
"13066","1740","1020","840","680","1350","880","6510","64732",130
"13068","840","640","420","270","300","50","2520","41406",110
"13069","4310","2820","1530","920","960","100","10640","33954",760
"13071","180","110","80","40","50","0","460","36364",0
"13072","160","120","50","30","20","0","380","31250",30
"13073","1070","800","490","300","360","40","3060","39375",130
"13074","770","500","310","170","180","0","1930","34750",170
"13076","390","280","160","120","150","0","1100","39286",60
"13077","1140","830","500","310","380","70","3230","39307",190
"13078","1270","700","560","430","920","640","4520","62946",100
"13080","600","420","300","170","220","20","1730","40774",100
"13081","140","120","90","60","90","0","500","47917",0
"13082","820","620","320","250","280","20","2310","38508",110
"13083","300","180","140","80","90","0","790","38194",70
"13084","670","490","350","250","330","90","2180","46429",100
"13088","3890","3440","2100","1160","1270","170","12030","40443",390
"13090","4990","3620","2470","1740","2570","380","15770","44993",510
"13092","410","310","160","120","130","0","1130","37500",60
"13101","460","320","180","120","100","0","1180","35156",110
"13103","90","40","30","0","0","0","160","22222",0
"13104","2260","1160","870","700","1630","1170","7790","63649",170
"13108","960","610","440","360","630","120","3120","49590",100
"13110","330","260","190","140","170","40","1130","47596",40
"13111","310","190","130","60","40","0","730","32237",60
"13112","320","210","130","90","160","20","930","42262",40
"13114","1050","740","410","300","400","40","2940","39189",210
"13116","580","430","270","220","260","30","1790","43314",60
"13118","830","630","400","260","250","30","2400","39683",160
"13120","420","320","180","90","70","0","1080","34375",70
"13122","180","130","80","50","90","0","530","41346",0
"13126","5470","3230","2100","1420","1910","290","14420","38467",940
"13131","620","490","250","160","200","0","1720","37245",120
"13132","690","470","270","200","240","30","1900","38830",110
"13135","1190","720","460","290","400","60","3120","37847",180
"13136","90","60","30","20","0","0","200","29167",0
"13140","820","520","310","180","160","0","1990","33413",150
"13141","130","100","50","30","40","0","350","36250",30
"13142","1090","690","420","260","330","40","2830","36775",200
"13143","440","290","170","120","110","0","1130","35776",90
"13144","210","150","70","50","50","0","530","34167",50
"13145","320","230","130","90","100","0","870","37500",70
"13146","340","250","180","80","60","0","910","36500",50
"13147","150","150","70","60","60","0","490","40833",20
"13148","2000","1170","720","440","550","80","4960","35256",220
"13152","1210","660","510","410","770","510","4070","58088",110
"13155","100","100","40","20","30","0","290","36250",20
"13156","280","170","140","90","120","0","800","42647",60
"13158","270","190","80","70","50","0","660","32895",50
"13159","800","550","360","260","490","120","2580","47273",110
"13160","330","250","140","100","130","0","950","39500",40
"13164","380","260","170","160","260","30","1260","49038",40
"13165","2070","1370","750","440","410","40","5080","33577",260
"13166","880","720","440","270","260","20","2590","39410",150
"13167","550","450","210","150","200","30","1590","38611",100
"13202","1000","370","190","90","90","50","1790","22375",40
"13203","3310","1750","590","280","310","120","6360","24018",170
"13204","4500","2220","730","280","200","40","7970","22139",300
"13205","4010","1990","770","330","240","30","7370","22974",270
"13206","3630","2690","1120","550","430","40","8460","30576",360
"13207","2670","1670","800","450","390","60","6040","30240",250
"13208","5250","2620","920","400","260","0","9450","22500",370
"13209","2610","1880","1050","600","570","70","6780","35372",250
"13210","3250","1440","660","370","470","100","6290","24192",180
"13211","1390","1100","490","220","110","0","3310","31023",160
"13212","3770","2970","1730","1060","1020","110","10660","38131",390
"13214","1250","720","560","410","690","150","3780","47222",70
"13215","2180","1190","930","750","1600","510","7160","55645",200
"13219","2620","2000","1430","910","1200","140","8300","44125",250
"13224","1670","910","490","350","580","240","4240","37363",110
"13302","310","170","90","60","40","0","670","28676",60
"13303","180","130","90","70","80","0","550","43269",30
"13304","280","200","130","90","170","40","910","46875",30
"13308","580","420","260","130","140","0","1530","36012",90
"13309","1020","700","410","260","230","30","2650","35893",220
"13310","100","90","50","30","20","0","290","37500",20
"13314","90","50","30","30","0","0","200","30000",0
"13315","260","170","90","60","60","0","640","33824",40
"13316","1080","810","440","260","250","30","2870","35957",200
"13317","650","430","290","150","170","0","1690","36337",120
"13318","230","200","90","60","60","0","640","36250",50
"13319","170","150","60","30","40","0","450","34167",20
"13320","350","260","130","80","90","0","910","35096",50
"13322","200","140","100","50","70","0","560","39286",30
"13323","1530","990","740","510","770","250","4790","46843",130
"13324","310","250","170","80","80","0","890","38500",80
"13325","180","120","70","30","40","0","440","33333",40
"13326","890","530","370","230","360","210","2590","44104",100
"13327","360","290","180","90","70","0","990","36638",120
"13328","200","150","80","50","80","0","560","38333",30
"13329","650","440","270","150","100","0","1610","33807",140
"13331","50","30","30","0","20","0","130","37500",0
"13332","430","320","160","90","100","0","1100","34375",60
"13334","190","140","100","50","50","0","530","38393",40
"13335","270","200","90","70","70","0","700","35000",30
"13337","160","90","60","40","50","30","430","40278",0
"13338","220","160","110","50","50","0","590","36719",40
"13339","1110","730","360","200","200","0","2600","31507",170
"13340","1410","1000","530","370","360","40","3710","36125",200
"13343","270","210","120","80","80","0","760","38095",80
"13346","590","400","270","210","340","130","1940","48750",70
"13348","220","170","110","60","80","0","640","39706",0
"13350","1690","1030","550","300","330","30","3930","31675",220
"13354","550","360","270","180","220","20","1600","42361",50
"13355","160","110","60","30","40","0","400","34091",30
"13357","1840","1330","750","410","380","30","4740","34962",300
"13360","100","40","40","0","30","0","210","28125",20
"13361","120","80","40","50","0","0","290","32812",0
"13363","390","280","170","110","150","0","1100","39286",70
"13365","1520","940","540","320","330","30","3680","33511",210
"13367","1340","960","580","330","360","60","3630","37370",290
"13368","230","150","70","40","50","0","540","31667",60
"13402","260","200","80","50","70","0","660","33750",40
"13403","890","490","380","260","400","70","2490","43112",70
"13406","100","80","40","30","30","0","280","37500",20
"13407","920","690","410","220","190","0","2430","35688",120
"13408","400","300","160","120","120","0","1100","37500",70
"13409","420","290","180","120","90","0","1100","36207",70
"13411","540","380","190","100","110","0","1320","32895",70
"13413","2310","1510","1170","850","1370","570","7780","51496",200
"13416","310","260","160","110","130","0","970","41827",100
"13417","670","550","240","150","140","0","1750","34318",60
"13420","300","190","130","90","80","30","820","39474",50
"13421","2600","1670","870","490","610","120","6360","33683",270
"13424","350","290","180","100","160","0","1080","41379",30
"13425","360","240","160","70","80","0","910","34896",80
"13428","230","170","110","50","60","0","620","36765",40
"13431","300","210","150","100","150","0","910","43452",50
"13433","340","180","110","60","40","0","730","28472",80
"13437","70","50","40","30","0","0","190","37500",0
"13438","520","460","290","180","200","30","1680","42391",90
"13439","670","490","260","150","130","20","1720","34694",160
"13440","7020","4820","2720","1670","1760","230","18220","35840",730
"13450","60","20","20","30","0","0","130","31250",0
"13452","780","540","290","160","130","0","1900","32870",160
"13454","130","90","60","40","30","0","350","37500",50
"13456","690","450","300","220","300","50","2010","42500",90
"13459","350","240","170","90","80","0","930","36979",70
"13460","830","580","320","170","180","20","2100","34483",100
"13461","530","360","260","220","230","30","1630","44792",50
"13464","210","150","80","30","20","0","490","30833",0
"13468","90","60","40","20","30","0","240","37500",0
"13469","110","100","50","50","70","0","380","45000",0
"13470","110","90","50","40","0","0","290","34722",30
"13471","600","380","210","100","110","0","1400","31579",100
"13473","110","110","50","40","30","0","340","38636",30
"13476","610","430","240","150","170","20","1620","36628",80
"13477","250","150","100","50","70","0","620","35000",40
"13478","460","400","250","170","160","0","1440","41250",70
"13480","540","440","230","160","180","0","1550","38352",110
"13483","50","50","0","20","0","0","120","30000",0
"13485","190","110","80","30","30","0","440","31818",30
"13486","140","90","70","40","50","0","390","40278",0
"13488","60","30","50","0","0","0","140","33333",0
"13489","100","80","50","30","20","0","280","37500",30
"13490","230","180","110","90","80","0","690","40972",30
"13491","600","470","260","160","190","0","1680","37766",140
"13492","1910","1420","920","660","930","180","6020","44366",160
"13493","330","260","120","80","50","0","840","33654",70
"13494","70","40","40","0","0","0","150","28125",0
"13495","410","310","190","100","70","0","1080","35484",30
"13501","7960","3840","1420","710","900","180","15010","23571",510
"13502","6330","3770","1880","1010","980","110","14080","29708",520
"13601","7030","4370","2190","1200","1350","300","16440","31808",740
"13603","1120","1790","550","200","100","0","3760","35615",60
"13605","750","470","280","200","250","30","1980","37766",100
"13606","440","280","200","130","170","0","1220","40179",60
"13607","430","240","150","100","90","20","1030","33854",160
"13608","220","160","110","60","60","0","610","38281",90
"13612","440","330","210","130","140","0","1250","39015",60
"13613","420","250","150","100","100","0","1020","34000",60
"13614","60","30","30","0","0","0","120","25000",0
"13616","270","270","110","40","30","0","720","33333",30
"13617","1260","920","600","410","520","90","3800","42391",160
"13618","310","190","140","90","120","0","850","40132",50
"13619","1610","1210","680","350","380","50","4280","35950",240
"13620","320","240","140","90","70","0","860","36458",70
"13621","120","60","40","30","30","0","280","33333",30
"13622","380","250","160","110","140","0","1040","39000",50
"13624","820","490","330","220","290","50","2200","39286",230
"13625","300","220","150","100","130","0","900","42045",70
"13626","340","250","170","90","100","0","950","38500",70
"13630","200","140","90","50","30","0","510","34821",20
"13634","650","430","290","210","250","0","1830","40407",100
"13635","170","100","70","40","30","0","410","33750",40
"13636","60","50","40","0","0","0","150","32500",0
"13637","710","700","290","150","120","0","1970","34821",90
