STATE	ZIP	N1	N2	A00100	N02300
NY	10803	6020	12870	1421767	140
NY	10804	7130	14510	1689650	120
NY	10805	9290	16270	622217	380
NY	10901	11510	22790	1336280	340
NY	10913	2590	5150	366909	80
NY	10916	2160	4340	204727	60
NY	10917	1000	2040	93431	30
NY	10918	5510	10540	456127	180
NY	10919	600	1120	38529	20
NY	10920	4500	8600	387742	150
NY	10921	2120	4070	159690	80
NY	10923	4830	8750	308876	180
NY	10924	6190	11830	566636	140
NY	10925	2500	4420	172293	120
NY	10926	1950	3570	139142	50
NY	10927	6090	11330	254559	320
NY	10928	2290	3900	124952	80
NY	10930	4390	8900	393156	160
NY	10931	480	900	25926	30
NY	10940	24100	46390	1334283	750
NY	10941	7050	13160	451303	200
NY	10950	17740	50690	1328335	430
NY	10952	12510	43610	1163672	210
NY	10954	12420	22970	1050971	380
NY	10956	16060	31690	1899794	460
NY	10958	1640	3220	119240	50
NY	10960	7820	13450	822933	230
NY	10962	2600	4990	285743	70
NY	10963	1210	2410	76015	40
NY	10964	770	1420	168586	30
NY	10965	7820	14920	776019	260
NY	10968	1310	2130	207197	40
NY	10969	630	1220	42606	30
NY	10970	5150	9570	433725	180
NY	10973	1110	2130	81595	30
NY	10974	1590	3030	143754	50
NY	10975	170	280	9263	0
NY	10976	840	1410	60285	0
NY	10977	24900	63270	1302576	500
NY	10980	7150	13230	586639	280
NY	10983	2950	5820	296235	80
NY	10984	1300	2500	109679	50
NY	10985	170	330	11427	0
NY	10986	910	1730	81208	20
NY	10987	1960	3670	413197	60
NY	10989	4980	9120	458517	180
NY	10990	9760	18600	918284	340
NY	10992	4720	8980	362731	140
NY	10993	2560	4630	116619	90
NY	10994	3830	7430	471685	100
NY	10996	1220	3280	86451	0
NY	10998	1550	3180	119265	50
NY	11001	13830	26970	1225000	390
NY	11003	23980	44160	1255257	750
NY	11004	6750	12390	456433	140
NY	11005	1430	1830	209641	0
NY	11010	12610	23400	939806	370
NY	11020	3100	6230	560436	40
NY	11021	9330	17310	1611126	160
NY	11023	3910	8930	800432	40
NY	11024	3150	6710	1257973	30
NY	11030	8680	18210	3180704	130
NY	11040	21230	42610	2134915	450
NY	11050	15010	29680	2955139	360
NY	11096	3940	7670	160452	150
NY	11101	17040	28280	1296955	510
NY	11102	19570	31820	1039880	650
NY	11103	21380	33520	1123475	710
NY	11104	15350	25670	879475	480
NY	11105	19830	32260	1159638	660
NY	11106	22370	35830	1186459	760
NY	11109	3660	5600	606704	70
NY	11201	30900	49500	6001817	760
NY	11203	37620	64970	1465816	1140
NY	11204	33400	76700	1769965	910
NY	11205	18800	38330	1201282	630
NY	11206	37000	70670	1387043	1260
NY	11207	43450	78830	1392798	1590
NY	11208	44120	85530	1346618	1440
NY	11209	34570	62070	2547282	970
NY	11210	29890	58560	2153702	920
NY	11211	31310	54880	2239403	900
NY	11212	38670	71850	1170373	1360
NY	11213	29630	54280	1136714	940
NY	11214	40520	80680	1725963	1200
NY	11215	33640	57840	4564364	1040
NY	11216	29290	43790	1396687	1010
NY	11217	18510	29350	2288512	580
NY	11218	33090	71050	1877832	830
NY	11219	34420	94890	1418295	550
NY	11220	54270	111430	1544451	970
NY	11221	38590	63630	1435622	1310
NY	11222	22510	32690	1555298	860
NY	11223	32780	67530	2339904	930
NY	11224	20130	36070	808226	680
NY	11225	30540	50680	1391230	1010
NY	11226	52270	89750	2012944	1780
NY	11228	19350	38150	1166685	490
NY	11229	36270	71470	2154922	1010
NY	11230	35330	77620	2461792	900
NY	11231	16930	30180	2306505	620
NY	11232	13110	25010	534734	330
NY	11233	31310	54720	1192551	1120
NY	11234	42430	79070	2711066	1270
NY	11235	38240	69930	2202850	1070
NY	11236	47900	84350	2051880	1610
NY	11237	24020	39670	864574	740
NY	11238	30260	45910	2577655	1030
NY	11239	6950	11980	271820	240
NY	11354	30070	52240	1097065	490
NY	11355	50680	90920	1416037	690
NY	11356	12390	24010	562464	370
NY	11357	19760	37080	1651987	520
NY	11358	18820	35170	1088129	410
NY	11360	10000	17360	920580	220
NY	11361	13770	25800	936430	350
NY	11362	8720	16430	700245	190
NY	11363	3380	6400	442691	60
NY	11364	17540	33810	1192423	400
NY	11365	21010	40550	1189203	650
NY	11366	6830	13390	471701	140
NY	11367	18730	38200	1077004	460
NY	11368	48920	100270	1409571	1080
NY	11369	17780	34610	641407	540
NY	11370	13300	25770	594550	360
NY	11372	35250	65030	1558394	960
NY	11373	51230	97860	1720962	1020
NY	11374	22870	40580	1414758	640
NY	11375	35770	63430	3299953	970
NY	11377	45730	84100	1889692	1180
NY	11378	17530	33470	949952	630
NY	11379	17690	32860	1225777	580
NY	11385	49110	90970	2187929	1780
NY	11411	10810	17930	545756	300
NY	11412	19100	32970	825438	550
NY	11413	21720	37120	1030474	580
NY	11414	13240	23540	925561	490
NY	11415	9610	17130	619425	310
NY	11416	12170	24480	422547	460
NY	11417	14730	28750	641856	520
NY	11418	17670	34440	738721	520
NY	11419	23200	44380	795925	540
NY	11420	22930	43510	929654	630
NY	11421	20240	38570	808117	750
NY	11422	16500	28400	796267	500
NY	11423	15190	28290	725670	380
NY	11426	9290	17860	569266	190
NY	11427	11700	22080	681026	270
NY	11428	9940	18820	466530	250
NY	11429	13190	22950	563820	350
NY	11430	160	230	8038	0
NY	11432	28280	56310	1323041	620
NY	11433	16280	30750	580551	480
NY	11434	32380	55670	1359395	940
NY	11435	26220	49620	1069984	700
NY	11436	9540	17450	383808	270
NY	11501	10890	19150	847655	290
NY	11507	3780	7610	469800	70
NY	11509	1330	2290	270843	20
NY	11510	17920	32870	1329297	540
NY	11514	2570	4590	202383	60
NY	11516	3370	7990	436636	80
NY	11518	5600	10240	631254	150
NY	11520	23960	42530	1219383	890
NY	11530	14510	28860	3682226	240
NY	11542	13400	23880	1075521	420
NY	11545	6060	11620	2029618	100
NY	11548	670	1270	127856	0
NY	11550	28850	52300	1183723	1080
NY	11552	12900	24880	1005305	360
NY	11553	14550	25970	607719	510
NY	11554	19770	37020	1585623	550
NY	11557	4100	8080	810787	70
NY	11558	4240	7560	310633	150
NY	11559	3860	8450	1028305	70
NY	11560	3430	6320	1092707	60
NY	11561	19500	31560	1889101	620
NY	11563	11520	21470	1018393	310
NY	11565	4810	8900	494418	120
NY	11566	18420	35900	2212677	450
NY	11568	1710	3240	1094099	0
NY	11570	14400	27160	2067497	310
NY	11572	16070	30290	1507580	490
NY	11575	9130	16430	356005	320
NY	11576	6340	12540	1757504	70
NY	11577	6010	12260	1083263	100
NY	11579	2640	4910	378502	50
NY	11580	22110	41510	1434837	650
NY	11581	10740	21490	930590	280
NY	11590	25420	46820	1695712	770
NY	11596	5480	10700	647242	130
NY	11598	5920	14000	1104284	110
NY	11691	22420	46310	895614	660
NY	11692	8650	16700	347070	320
NY	11693	5700	10360	280162	200
NY	11694	8800	15740	862661	260
NY	11697	2040	3740	208520	40
NY	11701	14660	25360	823757	490
NY	11702	7730	13780	804170	240
NY	11703	9310	16530	611035	320
NY	11704	20920	37590	1270838	820
NY	11705	4070	7800	437664	90
NY	11706	32720	61130	1822772	1310
NY	11709	3580	6420	361046	100
NY	11710	18030	34190	1740436	470
NY	11713	5460	10260	347147	220
NY	11714	12420	22770	946490	380
NY	11715	2370	4440	221958	60
NY	11716	5550	10000	425988	190
NY	11717	32570	62310	1174267	1410
NY	11718	1760	3360	256731	40
NY	11719	1590	2850	147746	40
NY	11720	14730	27560	1045102	520
NY	11721	3330	6310	506607	80
NY	11722	19010	35510	793446	830
NY	11724	1680	3400	491380	30
NY	11725	14800	28920	1552185	420
NY	11726	11030	19870	505512	430
NY	11727	14640	26240	911740	620
NY	11729	14970	27300	933170	540
NY	11730	7370	13780	689094	250
NY	11731	15400	29720	1451792	460
NY	11732	1850	3420	266565	50
NY	11733	8670	17080	2687583	130
NY	11735	17570	31420	1446009	470
NY	11738	8310	16060	562049	360
NY	11740	4650	9040	512656	120
NY	11741	14480	26800	1100810	560
NY	11742	6810	12710	518672	280
NY	11743	22200	40850	3568280	540
NY	11746	33720	64640	3460863	1090
NY	11747	10730	20620	2126471	230
NY	11749	1820	3210	110182	80
NY	11751	7630	13860	655550	280
NY	11752	5320	9640	362969	190
NY	11753	6550	13670	1510805	90
NY	11754	9620	18020	864904	270
NY	11755	6200	11530	538791	200
NY	11756	23030	42530	1639238	740
NY	11757	23610	42700	1465153	1040
NY	11758	28990	53360	2786398	800
NY	11762	11820	22720	1169242	370
NY	11763	14660	27060	922480	620
NY	11764	6350	12640	657242	180
NY	11765	330	570	256882	0
NY	11766	6180	12300	753358	150
NY	11767	7290	14220	714239	210
NY	11768	11100	21220	1598614	240
NY	11769	5070	8750	451883	150
NY	11771	5190	9460	1471936	110
NY	11772	22540	40210	1381206	810
NY	11776	12220	22880	839149	480
NY	11777	4740	8530	802950	110
NY	11778	6080	11730	455929	240
NY	11779	19430	36440	1310938	720
NY	11780	7790	14770	1835203	160
NY	11782	8100	15080	778518	240
NY	11783	11230	20990	1020777	320
NY	11784	12480	23450	749865	570
NY	11786	3120	6340	312730	80
NY	11787	17230	33510	1973024	470
NY	11788	8690	16510	880702	240
NY	11789	3730	7150	253940	160
NY	11790	6750	12860	820463	160
NY	11791	12250	25660	2628380	240
NY	11792	4280	8340	417448	130
NY	11793	16880	32350	1633322	490
NY	11795	13160	24760	1235309	410
NY	11796	1900	3600	156315	40
NY	11797	4590	8620	1225245	70
NY	11798	8440	16130	359807	310
NY	11801	21810	40280	1458611	660
NY	11803	14290	28870	1905666	340
NY	11804	2540	5100	336153	60
NY	11901	13000	23220	668663	490
NY	11933	3540	6260	273053	90
NY	11934	4000	7930	331693	150
NY	11935	1830	3250	193975	60
NY	11937	9100	15590	1064615	360
NY	11939	540	880	53951	20
NY	11940	2770	5150	252200	100
NY	11941	1370	2470	127044	60
NY	11942	2560	4750	232834	80
NY	11944	2340	3980	162577	90
NY	11946	7640	13600	541679	310
NY	11948	640	1120	58570	0
NY	11949	7200	13770	591355	280
NY	11950	7670	14960	374853	430
NY	11951	6220	11800	304710	390
NY	11952	2630	4600	234898	70
NY	11953	6640	11600	410491	240
NY	11954	2730	4300	234466	310
NY	11955	1750	2920	116147	70
NY	11957	440	730	60152	20
NY	11958	470	810	38710	0
NY	11961	6750	11600	418133	210
NY	11963	4140	6870	564833	90
NY	11967	12840	24530	708965	730
NY	11968	5350	9370	671764	140
NY	11971	3100	5440	283591	100
NY	11976	1150	2070	311367	30
NY	11977	1330	2380	157906	40
NY	11978	1930	3420	206162	70
NY	11980	2240	3960	161413	90
NY	12007	100	170	6203	0
NY	12008	250	480	19340	0
NY	12009	3760	7050	311217	100
NY	12010	13180	24190	638928	600
NY	12015	1630	2980	112773	50
NY	12017	170	330	12967	0
NY	12018	3930	7290	281989	140
NY	12019	7910	15070	679882	180
NY	12020	16330	30150	1102320	550
NY	12022	400	760	20058	30
NY	12023	1010	1900	58158	50
NY	12025	2770	5070	154256	150
NY	12027	2070	3970	174178	40
NY	12028	590	1070	30987	30
NY	12029	530	880	47047	0
NY	12031	100	220	4176	0
NY	12032	490	840	25702	20
NY	12033	4170	7470	301417	140
NY	12035	430	760	20457	0
NY	12037	1830	3180	111722	50
NY	12041	270	470	16417	0
NY	12042	230	420	11708	0
NY	12043	3220	5730	164281	180
NY	12046	320	590	20534	0
NY	12047	10520	18020	596959	410
NY	12051	1760	3160	99859	80
NY	12052	740	1370	44672	30
NY	12053	2150	4120	151603	90
NY	12054	8870	16810	868077	140
NY	12056	1190	2220	87369	40
NY	12057	780	1500	37168	40
NY	12058	680	1220	35663	30
NY	12059	830	1420	51957	50
NY	12060	670	1210	49937	20
NY	12061	5020	9130	421757	120
NY	12062	870	1580	50435	50
NY	12063	280	530	21983	0
NY	12064	210	390	8366	20
NY	12065	22640	41920	1862469	570
NY	12066	960	1830	57970	60
NY	12067	780	1400	54727	30
NY	12068	1340	2600	68076	70
NY	12070	660	1250	41233	30
NY	12071	120	240	5465	0
NY	12072	1230	2400	63668	80
NY	12074	1530	2810	95573	70
NY	12075	1520	2850	108787	40
NY	12076	570	1040	29078	50
NY	12077	3250	6100	300886	60
NY	12078	9950	18350	425855	470
NY	12083	1880	3420	110175	80
NY	12084	2450	4380	189491	40
NY	12085	190	330	9010	0
NY	12086	940	1590	53033	30
NY	12087	580	1080	34161	30
NY	12090	2720	5120	139202	150
NY	12092	560	1040	26557	40
NY	12093	670	1250	32155	40
NY	12094	1070	2100	62366	40
NY	12095	5590	10200	270293	300
NY	12106	1340	2340	97338	40
NY	12108	210	370	11458	0
NY	12110	10280	18440	764944	260
NY	12116	800	1440	37978	40
NY	12117	1540	2720	76394	100
NY	12118	7690	14250	527568	310
NY	12120	280	540	16124	0
NY	12121	980	1790	66640	40
NY	12122	1910	3470	89989	120
NY	12123	2620	4720	164684	110
NY	12125	720	1240	41815	40
NY	12130	530	890	26903	0
NY	12131	100	180	4751	0
NY	12134	1760	3230	93672	110
NY	12136	440	770	46602	0
NY	12137	880	1570	52778	40
NY	12138	1380	2590	73209	90
NY	12139	140	210	7553	0
NY	12140	920	1690	64933	30
NY	12143	2530	4540	135908	100
NY	12144	10570	18250	624004	380
NY	12147	270	520	19120	0
NY	12148	2390	4800	266387	40
NY	12149	980	1840	46485	70
NY	12150	450	790	24938	0
NY	12151	410	710	29044	0
NY	12153	460	820	30298	30
NY	12154	1480	2650	91272	70
NY	12155	760	1450	33602	40
NY	12156	420	790	27992	0
NY	12157	1810	3420	105213	110
NY	12158	3270	6170	226523	110
NY	12159	4440	8180	605096	60
NY	12160	440	810	23131	30
NY	12164	280	480	13264	0
NY	12165	200	370	22219	0
NY	12166	650	1250	29376	40
NY	12167	1150	1990	52781	60
NY	12168	930	1620	48575	60
NY	12169	170	320	9359	0
NY	12170	2570	4690	154950	120
NY	12173	770	1400	43838	40
NY	12175	340	650	16631	30
NY	12176	120	230	6546	0
NY	12180	23560	40170	1202126	830
NY	12182	7140	12460	337366	350
NY	12183	1380	2220	59135	60
NY	12184	3260	6060	239760	80
NY	12185	990	1810	60301	50
NY	12186	3400	6410	333506	90
NY	12187	430	740	19885	30
NY	12188	5980	10580	377613	230
NY	12189	9390	15740	491181	330
NY	12190	350	610	16376	0
NY	12192	760	1310	38493	20
NY	12193	1040	1910	67336	40
NY	12194	110	200	5194	0
NY	12196	1600	2980	127186	50
NY	12197	950	1800	47196	80
NY	12198	4130	7520	295593	120
NY	12202	4430	7780	125780	160
NY	12203	13880	21580	1047975	300
NY	12204	3830	6460	286364	100
NY	12205	15010	25410	839746	400
NY	12206	7050	12730	229333	230
NY	12207	760	1150	26392	30
NY	12208	10160	16160	603602	220
NY	12209	5350	9170	239980	170
NY	12210	5020	7600	208983	160
NY	12211	6110	11030	808964	120
NY	12302	14290	25740	957866	380
NY	12303	15000	27700	950156	450
NY	12304	10390	18600	449679	340
NY	12305	1970	2680	74058	70
NY	12306	13710	23980	758084	420
NY	12307	2990	6110	66049	100
NY	12308	6280	11240	263195	220
NY	12309	15110	28790	1432130	320
NY	12401	16390	28700	834974	510
NY	12404	1630	2940	111643	80
NY	12405	310	530	14022	0
NY	12406	310	530	11928	0
NY	12407	120	220	5321	0
NY	12409	480	750	40420	0
NY	12410	180	280	10963	0
NY	12411	260	450	13798	0
NY	12412	340	600	18103	0
NY	12413	1380	2500	61681	60
NY	12414	4670	8350	236484	190
NY	12418	260	460	13034	20
NY	12419	330	620	22563	0
NY	12421	150	300	10015	0
NY	12422	140	230	6853	0
NY	12423	470	830	22388	20
NY	12427	210	430	8085	0
NY	12428	2630	5180	114763	120
NY	12430	430	780	20923	0
NY	12431	730	1310	38134	40
NY	12433	210	360	16806	0
NY	12434	330	580	12678	30
NY	12435	190	350	9527	0
NY	12439	190	310	9750	0
NY	12440	1000	1620	61730	40
NY	12442	480	800	26851	20
NY	12443	2040	3670	152312	60
NY	12444	160	270	9438	0
NY	12446	2210	4070	116388	110
NY	12448	110	180	6406	0
NY	12449	1670	2940	83171	60
NY	12451	810	1390	41066	30
NY	12454	120	190	5310	0
NY	12455	750	1350	37594	30
NY	12456	390	730	17254	0
NY	12457	290	480	21118	0
NY	12458	1080	1950	53547	50
NY	12460	140	240	6609	0
NY	12461	770	1330	46960	20
NY	12463	760	1300	42790	30
NY	12464	430	680	22206	0
NY	12465	110	180	3800	0
NY	12466	1620	2690	91071	40
NY	12468	510	910	23349	40
NY	12469	300	580	16672	0
NY	12470	220	410	10245	0
NY	12472	860	1420	44612	20
NY	12473	430	770	23629	0
NY	12474	540	960	30048	30
NY	12477	8860	15600	496438	320
NY	12480	260	430	11746	0
NY	12481	670	1120	41256	30
NY	12482	330	580	12934	0
NY	12484	1440	2580	106912	40
NY	12485	480	790	21949	30
NY	12486	740	1330	47779	20
NY	12487	1450	2580	83345	40
NY	12491	1000	1660	62310	50
NY	12492	120	170	7759	0
NY	12494	340	570	19254	0
NY	12495	140	220	9194	0
NY	12496	690	1170	39648	40
NY	12498	2340	3900	223357	40
NY	12501	1050	1860	65844	30
NY	12502	460	850	33096	0
NY	12503	280	510	19969	0
NY	12508	8680	15250	516712	270
NY	12513	610	970	53009	0
NY	12514	1350	2510	124141	30
NY	12515	810	1470	43758	30
NY	12516	730	1320	43136	0
NY	12517	210	380	12053	0
NY	12518	3000	5520	253088	100
NY	12520	1690	3160	156963	40
NY	12521	760	1350	47275	30
NY	12522	2230	4060	125513	100
NY	12523	880	1580	51856	40
NY	12524	7930	14010	605442	230
NY	12525	1810	3280	136121	70
NY	12526	1830	3220	127998	60
NY	12528	6690	12320	440250	240
NY	12529	1150	1980	88352	50
NY	12531	1570	3000	139406	60
NY	12533	12530	25160	1169126	380
NY	12534	7730	13350	396571	240
NY	12538	6600	11680	412225	230
NY	12540	3730	7300	397673	110
NY	12542	2970	5480	204523	130
NY	12543	1520	2820	80957	50
NY	12545	2190	3890	256475	60
NY	12546	1390	2450	90319	60
NY	12547	1480	2750	105733	60
NY	12548	800	1430	46848	50
NY	12549	5040	9670	386436	170
NY	12550	25430	48820	1403731	870
NY	12553	12780	23710	812192	460
NY	12561	7290	12510	527326	230
NY	12563	3540	6650	265277	120
NY	12564	3430	6470	311870	90
NY	12565	780	1400	32384	30
NY	12566	5050	9680	319239	230
NY	12567	1300	2320	120799	40
NY	12569	5160	9460	393367	180
NY	12570	3450	6930	310108	110
NY	12571	4590	8580	343156	120
NY	12572	4430	7760	591159	90
NY	12575	1140	2280	98346	40
NY	12577	1050	2050	81780	40
NY	12578	1120	2130	94571	40
NY	12580	1850	3390	151749	50
NY	12581	1000	1770	81532	30
NY	12582	2290	4470	198090	70
NY	12583	1110	1950	64750	30
NY	12585	440	840	34877	0
NY	12586	6180	11870	389836	260
NY	12589	6590	12340	421622	270
NY	12590	18240	33560	1268057	550
NY	12592	580	1020	34199	0
NY	12594	1950	3730	117005	90
NY	12601	17840	32650	862713	520
NY	12603	21150	39220	1530780	580
NY	12701	4580	8590	185206	170
NY	12719	430	770	24885	0
NY	12720	110	200	12292	0
NY	12721	2950	5970	183762	140
NY	12723	700	1190	42150	30
NY	12725	150	230	8577	0
NY	12726	480	880	28904	20
NY	12729	830	1520	40359	40
NY	12732	370	660	25244	20
NY	12733	240	1020	8068	0
NY	12734	550	1120	25872	0
NY	12737	830	1560	48890	40
NY	12738	110	190	5246	0
NY	12740	910	1690	55141	30
NY	12741	140	240	6596	0
NY	12742	150	260	6246	0
NY	12743	140	250	8439	0
NY	12746	570	1000	27990	30
NY	12747	790	1420	38661	30
NY	12748	930	1660	52116	30
NY	12751	410	1120	14902	0
NY	12752	130	220	6759	0
NY	12754	2820	5440	129594	80
NY	12758	1690	3100	91761	80
NY	12759	700	1430	24264	30
NY	12760	210	370	11001	0
NY	12762	260	480	12921	0
NY	12763	340	680	18402	0
NY	12764	720	1270	38041	30
NY	12765	450	840	27678	0
NY	12766	160	310	6323	0
NY	12768	440	770	21711	20
NY	12771	6300	12090	314989	260
NY	12775	1260	2350	97913	30
NY	12776	820	1470	46778	20
NY	12777	330	590	33835	0
NY	12779	1050	2300	45054	30
NY	12780	1130	2120	61764	40
NY	12783	600	1150	29214	20
NY	12786	320	570	22978	0
NY	12787	230	400	11364	0
NY	12788	950	1840	47824	30
NY	12789	750	1560	35796	30
NY	12790	2230	3900	120409	90
NY	12791	310	580	17841	0
NY	12792	200	360	10307	0
NY	12801	7600	12650	356088	320
NY	12803	4310	7520	203178	160
NY	12804	13840	24660	921437	480
NY	12808	170	280	11359	0
NY	12809	1610	3070	81049	70
NY	12810	310	560	12412	30
NY	12812	100	170	5021	0
NY	12814	960	1460	62424	90
NY	12815	490	890	30364	30
NY	12816	2080	3890	109793	100
NY	12817	1120	1970	60123	90
NY	12819	130	270	5382	0
NY	12821	140	270	6768	0
NY	12822	2810	5340	128771	160
NY	12823	130	290	7959	0
NY	12824	430	700	32320	30
NY	12827	1900	3570	94809	110
NY	12828	4760	8580	224893	250
NY	12831	8580	16630	602426	280
NY	12832	2780	5280	125234	170
NY	12833	2270	4280	172743	90
NY	12834	3220	5960	181240	150
NY	12835	1280	2230	63350	70
NY	12836	290	480	18282	30
NY	12837	360	670	15432	20
NY	12838	310	560	14422	20
NY	12839	6310	11310	268043	340
NY	12842	610	960	28468	60
NY	12843	270	510	13969	0
NY	12844	140	240	15744	0
NY	12845	2630	4320	167912	150
NY	12846	1590	2760	76182	110
NY	12847	360	570	17061	20
NY	12849	300	510	14716	0
NY	12850	1380	2610	94575	60
NY	12851	150	280	6238	20
NY	12852	190	370	10636	20
NY	12853	640	1140	27370	50
NY	12855	120	210	5323	0
NY	12857	290	500	12035	0
NY	12859	990	1940	57795	50
NY	12860	370	660	14426	20
NY	12861	290	520	17665	20
NY	12863	360	670	21813	0
NY	12865	1580	2860	82498	60
NY	12866	19630	33940	4457563	500
NY	12870	790	1460	38865	20
NY	12871	1990	3680	109731	70
NY	12873	350	650	20561	0
NY	12878	310	530	11885	0
NY	12883	2280	4140	105117	160
NY	12885	2200	3910	96142	190
NY	12886	120	230	5714	0
NY	12887	2200	4220	98894	150
NY	12901	14430	24440	723429	660
NY	12903	820	1310	50058	40
NY	12910	730	1440	33324	60
NY	12912	980	1810	43781	70
NY	12913	550	1010	27457	20
NY	12914	330	710	13572	0
NY	12916	910	1830	37099	70
NY	12917	600	1300	27016	30
NY	12918	1140	2120	60556	50
NY	12919	1540	2920	73870	80
NY	12920	1010	2000	51351	40
NY	12921	1240	2240	85085	60
NY	12923	220	430	9811	0
NY	12926	890	1760	35346	60
NY	12928	910	1720	43914	70
NY	12930	280	540	11244	0
NY	12932	650	1070	31897	30
NY	12934	400	820	18209	0
NY	12935	660	1290	32217	30
NY	12936	340	570	17923	0
NY	12937	590	1190	23792	30
NY	12941	660	1190	35167	40
NY	12942	330	570	23938	0
NY	12943	220	370	12058	0
NY	12944	1830	3390	81580	140
NY	12945	330	560	17607	0
NY	12946	2750	4460	187867	80
NY	12950	340	670	14340	20
NY	12952	250	450	10858	0
NY	12953	4790	8900	234364	260
NY	12955	170	300	7147	0
NY	12956	490	920	20152	40
NY	12957	720	1430	26444	70
NY	12958	830	1600	40617	50
NY	12959	620	1150	27136	40
NY	12960	480	880	23345	40
NY	12961	110	190	5145	0
NY	12962	2620	5010	156263	110
NY	12965	220	460	8452	30
NY	12966	1210	2430	50975	70
NY	12967	460	1000	19595	30
NY	12969	180	330	8273	0
NY	12970	150	240	7123	0
NY	12972	3000	5790	182408	150
NY	12974	660	1180	27653	50
NY	12978	190	370	8446	20
NY	12979	1210	2120	62604	60
NY	12980	540	1050	22366	50
NY	12981	1100	2030	57237	80
NY	12983	3590	5950	213148	130
NY	12985	470	930	20237	30
NY	12986	2630	4650	132228	90
NY	12987	130	220	6616	0
NY	12989	440	760	24028	30
NY	12992	2300	4370	109477	130
NY	12993	760	1390	42619	30
NY	12996	920	1580	44791	50
NY	12997	570	980	27753	30
NY	12998	220	480	8187	20
NY	13021	18530	32560	985561	870
NY	13026	640	1190	41946	30
NY	13027	16720	31320	1197159	510
NY	13028	580	1110	27685	50
NY	13029	3530	6650	248643	150
NY	13030	2020	3550	113855	100
NY	13031	8420	15330	578114	230
NY	13032	5900	10930	289086	360
NY	13033	1730	3440	86436	90
NY	13034	880	1610	48457	40
NY	13035	3860	7330	429334	100
NY	13036	4250	7850	214579	260
NY	13037	4300	8140	254610	170
NY	13039	8790	16610	608266	290
NY	13040	1180	2290	53098	150
NY	13041	5590	10890	360117	210
NY	13042	1010	1950	49125	70
NY	13044	1230	2290	66819	80
NY	13045	11530	20330	590292	530
NY	13052	830	1650	41308	70
NY	13053	2210	3990	126992	80
NY	13054	710	1400	33184	50
NY	13057	7850	13530	424988	310
NY	13060	1390	2540	74125	50
NY	13061	490	920	30413	30
NY	13063	900	1790	58391	40
NY	13066	6510	12120	858206	130
NY	13068	2520	4580	136915	110
NY	13069	10640	20640	486129	760
NY	13071	460	860	22982	0
NY	13072	380	700	14473	30
NY	13073	3060	5710	159279	130
NY	13074	1930	3770	85645	170
NY	13076	1100	2080	55705	60
NY	13077	3230	6040	179166	190
NY	13078	4520	9010	539291	100
NY	13080	1730	3180	93109	100
NY	13081	500	920	31109	0
NY	13082	2310	4140	118055	110
NY	13083	790	1570	37533	70
NY	13084	2180	4110	145486	100
NY	13088	12030	20030	623912	390
NY	13090	15770	29020	964883	510
NY	13092	1130	2260	57062	60
NY	13101	1180	2230	51843	110
NY	13103	160	330	5219	0
NY	13104	7790	15660	980940	170
NY	13108	3120	5870	234389	100
NY	13110	1130	2050	72691	40
NY	13111	730	1430	28787	60
NY	13112	930	1740	56610	40
NY	13114	2940	5690	155008	210
NY	13116	1790	3410	100792	60
NY	13118	2400	4590	122229	160
NY	13120	1080	2130	50794	70
NY	13122	530	1040	29421	0
NY	13126	14420	26420	778636	940
NY	13131	1720	3310	83928	120
NY	13132	1900	3500	99955	110
NY	13135	3120	6030	164033	180
NY	13136	200	400	7259	0
NY	13140	1990	3790	91635	150
NY	13141	350	640	14867	30
NY	13142	2830	5460	141277	200
NY	13143	1130	2350	52481	90
NY	13144	530	1110	22735	50
NY	13145	870	1660	41870	70
NY	13146	910	1880	40107	50
NY	13147	490	940	24273	20
NY	13148	4960	9020	255798	220
NY	13152	4070	7510	1127430	110
NY	13155	290	590	13404	20
NY	13156	800	1580	45106	60
NY	13158	660	1260	27895	50
NY	13159	2580	4870	184013	110
NY	13160	950	1840	50949	40
NY	13164	1260	2730	84100	40
NY	13165	5080	9310	222022	260
NY	13166	2590	4820	129649	150
NY	13167	1590	2990	81632	100
NY	13202	1790	3160	73819	40
NY	13203	6360	11580	272469	170
NY	13204	7970	14490	246291	300
NY	13205	7370	13640	238170	270
NY	13206	8460	14010	324144	360
NY	13207	6040	11080	251277	250
NY	13208	9450	18290	287141	370
NY	13209	6780	11680	314191	250
NY	13210	6290	10150	258989	180
NY	13211	3310	5690	120392	160
NY	13212	10660	18200	525524	390
NY	13214	3780	6900	255157	70
NY	13215	7160	13520	618607	200
NY	13219	8300	14510	470184	250
NY	13224	4240	7590	288136	110
NY	13302	670	1360	25065	60
NY	13303	550	1060	32967	30
NY	13304	910	1650	63102	30
NY	13308	1530	2970	69270	90
NY	13309	2650	4950	123769	220
NY	13310	290	580	13077	20
NY	13314	200	390	7702	0
NY	13315	640	1200	28186	40
NY	13316	2870	5520	133656	200
NY	13317	1690	3260	78536	120
NY	13318	640	1200	32089	50
NY	13319	450	800	18832	20
NY	13320	910	1700	43051	50
NY	13322	560	1030	28794	30
NY	13323	4790	8380	356883	130
NY	13324	890	1700	42605	80
NY	13325	440	860	19263	40
NY	13326	2590	4520	204862	100
NY	13327	990	2010	45230	120
NY	13328	560	1000	29042	30
NY	13329	1610	3150	67001	140
NY	13331	130	210	7588	0
